feature,gate,pearson,spearman,kendall,nmi,distance_corr,hsic
gross_sched_interchange_mw,0.6399538,0.47134912,0.44511595,0.28646094,0.12271275,0.42710328,0.12603071
da_as_as_req_mw_primary_reserve,0.6342423,0.42597103,0.35291502,0.24308786,0.17914973,0.44568777,0.1489813
da_as_as_req_mw_thirty_minutes_reserve,0.63383466,0.43259856,0.36139524,0.24264714,0.19051307,0.42562243,0.14201584
da_as_as_req_mw_synchronized_reserve,0.6326036,0.42674595,0.3395284,0.2383914,0.20901959,0.42714393,0.13754192
gen_fuel_nuclear_mw,0.62604845,0.4233933,0.35076246,0.22334367,0.10760381,0.41644,0.11136183
gen_fuel_multiple_fuels_pct,0.6035838,0.3291733,0.30151698,0.18919079,0.056710534,0.32238397,0.06953598
gen_fuel_gas_mw,0.595934,0.29736114,0.3028512,0.19722903,0.032662477,0.27808133,0.040765837
total_pjm_rmpcp_cr,0.59273463,0.22976154,0.27235824,0.17444809,0.12788588,0.2666447,0.0650005
total_pjm_reg_purchases,0.59232444,0.28325078,0.25628474,0.184134,0.037019465,0.28332943,0.047774974
total_pjm_assigned_reg,0.5900693,0.27969712,0.259581,0.16786353,0.032375418,0.2719131,0.039939914
total_pjm_rmccp_cr,0.5896741,0.13227198,0.2605539,0.18914463,0.33737764,0.22017244,0.02786681
system_energy_price_da,0.5888446,0.10280121,0.30154824,0.24030729,0.087717555,0.28526267,0.073544264
marginal_loss_price_rt,0.585897,0.14362128,0.27894536,0.19351897,0.1684937,0.23074661,0.04244582
gen_fuel_other_renewables_mw,0.5835874,0.23951434,0.23140618,0.15997666,0.055601384,0.24376512,0.03341853
gen_fuel_gas_pct,0.58184004,0.23287134,0.2380688,0.16026485,0.024196066,0.23654692,0.038410656
gen_fuel_multiple_fuels_mw,0.57957155,0.21975824,0.225243,0.13150977,0.036604434,0.23250343,0.049885157
gen_fuel_wind_pct,0.575834,0.21298553,0.22601159,0.1322607,0.022426419,0.20464368,0.0395711
total_lmp_rt,0.5733862,0.0783807,0.24884988,0.16209619,0.16135268,0.1873952,0.026095465
gen_fuel_coal_mw,0.57302105,0.18973619,0.14331217,0.1145349,0.054984696,0.245036,0.046440065
rmccp,0.57114065,0.10859862,0.21083057,0.15489566,0.13503131,0.18388829,0.023652758
forecast_load_mw_day_ahead,0.5693793,0.18081602,0.15549543,0.1223569,0.022516727,0.21814203,0.034883816
gen_fuel_wind_mw,0.5687922,0.1755717,0.18859993,0.12339387,0.027469924,0.19034149,0.026226548
rmpcp,0.5684929,0.10950772,0.16288203,0.15048045,0.03846888,0.23415603,0.042776357
da_as_mcp_synchronized_reserve,0.55948,0.106336854,0.15416168,0.1293521,0.016406719,0.17150344,0.017472807
gen_fuel_storage_mw,0.5592858,0.13902234,0.1657538,0.12067569,0.013763405,0.14021043,0.012444115
gen_fuel_other_renewables_pct,0.5588164,0.094245054,0.11939363,0.13139693,0.033864163,0.18671654,0.024932127
da_as_mcp_primary_reserve,0.55794144,0.09550228,0.13066177,0.13744222,0.024058616,0.17180665,0.017971257
gross_inadv_interchange_mw,0.55448204,0.15221207,0.08699307,0.053997777,0.01845783,0.16476437,0.018909886
forecast_load_mw_latest_available,0.55170745,0.10137107,0.08339112,0.069462776,0.027409066,0.16253585,0.021748796
gen_fuel_coal_pct,0.5486061,0.03961628,0.066517495,0.030210376,0.06122498,0.18553464,0.038936656
gen_fuel_nuclear_pct,0.5464074,0.07678227,0.06849403,0.061588738,0.01608424,0.14386205,0.018000485
total_pjm_self_sched_reg,0.54569864,0.06654309,0.095200956,0.0643539,0.015931895,0.121782154,0.016445862
da_as_ss_mw_primary_reserve,0.5442524,0.059785336,0.06888737,0.06250075,0.03281821,0.12317684,0.015942924
gen_fuel_hydro_pct,0.5439761,0.08998729,0.09046769,0.05355061,0.016158458,0.09493884,0.007748672
da_as_nsr_mw_primary_reserve,0.5436647,0.06466625,0.06727701,0.06249392,0.05386708,0.10702258,0.0061988556
gen_fuel_oil_pct,0.54330987,0.03328551,0.11308744,0.069836475,0.021391582,0.1031326,0.012651998
net_inadv_interchange_mw,0.5412782,0.055157922,0.07054451,0.06816667,0.0,0.109197296,0.007941128
gen_fuel_oil_mw,0.5401534,0.054522347,0.0068146316,0.010140522,0.05825335,0.14111003,0.019981127
da_as_ss_mw_thirty_minutes_reserve,0.53973377,0.03907797,0.04791386,0.06884905,0.024282303,0.1082879,0.008648171
total_pjm_loc_credit,0.5372012,0.00984102,0.07706862,0.047113154,0.06131344,0.071565956,0.007291654
gen_fuel_solar_mw,0.5369762,0.0831344,0.0064970437,0.01952736,0.020943386,0.09823595,0.010246631
da_as_ss_mw_synchronized_reserve,0.53553766,0.04638401,0.057995096,0.009476402,0.025728792,0.07624666,0.006746491
gen_fuel_hydro_mw,0.5321222,0.0063790004,0.030299535,0.02343762,0.02155789,0.083188586,0.011949329
gen_fuel_solar_pct,0.53050506,0.058006253,0.026518948,0.011972946,0.013448692,0.03845853,0.0009369833
da_as_ircmwt2_primary_reserve,0.52024645,0.0,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_synchronized_reserve,0.52024645,0.0,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_thirty_minutes_reserve,0.52024645,0.0,0.0,0.0,0.0,0.0,0.0
da_as_mcp_thirty_minutes_reserve,0.52024645,0.0,0.0,0.0,0.0,0.0,0.0
gen_fuel_storage_pct,0.52024645,0.0,0.0,0.0,0.0,0.0,0.0
