target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,7,1.8650658130645752,0.9584542297443766
gross_actual_interchange_mw,10,1.5713212490081787,0.6824161477415774
total_gen,25,2.6658036708831787,0.8281784746984865
metered_load_mw,26,2.602055311203003,0.7986427906102291
total_losses,17,2.55656361579895,0.902354784246076
congestion_price_da,5,1.5772240161895752,0.9799843808849978
congestion_price_rt,10,1.9265329837799072,0.8366826440602206
marginal_loss_price_da,20,2.715672254562378,0.9065136689737086
total_lmp_da,31,2.7390947341918945,0.7976426733956231
da_as_total_mw_primary_reserve,9,1.701972246170044,0.774600950547081
da_as_total_mw_synchronized_reserve,7,1.5664055347442627,0.8049732077838796
da_as_total_mw_thirty_minutes_reserve,18,2.6560351848602295,0.9189251097559494
