feature,gate,pearson,spearman,kendall,nmi,distance_corr,hsic
marginal_loss_price_rt,0.6978404,0.5728551,0.49389133,0.34629828,1.0,0.5889969,0.21383302
system_energy_price_da,0.6920926,0.79645467,0.54234505,0.39456168,0.30250555,0.6891742,0.2731633
total_lmp_rt,0.68561995,0.624647,0.50040704,0.34625405,0.69532365,0.55750614,0.20684966
forecast_load_mw_latest_available,0.6679298,0.5708171,0.58281493,0.38377294,0.23244655,0.56188625,0.19573957
forecast_load_mw_day_ahead,0.6607413,0.543929,0.5019531,0.38930428,0.18823348,0.5582995,0.21428142
gen_fuel_nuclear_pct,0.6459463,0.47529286,0.51175624,0.3515491,0.13505688,0.48714507,0.14801802
gen_fuel_oil_mw,0.6448977,0.64704025,0.3789073,0.25414157,0.15028624,0.5230682,0.12205849
da_as_mcp_synchronized_reserve,0.6435092,0.5844083,0.32958835,0.27718404,0.2985833,0.4699188,0.123157404
gen_fuel_coal_mw,0.6410066,0.45499194,0.42214423,0.33189112,0.15446183,0.5006985,0.16282047
gen_fuel_oil_pct,0.6382342,0.6383996,0.33822542,0.2266318,0.15023518,0.49396184,0.106094405
gen_fuel_gas_mw,0.6344014,0.44137484,0.4126004,0.32019645,0.11880242,0.47674707,0.12966308
gen_fuel_hydro_mw,0.62283367,0.35982728,0.4012366,0.28531748,0.13266188,0.40253416,0.11492505
gen_fuel_other_renewables_pct,0.62268937,0.38402724,0.4276859,0.30996534,0.09738981,0.381238,0.08627904
total_pjm_rmccp_cr,0.61867684,0.19145633,0.23038453,0.14221801,0.84888756,0.26598805,0.04510357
da_as_mcp_primary_reserve,0.61344105,0.46070093,0.2628087,0.17766719,0.21044517,0.33872145,0.081019334
gen_fuel_hydro_pct,0.6057591,0.26905584,0.35724753,0.22980197,0.09098991,0.34917018,0.093506485
rmccp,0.60376984,0.41789117,0.22804514,0.16924214,0.13452215,0.34558684,0.05526441
gen_fuel_coal_pct,0.59802556,0.3059346,0.29031134,0.2001933,0.07037857,0.3234318,0.05748942
gen_fuel_storage_mw,0.59572387,0.24125017,0.29650882,0.22188629,0.044411987,0.3228184,0.08601028
gross_inadv_interchange_mw,0.59523576,0.32303575,0.23932771,0.17736447,0.053398896,0.34230682,0.06057938
gen_fuel_nuclear_mw,0.5908529,0.21866383,0.26843756,0.17470843,0.16371119,0.26064494,0.05582697
total_pjm_loc_credit,0.58174497,0.25427127,0.21819314,0.12608272,0.10095555,0.24559335,0.023477491
gen_fuel_multiple_fuels_mw,0.57800186,0.27276006,0.15444702,0.10451683,0.061415493,0.26470286,0.0429586
total_pjm_reg_purchases,0.57784986,0.20807217,0.21432842,0.12275655,0.0763645,0.23826814,0.043318868
total_pjm_assigned_reg,0.5615308,0.13757265,0.12033947,0.099752575,0.03516671,0.2061677,0.025972722
gen_fuel_gas_pct,0.55532414,0.1446308,0.1482964,0.050542764,0.0390828,0.1237627,0.007907929
da_as_as_req_mw_primary_reserve,0.5536856,0.12307253,0.110818915,0.086541444,0.06324382,0.11032328,0.003785775
da_as_as_req_mw_thirty_minutes_reserve,0.55264556,0.13868727,0.13124484,0.055088,0.039307985,0.1022311,0.005012878
da_as_as_req_mw_synchronized_reserve,0.55049944,0.12535438,0.122060575,0.06017097,0.059563033,0.07205551,0.0019215127
gen_fuel_solar_mw,0.54961324,0.027944189,0.14342372,0.0823263,0.060177617,0.10318377,0.01513278
gen_fuel_multiple_fuels_pct,0.54913974,0.11706836,0.058778025,0.026639082,0.03526365,0.15368271,0.022075057
gen_fuel_solar_pct,0.5485437,0.008213998,0.12572369,0.06133328,0.074890286,0.12057723,0.02541907
gen_fuel_other_renewables_mw,0.54814494,0.061385892,0.06744035,0.04793828,0.05601769,0.14830431,0.02365009
da_as_ss_mw_primary_reserve,0.54801035,0.045535125,0.086944185,0.060488522,0.082704976,0.1188373,0.012894256
net_inadv_interchange_mw,0.54759645,0.110421054,0.09861425,0.048341706,0.025792442,0.09923149,0.0046778647
da_as_nsr_mw_primary_reserve,0.5475781,0.043146096,0.09198793,0.054022383,0.099893466,0.10101185,0.01232915
gen_fuel_wind_pct,0.54696834,0.105621904,0.079435915,0.044880416,0.040932704,0.10153966,0.0074764807
gross_sched_interchange_mw,0.5448382,0.063915506,0.07639516,0.06279821,0.015111971,0.11612721,0.009812426
da_as_ss_mw_thirty_minutes_reserve,0.54454446,0.044299595,0.07417205,0.039060295,0.08471976,0.09565078,0.010511616
da_as_ss_mw_synchronized_reserve,0.54325396,0.041316584,0.062378746,0.040657822,0.08665644,0.08868269,0.008423202
total_pjm_rmpcp_cr,0.5409495,0.047191363,0.07461604,0.02383885,0.038656536,0.09045736,0.0040495936
rmpcp,0.53797376,0.04338465,0.0661621,0.030089509,0.01692036,0.06706931,0.0047672754
total_pjm_self_sched_reg,0.53461146,0.01687145,0.023879161,0.01175424,0.00435767,0.102805056,0.011159347
gen_fuel_wind_mw,0.53445554,0.006474558,0.03367326,0.021676378,0.014731952,0.0855752,0.009227996
da_as_ircmwt2_thirty_minutes_reserve,0.5241874,0.0,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_synchronized_reserve,0.5241874,0.0,0.0,0.0,0.0,0.0,0.0
gen_fuel_storage_pct,0.5241874,0.0,0.0,0.0,0.0,0.0,0.0
da_as_mcp_thirty_minutes_reserve,0.5241874,0.0,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_primary_reserve,0.5241874,0.0,0.0,0.0,0.0,0.0,0.0
