target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,7,0.14215750992298126,0.13544277846813202,0.16008757054805756,0.37623897194862366,0.1860731542110443
gross_actual_interchange_mw,10,0.16736717522144318,0.170183002948761,0.16152776777744293,0.3340240716934204,0.1668979972600937
total_gen,23,0.18919150531291962,0.19019688665866852,0.18731695413589478,0.24448564648628235,0.18880896270275116
metered_load_mw,21,0.18609663844108582,0.18519604206085205,0.1930268108844757,0.2497059553861618,0.185974583029747
total_losses,14,0.18827210366725922,0.15722063183784485,0.15918923914432526,0.33899304270744324,0.15632498264312744
congestion_price_da,4,0.17417658865451813,0.1382957398891449,0.13718079030513763,0.3010517358779907,0.2492951601743698
congestion_price_rt,9,0.1998950093984604,0.1976889818906784,0.19786877930164337,0.19221214950084686,0.21233507990837097
marginal_loss_price_da,16,0.20341874659061432,0.18425719439983368,0.19762970507144928,0.2261454463005066,0.18854889273643494
total_lmp_da,25,0.1905864179134369,0.19310297071933746,0.21310167014598846,0.21413087844848633,0.18907804787158966
da_as_total_mw_primary_reserve,8,0.24626433849334717,0.18254105746746063,0.23242898285388947,0.1583859920501709,0.18037962913513184
da_as_total_mw_synchronized_reserve,7,0.179167240858078,0.17505250871181488,0.1931701898574829,0.2742381691932678,0.17837192118167877
da_as_total_mw_thirty_minutes_reserve,15,0.16001324355602264,0.20303143560886383,0.20214435458183289,0.27202823758125305,0.16278277337551117
