field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.9484992027282715,-2.196689158741956,False
gross_actual_interchange_mw,0.2460934792895835,-0.5551137924194336,-0.8012072717090171,False
total_gen,0.9906449538219424,0.9388943687081337,-0.0517505851138087,True
metered_load_mw,0.9762308832723112,0.967471893876791,-0.008758989395520222,True
total_losses,0.6540839836602339,0.7020229399204254,0.04793895626019151,True
congestion_price_da,0.0475838272605031,0.30102241039276123,0.25343858313225814,True
congestion_price_rt,0.4561738508473963,0.4377986192703247,-0.018375231577071605,True
marginal_loss_price_da,0.4407231017762543,0.4437444806098938,0.0030213788336395098,True
total_lmp_da,0.9299314144617218,0.8552003055810928,-0.07473110888062895,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9663059674203396,-0.008921851537421976,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9313549399375916,-0.010488171108055222,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.44113689661026,-0.015767141394244066,True
