field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.122720718383789,-1.3709106743974735,True
gross_actual_interchange_mw,0.2460934792895835,0.06309384107589722,-0.18299963821368628,True
total_gen,0.9906449538219424,0.9106443226337433,-0.08000063118819911,True
metered_load_mw,0.9762308832723112,0.9331504479050636,-0.043080435367247594,True
total_losses,0.6540839836602339,0.6169327199459076,-0.03715126371432631,True
congestion_price_da,0.0475838272605031,0.23201411962509155,0.18443029236458847,True
congestion_price_rt,0.4561738508473963,0.44084280729293823,-0.01533104355445808,True
marginal_loss_price_da,0.4407231017762543,0.3935762643814087,-0.0471468373948456,True
total_lmp_da,0.9299314144617218,0.8162750899791718,-0.11365632448255003,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9743398185819387,-0.0008880003758228172,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9295776933431625,-0.012265417702484238,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.3183334469795227,-0.13857059102498137,True
