target_idx,target_field,source_idx,source_field,source_type,gate_lambda,prior
55,da_as_total_mw_primary_reserve,42,da_as_nsr_mw_primary_reserve,general,0.22016379237174988,0.7035107016563416
55,da_as_total_mw_primary_reserve,37,da_as_total_mw_synchronized_reserve,general,0.1770908236503601,0.377853125333786
55,da_as_total_mw_primary_reserve,35,da_as_as_req_mw_synchronized_reserve,general,0.15973298251628876,0.7126630544662476
55,da_as_total_mw_primary_reserve,34,da_as_as_req_mw_primary_reserve,general,0.15892118215560913,0.7045319676399231
55,da_as_total_mw_primary_reserve,36,da_as_as_req_mw_thirty_minutes_reserve,general,0.1554879993200302,0.6693556308746338
55,da_as_total_mw_primary_reserve,6,gen_fuel_nuclear_mw,general,0.13470646739006042,0.3086656928062439
55,da_as_total_mw_primary_reserve,38,da_as_total_mw_thirty_minutes_reserve,general,0.13378193974494934,0.2877497971057892
55,da_as_total_mw_primary_reserve,32,da_as_mcp_primary_reserve,general,0.12861540913581848,0.24040091037750244
55,da_as_total_mw_primary_reserve,31,total_pjm_rmpcp_cr,general,0.12780797481536865,0.16061347723007202
55,da_as_total_mw_primary_reserve,50,net_actual_interchange_mw,general,0.1261426955461502,0.1839451789855957
55,da_as_total_mw_primary_reserve,28,total_pjm_self_sched_reg,general,0.11680001765489578,0.11680641025304794
