target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,9,0.20003432035446167,0.20004162192344666,0.1999560296535492,0.1998710334300995,0.2000969797372818
gross_actual_interchange_mw,11,0.2000485509634018,0.19988708198070526,0.20000238716602325,0.20012155175209045,0.19994044303894043
total_gen,28,0.19302162528038025,0.19165612757205963,0.1914040893316269,0.2343681901693344,0.18954990804195404
metered_load_mw,27,0.19244569540023804,0.19025641679763794,0.19507189095020294,0.2314445525407791,0.19078145921230316
total_losses,19,0.18442416191101074,0.1591809242963791,0.1563064455986023,0.34121960401535034,0.1588689088821411
congestion_price_da,8,0.17549462616443634,0.16079191863536835,0.16464298963546753,0.24897095561027527,0.2500995099544525
congestion_price_rt,11,0.17685645818710327,0.1814863085746765,0.17918263375759125,0.25028201937675476,0.21219266951084137
marginal_loss_price_da,21,0.2040429562330246,0.18338166177272797,0.19749411940574646,0.23215416073799133,0.18292707204818726
total_lmp_da,32,0.19191087782382965,0.18903955817222595,0.20303107798099518,0.22932708263397217,0.18669138848781586
da_as_total_mw_primary_reserve,11,0.2610820531845093,0.1786898523569107,0.21863774955272675,0.16674108803272247,0.1748492270708084
da_as_total_mw_synchronized_reserve,8,0.1801045835018158,0.17718300223350525,0.1948128193616867,0.27243292331695557,0.17546670138835907
da_as_total_mw_thirty_minutes_reserve,18,0.17273464798927307,0.20194342732429504,0.1918419748544693,0.2630618214607239,0.17041818797588348
