field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,0.7587541341781616,0.5105641781644772,True
gross_actual_interchange_mw,0.2460934792895835,0.7252269387245178,0.47913345943493435,True
total_gen,0.9906449538219424,0.9847829341888428,-0.005862019633099624,True
metered_load_mw,0.9762308832723112,0.9883846044540405,0.012153721181729304,True
total_losses,0.6540839836602339,0.7929946780204773,0.1389106943602434,True
congestion_price_da,0.0475838272605031,0.34699732065200806,0.29941349339150497,True
congestion_price_rt,0.4561738508473963,0.5210531949996948,0.06487934415229851,True
marginal_loss_price_da,0.4407231017762543,0.7246615886688232,0.28393848689256895,True
total_lmp_da,0.9299314144617218,0.9772970080375671,0.047365593575845355,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9461244344711304,-0.02910338448663119,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9101113677024841,-0.031731743343162644,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.8018717765808105,0.34496773857630647,True
