target_idx,target_field,source_idx,source_field,source_type,gate_lambda,prior
44,gross_actual_interchange_mw,34,da_as_ss_mw_primary_reserve,general,0.5400047302246094,0.09261845052242279
44,gross_actual_interchange_mw,1,gen_fuel_gas_mw,general,0.40762799978256226,0.14206379652023315
44,gross_actual_interchange_mw,14,gen_fuel_nuclear_pct,general,0.39194971323013306,0.1637798547744751
44,gross_actual_interchange_mw,8,gen_fuel_storage_mw,general,0.37854528427124023,0.15179561078548431
44,gross_actual_interchange_mw,26,total_pjm_assigned_reg,general,0.2836351990699768,0.14027659595012665
44,gross_actual_interchange_mw,40,marginal_loss_price_rt,general,0.2728322446346283,0.22902017831802368
44,gross_actual_interchange_mw,38,system_energy_price_da,general,0.2670058310031891,0.20611123740673065
44,gross_actual_interchange_mw,4,gen_fuel_nuclear_mw,general,0.2610570192337036,0.27410104870796204
44,gross_actual_interchange_mw,10,gen_fuel_coal_pct,general,0.23948392271995544,0.15581586956977844
44,gross_actual_interchange_mw,24,total_pjm_reg_purchases,general,0.22509634494781494,0.26808714866638184
44,gross_actual_interchange_mw,3,gen_fuel_multiple_fuels_mw,general,0.2167867124080658,0.24636931717395782
44,gross_actual_interchange_mw,43,gross_inadv_interchange_mw,general,0.18322546780109406,0.3942658305168152
44,gross_actual_interchange_mw,0,gen_fuel_coal_mw,general,0.17813825607299805,0.15237878262996674
44,gross_actual_interchange_mw,20,forecast_load_mw_day_ahead,general,0.15682411193847656,0.1188449114561081
44,gross_actual_interchange_mw,19,forecast_load_mw_latest_available,general,0.14525465667247772,0.13153007626533508
44,gross_actual_interchange_mw,17,gen_fuel_solar_pct,general,0.1273326277732849,0.14099568128585815
44,gross_actual_interchange_mw,39,total_lmp_rt,general,0.10744661092758179,0.1489337980747223
44,gross_actual_interchange_mw,7,gen_fuel_solar_mw,general,0.10386937856674194,0.15371035039424896
44,gross_actual_interchange_mw,42,gross_sched_interchange_mw,general,0.03592919558286667,0.25270891189575195
