confidential_field,test_r2,test_mse,used_in_loss
da_as_total_mw_primary_reserve,0.978721072897315,0.029421856626868248,True
metered_load_mw,0.9579879492521286,0.018166372552514076,True
da_as_total_mw_synchronized_reserve,0.9405751191079617,0.050049349665641785,True
total_gen,0.9029074385762215,0.04441336169838905,True
total_lmp_da,0.8885322362184525,0.048411548137664795,True
total_losses,0.48285096883773804,0.45401033759117126,True
marginal_loss_price_da,0.45918548107147217,0.29620125889778137,True
congestion_price_rt,0.4478952884674072,0.9023082852363586,True
da_as_total_mw_thirty_minutes_reserve,0.3175235390663147,0.4897669851779938,True
congestion_price_da,0.15012753009796143,1.440448522567749,True
gross_actual_interchange_mw,-0.2691948413848877,0.7410314679145813,False
net_actual_interchange_mw,-2.0651252269744873,2.3834073543548584,False
