confidential_field,test_r2,test_mse,used_in_loss
total_gen,0.9822275638580322,0.01870708540081978,True
metered_load_mw,0.97316575050354,0.027977608144283295,True
total_lmp_da,0.7963671088218689,0.23256683349609375,True
total_losses,0.7643320560455322,0.23505951464176178,True
da_as_total_mw_thirty_minutes_reserve,0.712604820728302,0.2986896336078644,True
net_actual_interchange_mw,0.6857404708862305,0.31888383626937866,True
marginal_loss_price_da,0.6646682024002075,0.32934269309043884,True
gross_actual_interchange_mw,0.49522167444229126,0.5252695083618164,True
da_as_total_mw_primary_reserve,0.42420774698257446,0.6056310534477234,True
congestion_price_da,0.418304979801178,0.6309886574745178,True
da_as_total_mw_synchronized_reserve,0.3781389594078064,0.6412959098815918,True
congestion_price_rt,0.3269226551055908,0.7521250247955322,True
