confidential_field,test_r2,test_mse,used_in_loss
da_as_total_mw_primary_reserve,0.967988595366478,0.0443255640566349,True
metered_load_mw,0.9652150385081768,0.015056983567774296,True
total_gen,0.949434045702219,0.023137005046010017,True
da_as_total_mw_synchronized_reserve,0.9144839346408844,0.07186713814735413,True
total_lmp_da,0.8787355571985245,0.05272145941853523,True
total_losses,0.6920600235462189,0.27048394083976746,True
da_as_total_mw_thirty_minutes_reserve,0.4265286326408386,0.41203832626342773,True
congestion_price_rt,0.41533583402633667,0.9566039443016052,True
marginal_loss_price_da,0.37467288970947266,0.34291496872901917,True
congestion_price_da,0.2727479934692383,1.2344704866409302,True
gross_actual_interchange_mw,0.14836019277572632,0.4978516399860382,True
net_actual_interchange_mw,-1.160310983657837,1.6684237718582153,True
