target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,9,0.1928904801607132,0.17972034215927124,0.1880040466785431,0.24822749197483063,0.19115762412548065
gross_actual_interchange_mw,11,0.19588567316532135,0.19270505011081696,0.1903703212738037,0.22951556742191315,0.19152335822582245
total_gen,28,0.19582276046276093,0.19366887211799622,0.1922581046819687,0.22729583084583282,0.19095444679260254
metered_load_mw,27,0.19558404386043549,0.1916835755109787,0.19712883234024048,0.22288449108600616,0.19271905720233917
total_losses,19,0.17433041334152222,0.16486212611198425,0.1656523495912552,0.3287414312362671,0.16641367971897125
congestion_price_da,8,0.14083266258239746,0.129017636179924,0.14618483185768127,0.29111403226852417,0.2928508520126343
congestion_price_rt,11,0.16547808051109314,0.17497199773788452,0.17326118052005768,0.29058074951171875,0.1957079917192459
marginal_loss_price_da,21,0.2037738561630249,0.19249200820922852,0.19489625096321106,0.21672552824020386,0.19211237132549286
total_lmp_da,32,0.1921643763780594,0.18513523042201996,0.20192618668079376,0.23675014078617096,0.18402400612831116
da_as_total_mw_primary_reserve,11,0.23683419823646545,0.1884445697069168,0.21397094428539276,0.1747167706489563,0.18603353202342987
da_as_total_mw_synchronized_reserve,8,0.19090920686721802,0.1886155903339386,0.19566603004932404,0.2366522252559662,0.18815690279006958
da_as_total_mw_thirty_minutes_reserve,18,0.19030314683914185,0.1897665560245514,0.1815994679927826,0.24907724559307098,0.18925359845161438
