candidate,source,k,arch,seed,worst,mean,per_conf
low_order_k24,low_order,24,gnn,0,0.5700750350952148,0.35315975546836853,"{""net_actual_interchange_mw"": 0.5700750350952148, ""gross_actual_interchange_mw"": 0.3703429698944092, ""total_gen"": 0.5520380735397339, ""metered_load_mw"": 0.5515868663787842, ""total_losses"": 0.3630794882774353, ""congestion_price_da"": 0.02377188205718994, ""congestion_price_rt"": 0.20660942792892456, ""marginal_loss_price_da"": 0.2056676745414734, ""total_lmp_da"": 0.40331220626831055, ""da_as_total_mw_primary_reserve"": 0.31287527084350586, ""da_as_total_mw_synchronized_reserve"": 0.16532975435256958, ""da_as_total_mw_thirty_minutes_reserve"": 0.513228178024292}"
degree_k24,baseline,24,gnn,0,0.8011312484741211,0.39059555530548096,"{""net_actual_interchange_mw"": 0.5468688011169434, ""gross_actual_interchange_mw"": 0.3692939877510071, ""total_gen"": 0.8011312484741211, ""metered_load_mw"": 0.7947300672531128, ""total_losses"": 0.6509996652603149, ""congestion_price_da"": 0.0, ""congestion_price_rt"": 0.17214077711105347, ""marginal_loss_price_da"": 0.1737067699432373, ""total_lmp_da"": 0.4042975902557373, ""da_as_total_mw_primary_reserve"": 0.2520046830177307, ""da_as_total_mw_synchronized_reserve"": 0.15022021532058716, ""da_as_total_mw_thirty_minutes_reserve"": 0.37175267934799194}"
single_k24,baseline,24,gnn,0,0.7562735676765442,0.3845294415950775,"{""net_actual_interchange_mw"": 0.41595739126205444, ""gross_actual_interchange_mw"": 0.26743942499160767, ""total_gen"": 0.7562735676765442, ""metered_load_mw"": 0.7539882063865662, ""total_losses"": 0.5779954195022583, ""congestion_price_da"": 0.019388437271118164, ""congestion_price_rt"": 0.2330852746963501, ""marginal_loss_price_da"": 0.16415750980377197, ""total_lmp_da"": 0.4266629219055176, ""da_as_total_mw_primary_reserve"": 0.31197428703308105, ""da_as_total_mw_synchronized_reserve"": 0.19024765491485596, ""da_as_total_mw_thirty_minutes_reserve"": 0.49718260765075684}"
random_k24,baseline,24,gnn,0,0.9778435230255127,0.6850690245628357,"{""net_actual_interchange_mw"": 0.5738873481750488, ""gross_actual_interchange_mw"": 0.37725162506103516, ""total_gen"": 0.9759004712104797, ""metered_load_mw"": 0.97670578956604, ""total_losses"": 0.7758536338806152, ""congestion_price_da"": 0.2720797061920166, ""congestion_price_rt"": 0.4802837371826172, ""marginal_loss_price_da"": 0.7411843538284302, ""total_lmp_da"": 0.9778435230255127, ""da_as_total_mw_primary_reserve"": 0.6100934743881226, ""da_as_total_mw_synchronized_reserve"": 0.668881356716156, ""da_as_total_mw_thirty_minutes_reserve"": 0.7908626794815063}"
mlp_hybrid_k25,mlp_search,25,gnn,0,0.5214931964874268,0.3186532258987427,"{""net_actual_interchange_mw"": 0.38428544998168945, ""gross_actual_interchange_mw"": 0.2568742632865906, ""total_gen"": 0.5177914500236511, ""metered_load_mw"": 0.5214931964874268, ""total_losses"": 0.3710159659385681, ""congestion_price_da"": 0.0, ""congestion_price_rt"": 0.20839470624923706, ""marginal_loss_price_da"": 0.20403343439102173, ""total_lmp_da"": 0.4030933976173401, ""da_as_total_mw_primary_reserve"": 0.2962679862976074, ""da_as_total_mw_synchronized_reserve"": 0.16013872623443604, ""da_as_total_mw_thirty_minutes_reserve"": 0.5004501342773438}"
mlp_hybrid_k26,mlp_search,26,gnn,0,0.47641265392303467,0.29748648405075073,"{""net_actual_interchange_mw"": 0.39188265800476074, ""gross_actual_interchange_mw"": 0.2496175765991211, ""total_gen"": 0.45091789960861206, ""metered_load_mw"": 0.47641265392303467, ""total_losses"": 0.3597399592399597, ""congestion_price_da"": 0.0, ""congestion_price_rt"": 0.22274333238601685, ""marginal_loss_price_da"": 0.19200819730758667, ""total_lmp_da"": 0.38599294424057007, ""da_as_total_mw_primary_reserve"": 0.23761332035064697, ""da_as_total_mw_synchronized_reserve"": 0.15346378087997437, ""da_as_total_mw_thirty_minutes_reserve"": 0.44944554567337036}"
mlp_hybrid_k27,mlp_search,27,gnn,0,0.4469565749168396,0.26899537444114685,"{""net_actual_interchange_mw"": 0.34635084867477417, ""gross_actual_interchange_mw"": 0.22779303789138794, ""total_gen"": 0.3592754602432251, ""metered_load_mw"": 0.4469565749168396, ""total_losses"": 0.3271530866622925, ""congestion_price_da"": 0.0, ""congestion_price_rt"": 0.22239023447036743, ""marginal_loss_price_da"": 0.18252360820770264, ""total_lmp_da"": 0.36718255281448364, ""da_as_total_mw_primary_reserve"": 0.17101556062698364, ""da_as_total_mw_synchronized_reserve"": 0.1505991816520691, ""da_as_total_mw_thirty_minutes_reserve"": 0.4267047047615051}"
mlp_hybrid_k28,mlp_search,28,gnn,0,0.4033341407775879,0.2319508045911789,"{""net_actual_interchange_mw"": 0.3108299970626831, ""gross_actual_interchange_mw"": 0.2232913374900818, ""total_gen"": 0.2706475257873535, ""metered_load_mw"": 0.4033341407775879, ""total_losses"": 0.33117997646331787, ""congestion_price_da"": 0.0, ""congestion_price_rt"": 0.18446564674377441, ""marginal_loss_price_da"": 0.16195493936538696, ""total_lmp_da"": 0.3316449522972107, ""da_as_total_mw_primary_reserve"": 0.16637593507766724, ""da_as_total_mw_synchronized_reserve"": 0.06125688552856445, ""da_as_total_mw_thirty_minutes_reserve"": 0.3384283781051636}"
mlp_hybrid_k29,mlp_search,29,gnn,0,0.33406680822372437,0.19191110134124756,"{""net_actual_interchange_mw"": 0.2611824870109558, ""gross_actual_interchange_mw"": 0.22365301847457886, ""total_gen"": 0.15750104188919067, ""metered_load_mw"": 0.33406680822372437, ""total_losses"": 0.20588332414627075, ""congestion_price_da"": 0.0, ""congestion_price_rt"": 0.1843903660774231, ""marginal_loss_price_da"": 0.16352105140686035, ""total_lmp_da"": 0.3210708498954773, ""da_as_total_mw_primary_reserve"": 0.10974836349487305, ""da_as_total_mw_synchronized_reserve"": 0.060844600200653076, ""da_as_total_mw_thirty_minutes_reserve"": 0.2810713052749634}"
mlp_hybrid_k30,mlp_search,30,gnn,0,0.3199044466018677,0.1629508137702942,"{""net_actual_interchange_mw"": 0.23740190267562866, ""gross_actual_interchange_mw"": 0.22270894050598145, ""total_gen"": 0.0, ""metered_load_mw"": 0.21848243474960327, ""total_losses"": 0.20781320333480835, ""congestion_price_da"": 0.0, ""congestion_price_rt"": 0.182081937789917, ""marginal_loss_price_da"": 0.17377418279647827, ""total_lmp_da"": 0.3199044466018677, ""da_as_total_mw_primary_reserve"": 0.1006116271018982, ""da_as_total_mw_synchronized_reserve"": 0.0, ""da_as_total_mw_thirty_minutes_reserve"": 0.2926310896873474}"
