candidate,source,k,arch,seed,worst,mean,per_conf
low_order_k24,low_order,24,mlp,0,0.7339740991592407,0.5412233471870422,"{""net_actual_interchange_mw"": 0.6838986873626709, ""gross_actual_interchange_mw"": 0.4597541093826294, ""total_gen"": 0.7339740991592407, ""metered_load_mw"": 0.7238386869430542, ""total_losses"": 0.638668954372406, ""congestion_price_da"": 0.2609618902206421, ""congestion_price_rt"": 0.36877530813217163, ""marginal_loss_price_da"": 0.41511571407318115, ""total_lmp_da"": 0.5832599997520447, ""da_as_total_mw_primary_reserve"": 0.5117461681365967, ""da_as_total_mw_synchronized_reserve"": 0.4485960006713867, ""da_as_total_mw_thirty_minutes_reserve"": 0.6660904884338379}"
degree_k24,baseline,24,mlp,0,0.8600484728813171,0.5479170680046082,"{""net_actual_interchange_mw"": 0.6561293601989746, ""gross_actual_interchange_mw"": 0.4702874422073364, ""total_gen"": 0.8600484728813171, ""metered_load_mw"": 0.8478944301605225, ""total_losses"": 0.7237827181816101, ""congestion_price_da"": 0.2559887766838074, ""congestion_price_rt"": 0.32409483194351196, ""marginal_loss_price_da"": 0.42924582958221436, ""total_lmp_da"": 0.5781011581420898, ""da_as_total_mw_primary_reserve"": 0.4579516649246216, ""da_as_total_mw_synchronized_reserve"": 0.372600257396698, ""da_as_total_mw_thirty_minutes_reserve"": 0.598880410194397}"
single_k24,baseline,24,mlp,0,0.8559368252754211,0.5745565295219421,"{""net_actual_interchange_mw"": 0.5471754670143127, ""gross_actual_interchange_mw"": 0.41501522064208984, ""total_gen"": 0.8559368252754211, ""metered_load_mw"": 0.8516220450401306, ""total_losses"": 0.7476264238357544, ""congestion_price_da"": 0.29959869384765625, ""congestion_price_rt"": 0.34219712018966675, ""marginal_loss_price_da"": 0.5024850368499756, ""total_lmp_da"": 0.6552447080612183, ""da_as_total_mw_primary_reserve"": 0.5240863561630249, ""da_as_total_mw_synchronized_reserve"": 0.4620369076728821, ""da_as_total_mw_thirty_minutes_reserve"": 0.6916528940200806}"
random_k24,baseline,24,mlp,0,0.9783043265342712,0.7584640383720398,"{""net_actual_interchange_mw"": 0.7037535905838013, ""gross_actual_interchange_mw"": 0.47685277462005615, ""total_gen"": 0.9783043265342712, ""metered_load_mw"": 0.9770536422729492, ""total_losses"": 0.8315064311027527, ""congestion_price_da"": 0.5240721702575684, ""congestion_price_rt"": 0.6103622913360596, ""marginal_loss_price_da"": 0.8150742053985596, ""total_lmp_da"": 0.9725537300109863, ""da_as_total_mw_primary_reserve"": 0.6604409217834473, ""da_as_total_mw_synchronized_reserve"": 0.712148904800415, ""da_as_total_mw_thirty_minutes_reserve"": 0.8394455909729004}"
mlp_hybrid_k25,mlp_search,25,mlp,0,0.7021819949150085,0.4994477927684784,"{""net_actual_interchange_mw"": 0.5011293292045593, ""gross_actual_interchange_mw"": 0.374087929725647, ""total_gen"": 0.6989930868148804, ""metered_load_mw"": 0.7021819949150085, ""total_losses"": 0.5964913368225098, ""congestion_price_da"": 0.2547276020050049, ""congestion_price_rt"": 0.3239278197288513, ""marginal_loss_price_da"": 0.3981757164001465, ""total_lmp_da"": 0.5730865001678467, ""da_as_total_mw_primary_reserve"": 0.4946677088737488, ""da_as_total_mw_synchronized_reserve"": 0.43404096364974976, ""da_as_total_mw_thirty_minutes_reserve"": 0.6418639421463013}"
mlp_hybrid_k26,mlp_search,26,mlp,0,0.6487329006195068,0.4599876403808594,"{""net_actual_interchange_mw"": 0.48303407430648804, ""gross_actual_interchange_mw"": 0.3516274690628052, ""total_gen"": 0.6487329006195068, ""metered_load_mw"": 0.6473016738891602, ""total_losses"": 0.5553187131881714, ""congestion_price_da"": 0.21762770414352417, ""congestion_price_rt"": 0.3220430016517639, ""marginal_loss_price_da"": 0.35227495431900024, ""total_lmp_da"": 0.5245004296302795, ""da_as_total_mw_primary_reserve"": 0.44890010356903076, ""da_as_total_mw_synchronized_reserve"": 0.36062055826187134, ""da_as_total_mw_thirty_minutes_reserve"": 0.60787034034729}"
mlp_hybrid_k27,mlp_search,27,mlp,0,0.5743464231491089,0.4157823324203491,"{""net_actual_interchange_mw"": 0.4345656633377075, ""gross_actual_interchange_mw"": 0.3240327835083008, ""total_gen"": 0.5691938400268555, ""metered_load_mw"": 0.5743464231491089, ""total_losses"": 0.4852999448776245, ""congestion_price_da"": 0.19662022590637207, ""congestion_price_rt"": 0.3027913570404053, ""marginal_loss_price_da"": 0.310646116733551, ""total_lmp_da"": 0.5040222406387329, ""da_as_total_mw_primary_reserve"": 0.40193694829940796, ""da_as_total_mw_synchronized_reserve"": 0.3140292763710022, ""da_as_total_mw_thirty_minutes_reserve"": 0.5719031095504761}"
mlp_hybrid_k28,mlp_search,28,mlp,0,0.5303112268447876,0.3720237910747528,"{""net_actual_interchange_mw"": 0.39431291818618774, ""gross_actual_interchange_mw"": 0.3122788667678833, ""total_gen"": 0.5303112268447876, ""metered_load_mw"": 0.5256434082984924, ""total_losses"": 0.4415621757507324, ""congestion_price_da"": 0.1680881381034851, ""congestion_price_rt"": 0.250637412071228, ""marginal_loss_price_da"": 0.27149665355682373, ""total_lmp_da"": 0.47570860385894775, ""da_as_total_mw_primary_reserve"": 0.3621062636375427, ""da_as_total_mw_synchronized_reserve"": 0.2613314986228943, ""da_as_total_mw_thirty_minutes_reserve"": 0.47080808877944946}"
mlp_hybrid_k29,mlp_search,29,mlp,0,0.48050087690353394,0.32127460837364197,"{""net_actual_interchange_mw"": 0.3276149034500122, ""gross_actual_interchange_mw"": 0.28787970542907715, ""total_gen"": 0.476260244846344, ""metered_load_mw"": 0.48050087690353394, ""total_losses"": 0.3651481866836548, ""congestion_price_da"": 0.08017045259475708, ""congestion_price_rt"": 0.24390995502471924, ""marginal_loss_price_da"": 0.22475403547286987, ""total_lmp_da"": 0.4208275079727173, ""da_as_total_mw_primary_reserve"": 0.31956571340560913, ""da_as_total_mw_synchronized_reserve"": 0.20704436302185059, ""da_as_total_mw_thirty_minutes_reserve"": 0.4216192960739136}"
mlp_hybrid_k30,mlp_search,30,mlp,0,0.3994651436805725,0.27808138728141785,"{""net_actual_interchange_mw"": 0.30418652296066284, ""gross_actual_interchange_mw"": 0.24693816900253296, ""total_gen"": 0.38068556785583496, ""metered_load_mw"": 0.38361668586730957, ""total_losses"": 0.3048098683357239, ""congestion_price_da"": 0.050686776638031006, ""congestion_price_rt"": 0.22584152221679688, ""marginal_loss_price_da"": 0.18702256679534912, ""total_lmp_da"": 0.3670156002044678, ""da_as_total_mw_primary_reserve"": 0.3196169137954712, ""da_as_total_mw_synchronized_reserve"": 0.1670914888381958, ""da_as_total_mw_thirty_minutes_reserve"": 0.3994651436805725}"
