candidate,source,k,arch,seed,worst,mean,per_conf
low_order_k24,low_order,24,mlp,1,0.7386775016784668,0.5441260933876038,"{""net_actual_interchange_mw"": 0.7082593441009521, ""gross_actual_interchange_mw"": 0.47545772790908813, ""total_gen"": 0.7386775016784668, ""metered_load_mw"": 0.7289453744888306, ""total_losses"": 0.6337467432022095, ""congestion_price_da"": 0.22690469026565552, ""congestion_price_rt"": 0.32654958963394165, ""marginal_loss_price_da"": 0.42418938875198364, ""total_lmp_da"": 0.6066774129867554, ""da_as_total_mw_primary_reserve"": 0.5213280916213989, ""da_as_total_mw_synchronized_reserve"": 0.45922625064849854, ""da_as_total_mw_thirty_minutes_reserve"": 0.6795505285263062}"
degree_k24,baseline,24,mlp,1,0.8635333776473999,0.5455540418624878,"{""net_actual_interchange_mw"": 0.6709190607070923, ""gross_actual_interchange_mw"": 0.48282819986343384, ""total_gen"": 0.8635333776473999, ""metered_load_mw"": 0.8509416580200195, ""total_losses"": 0.7328766584396362, ""congestion_price_da"": 0.24919170141220093, ""congestion_price_rt"": 0.2649070620536804, ""marginal_loss_price_da"": 0.4561518430709839, ""total_lmp_da"": 0.5810025930404663, ""da_as_total_mw_primary_reserve"": 0.44872719049453735, ""da_as_total_mw_synchronized_reserve"": 0.36235111951828003, ""da_as_total_mw_thirty_minutes_reserve"": 0.583217978477478}"
single_k24,baseline,24,mlp,1,0.863437831401825,0.5678151249885559,"{""net_actual_interchange_mw"": 0.5414419174194336, ""gross_actual_interchange_mw"": 0.4225056767463684, ""total_gen"": 0.863437831401825, ""metered_load_mw"": 0.8613898754119873, ""total_losses"": 0.7403761148452759, ""congestion_price_da"": 0.24806153774261475, ""congestion_price_rt"": 0.3198707103729248, ""marginal_loss_price_da"": 0.4963286519050598, ""total_lmp_da"": 0.6468457579612732, ""da_as_total_mw_primary_reserve"": 0.5259180068969727, ""da_as_total_mw_synchronized_reserve"": 0.45628559589385986, ""da_as_total_mw_thirty_minutes_reserve"": 0.6913204789161682}"
random_k24,baseline,24,mlp,1,0.9793172478675842,0.7641453742980957,"{""net_actual_interchange_mw"": 0.712546706199646, ""gross_actual_interchange_mw"": 0.488167941570282, ""total_gen"": 0.9791571497917175, ""metered_load_mw"": 0.9793172478675842, ""total_losses"": 0.8339924812316895, ""congestion_price_da"": 0.5378475785255432, ""congestion_price_rt"": 0.6140097379684448, ""marginal_loss_price_da"": 0.8216515779495239, ""total_lmp_da"": 0.976830244064331, ""da_as_total_mw_primary_reserve"": 0.6650623679161072, ""da_as_total_mw_synchronized_reserve"": 0.7191674113273621, ""da_as_total_mw_thirty_minutes_reserve"": 0.8419941663742065}"
mlp_hybrid_k25,mlp_search,25,mlp,1,0.7046491503715515,0.4981965124607086,"{""net_actual_interchange_mw"": 0.507649838924408, ""gross_actual_interchange_mw"": 0.37577199935913086, ""total_gen"": 0.7015523910522461, ""metered_load_mw"": 0.7046491503715515, ""total_losses"": 0.5993868112564087, ""congestion_price_da"": 0.20243597030639648, ""congestion_price_rt"": 0.3122614026069641, ""marginal_loss_price_da"": 0.3991774916648865, ""total_lmp_da"": 0.5842359066009521, ""da_as_total_mw_primary_reserve"": 0.49708443880081177, ""da_as_total_mw_synchronized_reserve"": 0.4412042498588562, ""da_as_total_mw_thirty_minutes_reserve"": 0.6529484987258911}"
mlp_hybrid_k26,mlp_search,26,mlp,1,0.6541524529457092,0.4596104323863983,"{""net_actual_interchange_mw"": 0.48928773403167725, ""gross_actual_interchange_mw"": 0.35449492931365967, ""total_gen"": 0.6541524529457092, ""metered_load_mw"": 0.6519423723220825, ""total_losses"": 0.5578722953796387, ""congestion_price_da"": 0.18752533197402954, ""congestion_price_rt"": 0.3059130311012268, ""marginal_loss_price_da"": 0.35199546813964844, ""total_lmp_da"": 0.5306140780448914, ""da_as_total_mw_primary_reserve"": 0.4511929154396057, ""da_as_total_mw_synchronized_reserve"": 0.3687586784362793, ""da_as_total_mw_thirty_minutes_reserve"": 0.6115760207176208}"
mlp_hybrid_k27,mlp_search,27,mlp,1,0.5753494501113892,0.4134425222873688,"{""net_actual_interchange_mw"": 0.43194907903671265, ""gross_actual_interchange_mw"": 0.3307480812072754, ""total_gen"": 0.5709176063537598, ""metered_load_mw"": 0.5753494501113892, ""total_losses"": 0.48865264654159546, ""congestion_price_da"": 0.17346590757369995, ""congestion_price_rt"": 0.27850186824798584, ""marginal_loss_price_da"": 0.3015192747116089, ""total_lmp_da"": 0.5028743743896484, ""da_as_total_mw_primary_reserve"": 0.41172951459884644, ""da_as_total_mw_synchronized_reserve"": 0.32205069065093994, ""da_as_total_mw_thirty_minutes_reserve"": 0.5735520124435425}"
mlp_hybrid_k28,mlp_search,28,mlp,1,0.5394545793533325,0.367077112197876,"{""net_actual_interchange_mw"": 0.38413989543914795, ""gross_actual_interchange_mw"": 0.3115159273147583, ""total_gen"": 0.5394545793533325, ""metered_load_mw"": 0.5371847152709961, ""total_losses"": 0.4540700316429138, ""congestion_price_da"": 0.15173745155334473, ""congestion_price_rt"": 0.22102004289627075, ""marginal_loss_price_da"": 0.2702820897102356, ""total_lmp_da"": 0.46922194957733154, ""da_as_total_mw_primary_reserve"": 0.3449079394340515, ""da_as_total_mw_synchronized_reserve"": 0.2644191384315491, ""da_as_total_mw_thirty_minutes_reserve"": 0.4569714665412903}"
mlp_hybrid_k29,mlp_search,29,mlp,1,0.49247288703918457,0.3220014274120331,"{""net_actual_interchange_mw"": 0.30955255031585693, ""gross_actual_interchange_mw"": 0.2923407554626465, ""total_gen"": 0.4870801568031311, ""metered_load_mw"": 0.49247288703918457, ""total_losses"": 0.3846091628074646, ""congestion_price_da"": 0.08795440196990967, ""congestion_price_rt"": 0.209220290184021, ""marginal_loss_price_da"": 0.24527990818023682, ""total_lmp_da"": 0.42928820848464966, ""da_as_total_mw_primary_reserve"": 0.3057166337966919, ""da_as_total_mw_synchronized_reserve"": 0.214807391166687, ""da_as_total_mw_thirty_minutes_reserve"": 0.40569454431533813}"
mlp_hybrid_k30,mlp_search,30,mlp,1,0.3878234624862671,0.2806491553783417,"{""net_actual_interchange_mw"": 0.29440397024154663, ""gross_actual_interchange_mw"": 0.2577534317970276, ""total_gen"": 0.3828755021095276, ""metered_load_mw"": 0.3878234624862671, ""total_losses"": 0.3175923824310303, ""congestion_price_da"": 0.06591719388961792, ""congestion_price_rt"": 0.19760280847549438, ""marginal_loss_price_da"": 0.21453577280044556, ""total_lmp_da"": 0.3863539695739746, ""da_as_total_mw_primary_reserve"": 0.2943965792655945, ""da_as_total_mw_synchronized_reserve"": 0.18413281440734863, ""da_as_total_mw_thirty_minutes_reserve"": 0.384401798248291}"
mlp_direct_k24,mlp_search,24,mlp,1,0.7339591383934021,0.5716337561607361,"{""net_actual_interchange_mw"": 0.49442583322525024, ""gross_actual_interchange_mw"": 0.33384305238723755, ""total_gen"": 0.7207711935043335, ""metered_load_mw"": 0.7339591383934021, ""total_losses"": 0.7144119143486023, ""congestion_price_da"": 0.24996262788772583, ""congestion_price_rt"": 0.5592695474624634, ""marginal_loss_price_da"": 0.5469037890434265, ""total_lmp_da"": 0.6427676677703857, ""da_as_total_mw_primary_reserve"": 0.6002689599990845, ""da_as_total_mw_synchronized_reserve"": 0.6145744323730469, ""da_as_total_mw_thirty_minutes_reserve"": 0.6484465599060059}"
mlp_direct_k27,mlp_search,27,mlp,1,0.591473400592804,0.4268251359462738,"{""net_actual_interchange_mw"": 0.448825478553772, ""gross_actual_interchange_mw"": 0.2589259147644043, ""total_gen"": 0.518897294998169, ""metered_load_mw"": 0.5111410617828369, ""total_losses"": 0.4807770848274231, ""congestion_price_da"": 0.18503057956695557, ""congestion_price_rt"": 0.24666666984558105, ""marginal_loss_price_da"": 0.3549617528915405, ""total_lmp_da"": 0.4381713271141052, ""da_as_total_mw_primary_reserve"": 0.5525755882263184, ""da_as_total_mw_synchronized_reserve"": 0.591473400592804, ""da_as_total_mw_thirty_minutes_reserve"": 0.5344551801681519}"
mlp_direct_k30,mlp_search,30,mlp,1,0.5613462924957275,0.37592434883117676,"{""net_actual_interchange_mw"": 0.4241272807121277, ""gross_actual_interchange_mw"": 0.23240691423416138, ""total_gen"": 0.4484438896179199, ""metered_load_mw"": 0.434980571269989, ""total_losses"": 0.3714393377304077, ""congestion_price_da"": 0.1688513159751892, ""congestion_price_rt"": 0.19807565212249756, ""marginal_loss_price_da"": 0.2788863182067871, ""total_lmp_da"": 0.3800722360610962, ""da_as_total_mw_primary_reserve"": 0.5355837345123291, ""da_as_total_mw_synchronized_reserve"": 0.5613462924957275, ""da_as_total_mw_thirty_minutes_reserve"": 0.4768788814544678}"
gnn_hybrid_k27,gnn_search,27,mlp,1,0.6027653217315674,0.3982982635498047,"{""net_actual_interchange_mw"": 0.38029903173446655, ""gross_actual_interchange_mw"": 0.3316289186477661, ""total_gen"": 0.6001494526863098, ""metered_load_mw"": 0.6027653217315674, ""total_losses"": 0.47269225120544434, ""congestion_price_da"": 0.11914676427841187, ""congestion_price_rt"": 0.22986996173858643, ""marginal_loss_price_da"": 0.3207499384880066, ""total_lmp_da"": 0.5023112297058105, ""da_as_total_mw_primary_reserve"": 0.39668869972229004, ""da_as_total_mw_synchronized_reserve"": 0.32701218128204346, ""da_as_total_mw_thirty_minutes_reserve"": 0.4962656497955322}"
