candidate,source,k,arch,seed,worst,mean,per_conf
low_order_k24,low_order,24,gnn,1,0.5703467130661011,0.34445008635520935,"{""net_actual_interchange_mw"": 0.5703467130661011, ""gross_actual_interchange_mw"": 0.3440103530883789, ""total_gen"": 0.5563950538635254, ""metered_load_mw"": 0.5422412157058716, ""total_losses"": 0.3570369482040405, ""congestion_price_da"": 0.0340304970741272, ""congestion_price_rt"": 0.21509504318237305, ""marginal_loss_price_da"": 0.21449095010757446, ""total_lmp_da"": 0.4074690341949463, ""da_as_total_mw_primary_reserve"": 0.309927761554718, ""da_as_total_mw_synchronized_reserve"": 0.14719796180725098, ""da_as_total_mw_thirty_minutes_reserve"": 0.43515944480895996}"
degree_k24,baseline,24,gnn,1,0.7646809220314026,0.3788233697414398,"{""net_actual_interchange_mw"": 0.5641216039657593, ""gross_actual_interchange_mw"": 0.3758636713027954, ""total_gen"": 0.7646809220314026, ""metered_load_mw"": 0.7479082345962524, ""total_losses"": 0.6691652536392212, ""congestion_price_da"": 0.0, ""congestion_price_rt"": 0.17652499675750732, ""marginal_loss_price_da"": 0.15577048063278198, ""total_lmp_da"": 0.3864019513130188, ""da_as_total_mw_primary_reserve"": 0.2281111478805542, ""da_as_total_mw_synchronized_reserve"": 0.1289423704147339, ""da_as_total_mw_thirty_minutes_reserve"": 0.34838956594467163}"
single_k24,baseline,24,gnn,1,0.7160667181015015,0.38322320580482483,"{""net_actual_interchange_mw"": 0.40987223386764526, ""gross_actual_interchange_mw"": 0.24710321426391602, ""total_gen"": 0.7160667181015015, ""metered_load_mw"": 0.7133293151855469, ""total_losses"": 0.5855576992034912, ""congestion_price_da"": 0.025354743003845215, ""congestion_price_rt"": 0.23226141929626465, ""marginal_loss_price_da"": 0.21857506036758423, ""total_lmp_da"": 0.44411301612854004, ""da_as_total_mw_primary_reserve"": 0.3428729772567749, ""da_as_total_mw_synchronized_reserve"": 0.1592811942100525, ""da_as_total_mw_thirty_minutes_reserve"": 0.5042912364006042}"
random_k24,baseline,24,gnn,1,0.9771721363067627,0.6760589480400085,"{""net_actual_interchange_mw"": 0.5646375417709351, ""gross_actual_interchange_mw"": 0.3645368218421936, ""total_gen"": 0.9701084494590759, ""metered_load_mw"": 0.9771721363067627, ""total_losses"": 0.7846959829330444, ""congestion_price_da"": 0.28343111276626587, ""congestion_price_rt"": 0.4261828064918518, ""marginal_loss_price_da"": 0.7209768295288086, ""total_lmp_da"": 0.9704463481903076, ""da_as_total_mw_primary_reserve"": 0.5961073637008667, ""da_as_total_mw_synchronized_reserve"": 0.6630662679672241, ""da_as_total_mw_thirty_minutes_reserve"": 0.7913448810577393}"
mlp_hybrid_k25,mlp_search,25,gnn,1,0.5214532017707825,0.3145974576473236,"{""net_actual_interchange_mw"": 0.36333703994750977, ""gross_actual_interchange_mw"": 0.22010648250579834, ""total_gen"": 0.5148718357086182, ""metered_load_mw"": 0.5214532017707825, ""total_losses"": 0.3515163064002991, ""congestion_price_da"": 0.03355151414871216, ""congestion_price_rt"": 0.21042734384536743, ""marginal_loss_price_da"": 0.23755329847335815, ""total_lmp_da"": 0.4148141145706177, ""da_as_total_mw_primary_reserve"": 0.2873891592025757, ""da_as_total_mw_synchronized_reserve"": 0.14831703901290894, ""da_as_total_mw_thirty_minutes_reserve"": 0.4718320965766907}"
mlp_hybrid_k26,mlp_search,26,gnn,1,0.47862303256988525,0.28716957569122314,"{""net_actual_interchange_mw"": 0.3740828037261963, ""gross_actual_interchange_mw"": 0.22770392894744873, ""total_gen"": 0.4473695158958435, ""metered_load_mw"": 0.47862303256988525, ""total_losses"": 0.33825355768203735, ""congestion_price_da"": 0.0, ""congestion_price_rt"": 0.2234858274459839, ""marginal_loss_price_da"": 0.18155503273010254, ""total_lmp_da"": 0.38402342796325684, ""da_as_total_mw_primary_reserve"": 0.2098495364189148, ""da_as_total_mw_synchronized_reserve"": 0.14688265323638916, ""da_as_total_mw_thirty_minutes_reserve"": 0.4342055916786194}"
mlp_hybrid_k27,mlp_search,27,gnn,1,0.4150441884994507,0.2628925144672394,"{""net_actual_interchange_mw"": 0.3587290644645691, ""gross_actual_interchange_mw"": 0.22919028997421265, ""total_gen"": 0.3368329405784607, ""metered_load_mw"": 0.4150441884994507, ""total_losses"": 0.32340019941329956, ""congestion_price_da"": 0.0, ""congestion_price_rt"": 0.22351431846618652, ""marginal_loss_price_da"": 0.1690407395362854, ""total_lmp_da"": 0.36820805072784424, ""da_as_total_mw_primary_reserve"": 0.18037360906600952, ""da_as_total_mw_synchronized_reserve"": 0.1425316333770752, ""da_as_total_mw_thirty_minutes_reserve"": 0.40784525871276855}"
mlp_hybrid_k28,mlp_search,28,gnn,1,0.40061306953430176,0.22830180823802948,"{""net_actual_interchange_mw"": 0.3270922899246216, ""gross_actual_interchange_mw"": 0.21655911207199097, ""total_gen"": 0.26131170988082886, ""metered_load_mw"": 0.40061306953430176, ""total_losses"": 0.3217751979827881, ""congestion_price_da"": 0.0, ""congestion_price_rt"": 0.18884599208831787, ""marginal_loss_price_da"": 0.1576557159423828, ""total_lmp_da"": 0.3308688998222351, ""da_as_total_mw_primary_reserve"": 0.16415882110595703, ""da_as_total_mw_synchronized_reserve"": 0.05679982900619507, ""da_as_total_mw_thirty_minutes_reserve"": 0.31394100189208984}"
mlp_hybrid_k29,mlp_search,29,gnn,1,0.32237058877944946,0.19194698333740234,"{""net_actual_interchange_mw"": 0.27663272619247437, ""gross_actual_interchange_mw"": 0.2190474271774292, ""total_gen"": 0.15449440479278564, ""metered_load_mw"": 0.3185996413230896, ""total_losses"": 0.21112382411956787, ""congestion_price_da"": 0.0, ""congestion_price_rt"": 0.19828146696090698, ""marginal_loss_price_da"": 0.15703177452087402, ""total_lmp_da"": 0.32237058877944946, ""da_as_total_mw_primary_reserve"": 0.09950131177902222, ""da_as_total_mw_synchronized_reserve"": 0.05712080001831055, ""da_as_total_mw_thirty_minutes_reserve"": 0.28915971517562866}"
mlp_hybrid_k30,mlp_search,30,gnn,1,0.3189355134963989,0.16388250887393951,"{""net_actual_interchange_mw"": 0.25859522819519043, ""gross_actual_interchange_mw"": 0.21749383211135864, ""total_gen"": 0.0, ""metered_load_mw"": 0.22297966480255127, ""total_losses"": 0.20898348093032837, ""congestion_price_da"": 0.0, ""congestion_price_rt"": 0.19592994451522827, ""marginal_loss_price_da"": 0.154482901096344, ""total_lmp_da"": 0.3189355134963989, ""da_as_total_mw_primary_reserve"": 0.09977096319198608, ""da_as_total_mw_synchronized_reserve"": 0.0, ""da_as_total_mw_thirty_minutes_reserve"": 0.28941869735717773}"
