candidate,source,k,arch,oracle_worst_mean,oracle_worst_std,oracle_mean_mean,oracle_mean_std,n_oracle_seeds,retrain_worst_mean,retrain_worst_std,retrain_mean_mean,retrain_mean_std,best_epoch_mean,epochs_ran_mean,n_retrain_seeds,underestimate_gap
degree_k24,baseline,24,gnn,0.8164511919021606,0.060893177900351085,0.3959425489107768,0.02032714386216843,3,0.9627252817153931,0.0006771961092020409,0.625535249710083,0.007517513759262899,468.6666666666667,589.6666666666666,3,0.14627408981323242
degree_k24,baseline,24,mlp,0.8611846566200256,0.002034410311237705,0.5484875837961832,0.003256499430923876,3,0.9627252817153931,0.0006771961092020409,0.625535249710083,0.007517513759262899,468.6666666666667,589.6666666666666,3,0.10154062509536743
gnn_direct_k24,gnn_search,24,gnn,0.6101062297821045,0.0310072513595691,0.4074367582798004,0.01972434161417911,3,0.8438789049784342,0.0026767786754728936,0.5948267181714376,0.002814399673780409,408.6666666666667,529.6666666666666,3,0.23377267519632972
gnn_direct_k24,gnn_search,24,mlp,0.7478638887405396,0.0034843804821460198,0.5542369286219279,0.0011367592917078772,3,0.8438789049784342,0.0026767786754728936,0.5948267181714376,0.002814399673780409,408.6666666666667,529.6666666666666,3,0.09601501623789466
gnn_direct_k27,gnn_search,27,gnn,0.5680960814158121,0.017302025732957582,0.3723328610261281,0.003999910974205278,3,0.8141480485598246,0.0025196298930029383,0.5518255829811096,0.0038885093980178145,634.3333333333334,718.0,3,0.24605196714401245
gnn_direct_k27,gnn_search,27,mlp,0.7108060320218405,0.008109558319212796,0.5033754209677378,0.005143605582288753,3,0.8141480485598246,0.0025196298930029383,0.5518255829811096,0.0038885093980178145,634.3333333333334,718.0,3,0.10334201653798414
gnn_direct_k30,gnn_search,30,gnn,0.5492836435635885,0.009436447169048214,0.3714146018028259,0.005748881995738164,3,0.8134720722834269,0.0027878597598287075,0.548179050286611,0.0023567632046682125,714.6666666666666,760.6666666666666,3,0.2641884287198384
gnn_direct_k30,gnn_search,30,mlp,0.7140160997708639,0.005489258920166385,0.4989579717318217,0.0040314758918977055,3,0.8134720722834269,0.0027878597598287075,0.548179050286611,0.0023567632046682125,714.6666666666666,760.6666666666666,3,0.099455972512563
gnn_hybrid_k27,gnn_search,27,gnn,0.4624554514884949,0.019734925167631416,0.266905814409256,0.009397921279318953,3,0.6476361552874247,0.007145712300593278,0.4412877360979716,0.0059845691523469765,475.3333333333333,596.3333333333334,3,0.1851807037989298
gnn_hybrid_k27,gnn_search,27,mlp,0.5854386885960897,0.015071010807082461,0.392835001150767,0.0047507418949190566,3,0.6476361552874247,0.007145712300593278,0.4412877360979716,0.0059845691523469765,475.3333333333333,596.3333333333334,3,0.06219746669133497
low_order_k24,low_order,24,gnn,0.5776950915654501,0.012963756643387284,0.35289976994196565,0.008322736914921632,3,0.7827370166778564,0.004704567604562549,0.5821134646733602,0.003668867088612702,518.0,611.0,3,0.20504192511240638
low_order_k24,low_order,24,mlp,0.7342043519020081,0.004362582978390903,0.5422693689664205,0.001612269504856689,3,0.7827370166778564,0.004704567604562549,0.5821134646733602,0.003668867088612702,518.0,611.0,3,0.04853266477584839
mlp_direct_k24,mlp_search,24,gnn,0.6581061681111654,0.023063527893098606,0.46798672278722125,0.004861107159772334,3,0.7768516341845194,0.006576126833748809,0.5934304197629293,0.005490220157633025,537.6666666666666,625.3333333333334,3,0.11874546607335401
mlp_direct_k24,mlp_search,24,mlp,0.7289360562960306,0.004450247009742176,0.568979283173879,0.0025986052833395223,3,0.7768516341845194,0.006576126833748809,0.5934304197629293,0.005490220157633025,537.6666666666666,625.3333333333334,3,0.04791557788848877
mlp_direct_k27,mlp_search,27,gnn,0.5362378358840942,0.003177443020459041,0.33386272192001337,0.0093624682826071,3,0.6032014687856039,0.002246412997987548,0.46366846561431885,0.006583694618242931,541.0,652.0,3,0.06696363290150964
mlp_direct_k27,mlp_search,27,mlp,0.5891907811164856,0.003019396457987297,0.428195317586263,0.001265868890514079,3,0.6032014687856039,0.002246412997987548,0.46366846561431885,0.006583694618242931,541.0,652.0,3,0.014010687669118282
mlp_direct_k30,mlp_search,30,gnn,0.5368879437446594,0.0026338320564139755,0.31309944391250605,0.007876476066401869,3,0.577634314695994,0.0009333725518436821,0.4293164014816284,0.003483263531159672,665.3333333333334,764.0,3,0.0407463709513346
