target_field,rank,source_field,source_type,attention
net_actual_interchange_mw,1,gross_sched_interchange_mw,general,0.19074231386184692
net_actual_interchange_mw,2,gen_fuel_nuclear_mw,general,0.11359278857707977
net_actual_interchange_mw,3,gen_fuel_gas_mw,general,0.08259698748588562
net_actual_interchange_mw,4,da_as_as_req_mw_thirty_minutes_reserve,general,0.07970032095909119
net_actual_interchange_mw,5,da_as_as_req_mw_primary_reserve,general,0.07886435836553574
net_actual_interchange_mw,6,da_as_total_mw_thirty_minutes_reserve,confidential,0.07881604135036469
net_actual_interchange_mw,7,da_as_as_req_mw_synchronized_reserve,general,0.07504577934741974
net_actual_interchange_mw,8,gen_fuel_multiple_fuels_pct,general,0.04422372207045555
net_actual_interchange_mw,9,gen_fuel_other_renewables_mw,general,0.041749633848667145
net_actual_interchange_mw,10,marginal_loss_price_da,confidential,0.038951143622398376
net_actual_interchange_mw,11,da_as_total_mw_primary_reserve,confidential,0.038260214030742645
net_actual_interchange_mw,12,total_gen,confidential,0.033950261771678925
gross_actual_interchange_mw,1,gross_inadv_interchange_mw,general,0.35573843121528625
gross_actual_interchange_mw,2,gen_fuel_nuclear_mw,general,0.07328583300113678
gross_actual_interchange_mw,3,gross_sched_interchange_mw,general,0.07197888195514679
gross_actual_interchange_mw,4,total_losses,confidential,0.06018183380365372
gross_actual_interchange_mw,5,gen_fuel_solar_pct,general,0.053885314613580704
gross_actual_interchange_mw,6,total_gen,confidential,0.04764042794704437
gross_actual_interchange_mw,7,gen_fuel_gas_mw,general,0.04615702107548714
gross_actual_interchange_mw,8,gen_fuel_solar_mw,general,0.04436603933572769
gross_actual_interchange_mw,9,metered_load_mw,confidential,0.0406833216547966
gross_actual_interchange_mw,10,total_lmp_da,confidential,0.038157448172569275
gross_actual_interchange_mw,11,gen_fuel_coal_pct,general,0.03647017106413841
gross_actual_interchange_mw,12,total_pjm_reg_purchases,general,0.03357997164130211
total_gen,1,forecast_load_mw_latest_available,general,0.11668287962675095
total_gen,2,metered_load_mw,confidential,0.11440929770469666
total_gen,3,forecast_load_mw_day_ahead,general,0.11393531411886215
total_gen,4,gen_fuel_gas_mw,general,0.0951647013425827
total_gen,5,gen_fuel_nuclear_pct,general,0.07761159539222717
total_gen,6,gen_fuel_coal_mw,general,0.05390900373458862
total_gen,7,gen_fuel_nuclear_mw,general,0.03973528742790222
total_gen,8,gen_fuel_other_renewables_pct,general,0.03782527148723602
