field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.104053258895874,-1.3522432149095585,True
gross_actual_interchange_mw,0.2460934792895835,0.15976685285568237,-0.08632662643390113,True
total_gen,0.9906449538219424,0.9553607665002346,-0.035284187321707794,True
metered_load_mw,0.9762308832723112,0.9432304240763187,-0.03300045919599248,True
total_losses,0.6540839836602339,0.661504864692688,0.007420881032454085,True
congestion_price_da,0.0475838272605031,0.28216439485549927,0.23458056759499618,True
congestion_price_rt,0.4561738508473963,0.4936996102333069,0.03752575938591057,True
marginal_loss_price_da,0.4407231017762543,0.4786755442619324,0.037952442485678084,True
total_lmp_da,0.9299314144617218,0.928790882229805,-0.001140532231916791,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9586427621543407,-0.016585056803420817,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9191906228661537,-0.022652488179493058,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.335644006729126,-0.1212600312753781,True
