target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,12,0.19175277650356293,0.1848709136247635,0.18783949315547943,0.2426614612340927,0.19287537038326263
gross_actual_interchange_mw,16,0.1999998837709427,0.1999998837709427,0.20000004768371582,0.20000024139881134,0.19999998807907104
total_gen,16,0.19290053844451904,0.19550248980522156,0.19595694541931152,0.22061951458454132,0.19502051174640656
metered_load_mw,16,0.19059599936008453,0.1884501874446869,0.19800586998462677,0.2330721616744995,0.1898757964372635
total_losses,16,0.1679224967956543,0.16570405662059784,0.16117745637893677,0.34537872672080994,0.15981729328632355
congestion_price_da,16,0.1587567776441574,0.169453427195549,0.23419532179832458,0.2083747237920761,0.2292196899652481
congestion_price_rt,16,0.1829843670129776,0.18574602901935577,0.18100471794605255,0.2622971832752228,0.18796764314174652
marginal_loss_price_da,16,0.20832371711730957,0.17129398882389069,0.19890406727790833,0.25470831990242004,0.16676990687847137
total_lmp_da,16,0.1801338940858841,0.17996203899383545,0.22049029171466827,0.24313582479953766,0.17627792060375214
da_as_total_mw_primary_reserve,15,0.2160642296075821,0.1833057403564453,0.2063933163881302,0.21317921578884125,0.18105748295783997
da_as_total_mw_synchronized_reserve,11,0.18800349533557892,0.1872752606868744,0.19182278215885162,0.2452734410762787,0.18762503564357758
da_as_total_mw_thirty_minutes_reserve,16,0.17212127149105072,0.17765067517757416,0.16482190787792206,0.29149162769317627,0.1939144879579544
