field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-0.8738690614700317,-1.1220590174837162,True
gross_actual_interchange_mw,0.2460934792895835,0.16415637731552124,-0.08193710197406226,True
total_gen,0.9906449538219424,0.8968487977981567,-0.09379615602378566,True
metered_load_mw,0.9762308832723112,0.940569382160902,-0.0356615011114092,True
total_losses,0.6540839836602339,0.3989422917366028,-0.2551416919236311,True
congestion_price_da,0.0475838272605031,0.16465646028518677,0.11707263302468367,True
congestion_price_rt,0.4561738508473963,0.45396703481674194,-0.0022068160306543683,True
marginal_loss_price_da,0.4407231017762543,0.38663727045059204,-0.05408583132566225,True
total_lmp_da,0.9299314144617218,0.8447977602481842,-0.08513365421353758,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9437466524541378,-0.03148116650362376,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.8960500732064247,-0.04579303783922206,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.26815515756607056,-0.18874888043843352,True
