目标,字段,r2,M0,M1,M2,M3,估计M2,升级_M2减M0,K2见证
metered_load_mw,rmccp,0.01050333958119154,0.06457293033599854,0.10682150721549988,0.1260787844657898,0.1488998830318451,0.1373627483844757,0.06150585412979126,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve
metered_load_mw,rmpcp,0.0016988608986139297,0.07196089625358582,0.08653706312179565,0.09431960433721542,0.10118073225021362,0.0876912847161293,0.022358708083629608,total_pjm_self_sched_reg + gross_sched_interchange_mw
metered_load_mw,total_pjm_reg_purchases,0.012179940938949585,0.12528187036514282,0.1369057297706604,0.1561049520969391,0.16512703895568848,0.18057338893413544,0.030823081731796265,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve
metered_load_mw,total_pjm_self_sched_reg,0.004147014580667019,0.014516294002532959,0.0525631457567215,0.07334630191326141,0.09073680639266968,0.0845346674323082,0.058830007910728455,total_pjm_assigned_reg + da_as_mcp_synchronized_reserve
metered_load_mw,total_pjm_assigned_reg,6.618180486839265e-05,0.019204124808311462,0.0572509765625,0.07940860092639923,0.10723090171813965,0.10471674799919128,0.06020447611808777,total_pjm_self_sched_reg + da_as_mcp_primary_reserve
metered_load_mw,da_as_mcp_primary_reserve,0.07372109591960907,0.13307368755340576,0.1395801603794098,0.1612066924571991,0.17498725652694702,0.17266103625297546,0.028133004903793335,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve
metered_load_mw,da_as_mcp_synchronized_reserve,0.09113133698701859,0.13575099408626556,0.1753685474395752,0.1927676796913147,0.23641809821128845,0.2021377682685852,0.05701668560504913,da_as_as_req_mw_thirty_minutes_reserve + gross_sched_interchange_mw
metered_load_mw,da_as_as_req_mw_primary_reserve,0.10346643626689911,0.18310922384262085,0.2253578007221222,0.23879601061344147,0.2545817494392395,0.21742264926433563,0.05568678677082062,da_as_mcp_synchronized_reserve + da_as_ss_mw_primary_reserve
metered_load_mw,da_as_as_req_mw_thirty_minutes_reserve,0.09996888041496277,0.13296571373939514,0.17258326709270477,0.19096018373966217,0.20577435195446014,0.22583383321762085,0.05799447000026703,da_as_mcp_synchronized_reserve + da_as_ss_mw_primary_reserve
metered_load_mw,da_as_ss_mw_primary_reserve,0.009222575463354588,0.08014064282178879,0.11395904421806335,0.13143062591552734,0.13143062591552734,0.10471674799919128,0.051289983093738556,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve
metered_load_mw,da_as_nsr_mw_primary_reserve,0.004211120773106813,0.4054771363735199,0.4054771363735199,0.4054771363735199,0.4054771363735199,0.2443365603685379,0.0,∅
metered_load_mw,system_energy_price_da,0.35067814588546753,0.4505780041217804,0.48444685339927673,0.5007985830307007,0.503727912902832,0.4881627559661865,0.05022057890892029,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve
metered_load_mw,total_lmp_rt,0.1627381294965744,0.3314729928970337,0.35867366194725037,0.37010106444358826,0.3769436776638031,0.35678038001060486,0.038628071546554565,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve
metered_load_mw,marginal_loss_price_rt,0.17837053537368774,0.39090508222579956,0.40346384048461914,0.40393394231796265,0.40393394231796265,0.419359415769577,0.013028860092163086,total_pjm_self_sched_reg + total_pjm_assigned_reg
metered_load_mw,gross_sched_interchange_mw,0.0410054586827755,0.05667674541473389,0.06784571707248688,0.08795762062072754,0.09666486084461212,0.1046760156750679,0.03128087520599365,total_pjm_self_sched_reg + da_as_mcp_primary_reserve
