confidential_field,test_r2,test_mse,used_in_loss
da_as_total_mw_primary_reserve,0.9743398185819387,0.03547970950603485,True
metered_load_mw,0.9331504479050636,0.0289063211530447,True
da_as_total_mw_synchronized_reserve,0.9295776933431625,0.05931169539690018,True
total_gen,0.9106443226337433,0.04087425395846367,True
total_lmp_da,0.8162750899791718,0.0797935351729393,True
total_losses,0.6169327199459076,0.3362985849380493,True
congestion_price_rt,0.44084280729293823,0.913834273815155,True
marginal_loss_price_da,0.3935762643814087,0.33213508129119873,True
da_as_total_mw_thirty_minutes_reserve,0.3183334469795227,0.48918578028678894,True
congestion_price_da,0.23201411962509155,1.3016589879989624,True
gross_actual_interchange_mw,0.06309384107589722,0.5470215678215027,True
net_actual_interchange_mw,-1.122720718383789,1.6506041288375854,True
