epoch,loss
1,0.15765954554080963
25,0.014276470057666302
50,0.008447130210697651
75,0.0019580970983952284
100,0.002170225838199258
125,0.0010699800914153457
150,0.003766806796193123
175,0.000902745348867029
200,0.0012234336463734508
225,0.0005884263082407415
250,0.001206107554025948
275,0.0006517060101032257
300,0.000646484550088644
325,0.0004489826096687466
350,0.0004145035345572978
375,0.00044437695760279894
400,0.0003734867786988616
425,0.0005435803905129433
450,0.0007411629194393754
475,0.0005058303358964622
500,0.00024811149341985583
525,0.0005748536786995828
550,0.00021233383449725807
575,0.00022459393949247897
600,0.000278093182714656
625,0.00038919804501347244
650,0.0003364438016433269
675,0.00022514599550049752
700,0.0003045314224436879
725,0.000265590992057696
750,0.00012119803432142362
775,0.0001852976274676621
800,0.00029881601221859455
825,0.00014304307114798576
850,0.00027576085994951427
875,0.0003166711248923093
900,0.00021174016001168638
925,0.00024226999084930867
950,0.00022003268531989306
975,0.0003751484036911279
1000,0.0002745946985669434
1025,0.0003292206092737615
1050,8.873865590430796e-05
1075,0.00015035025717224926
1100,0.0001528080611024052
1125,0.00024627710808999836
1150,0.0002565746835898608
1175,0.0001684459566604346
1200,0.00018476526020094752
