field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-0.0007501840591430664,-0.24894014007282755,False
gross_actual_interchange_mw,0.2460934792895835,-1.1920928955078125e-06,-0.246094671382479,False
total_gen,0.9906449538219424,0.9806605577468872,-0.00998439607505519,True
metered_load_mw,0.9762308832723112,0.9851073026657104,0.008876419393399226,True
total_losses,0.6540839836602339,0.7838443517684937,0.12976036810825975,True
congestion_price_da,0.0475838272605031,0.3149822950363159,0.26739846777581283,True
congestion_price_rt,0.4561738508473963,0.543569028377533,0.08739517753013665,True
marginal_loss_price_da,0.4407231017762543,0.7138798832893372,0.27315678151308287,True
total_lmp_da,0.9299314144617218,0.9765986204147339,0.0466672059530121,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9444363713264465,-0.030791447631315028,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9070821404457092,-0.034760970599937546,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.7696952819824219,0.3127912439779178,True
