target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,19,0.19980306923389435,0.19972765445709229,0.20006941258907318,0.2004370540380478,0.1999628245830536
gross_actual_interchange_mw,19,0.2001827508211136,0.19998477399349213,0.1999191790819168,0.19982586801052094,0.20008744299411774
total_gen,27,0.2000030279159546,0.2000429481267929,0.20003977417945862,0.19991940259933472,0.1999947875738144
metered_load_mw,30,0.2000831514596939,0.20002798736095428,0.19999460875988007,0.19987483322620392,0.20001937448978424
total_losses,22,0.19998255372047424,0.19985288381576538,0.19995054602622986,0.20021215081214905,0.2000018209218979
congestion_price_da,20,0.20021668076515198,0.19964063167572021,0.199520543217659,0.19992978870868683,0.20069237053394318
congestion_price_rt,19,0.1999053806066513,0.19953730702400208,0.19994910061359406,0.2009095400571823,0.19969870150089264
marginal_loss_price_da,23,0.20018720626831055,0.1997509002685547,0.20001886785030365,0.20006607472896576,0.19997698068618774
total_lmp_da,29,0.2001323401927948,0.19982783496379852,0.19988460838794708,0.20014066994190216,0.20001454651355743
da_as_total_mw_primary_reserve,18,0.20028682053089142,0.19998955726623535,0.19979937374591827,0.19987592101097107,0.2000483274459839
da_as_total_mw_synchronized_reserve,15,0.19968190789222717,0.1995585411787033,0.19972538948059082,0.20124343037605286,0.19979073107242584
da_as_total_mw_thirty_minutes_reserve,24,0.20002900063991547,0.20004481077194214,0.20007191598415375,0.1998579502105713,0.19999635219573975
