target_field,rank,source_field,source_type,attention
net_actual_interchange_mw,1,gross_sched_interchange_mw,general,0.37532877922058105
net_actual_interchange_mw,2,da_as_as_req_mw_thirty_minutes_reserve,general,0.1256694495677948
net_actual_interchange_mw,3,da_as_as_req_mw_synchronized_reserve,general,0.12348534166812897
net_actual_interchange_mw,4,da_as_as_req_mw_primary_reserve,general,0.10983648896217346
net_actual_interchange_mw,5,gen_fuel_nuclear_mw,general,0.0999368354678154
net_actual_interchange_mw,6,gen_fuel_multiple_fuels_pct,general,0.051826369017362595
net_actual_interchange_mw,7,gen_fuel_gas_mw,general,0.044462040066719055
net_actual_interchange_mw,8,system_energy_price_da,general,0.008946236222982407
net_actual_interchange_mw,9,gen_fuel_other_renewables_mw,general,0.008134429343044758
net_actual_interchange_mw,10,total_pjm_assigned_reg,general,0.007934915833175182
net_actual_interchange_mw,11,gen_fuel_gas_pct,general,0.007772065233439207
net_actual_interchange_mw,12,total_pjm_rmpcp_cr,general,0.006439035292714834
gross_actual_interchange_mw,1,gross_inadv_interchange_mw,general,0.7962052822113037
gross_actual_interchange_mw,2,gross_sched_interchange_mw,general,0.08474260568618774
gross_actual_interchange_mw,3,gen_fuel_solar_pct,general,0.01774648204445839
gross_actual_interchange_mw,4,gen_fuel_nuclear_mw,general,0.014337645843625069
gross_actual_interchange_mw,5,gen_fuel_solar_mw,general,0.0127863809466362
gross_actual_interchange_mw,6,gen_fuel_coal_mw,general,0.010751403868198395
gross_actual_interchange_mw,7,total_pjm_reg_purchases,general,0.010431082919239998
gross_actual_interchange_mw,8,gen_fuel_coal_pct,general,0.009394604712724686
gross_actual_interchange_mw,9,forecast_load_mw_latest_available,general,0.009074385277926922
gross_actual_interchange_mw,10,marginal_loss_price_rt,general,0.006858141161501408
gross_actual_interchange_mw,11,gen_fuel_gas_mw,general,0.005859045311808586
gross_actual_interchange_mw,12,system_energy_price_da,general,0.0057503716088831425
total_gen,1,forecast_load_mw_latest_available,general,0.2861953675746918
total_gen,2,forecast_load_mw_day_ahead,general,0.24914275109767914
total_gen,3,gen_fuel_gas_mw,general,0.15079829096794128
total_gen,4,gen_fuel_nuclear_pct,general,0.10932432115077972
total_gen,5,gen_fuel_coal_mw,general,0.07780326902866364
total_gen,6,gen_fuel_other_renewables_pct,general,0.019958246499300003
total_gen,7,gen_fuel_nuclear_mw,general,0.018868140876293182
total_gen,8,system_energy_price_da,general,0.017202414572238922
total_gen,9,gen_fuel_oil_mw,general,0.015376582741737366
total_gen,10,gen_fuel_coal_pct,general,0.014563001692295074
total_gen,11,total_lmp_rt,general,0.010294627398252487
total_gen,12,marginal_loss_price_rt,general,0.009373193606734276
