field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.9254083633422852,-2.17359831935597,False
gross_actual_interchange_mw,0.2460934792895835,-0.5567127466201782,-0.8028062259097617,False
total_gen,0.9906449538219424,0.9269001185894012,-0.06374483523254115,True
metered_load_mw,0.9762308832723112,0.9672238416969776,-0.009007041575333607,True
total_losses,0.6540839836602339,0.6264620125293732,-0.027621971130860734,True
congestion_price_da,0.0475838272605031,0.24855148792266846,0.20096766066216537,True
congestion_price_rt,0.4561738508473963,0.47380566596984863,0.01763181512245232,True
marginal_loss_price_da,0.4407231017762543,0.43478190898895264,-0.005941192787301652,True
total_lmp_da,0.9299314144617218,0.8618464171886444,-0.06808499727307737,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9703059680759907,-0.004921850881770884,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9427695125341415,0.0009264014884947658,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.40658658742904663,-0.050317450575457445,True
