目标,字段,r2,M0,M1,M2,M3,估计M2,升级_M2减M0,K2见证
机组出力_223_STEAM_3,负荷预测_区1,0.25144287943840027,0.28171128034591675,0.43753957748413086,0.4391794800758362,0.4391794800758362,0.4373079240322113,0.15746819972991943,屋顶光伏预测 + 阻塞_CA-1
机组出力_223_STEAM_3,负荷预测_区2,0.29676154255867004,0.33530300855636597,0.44970405101776123,0.44970405101776123,0.44970405101776123,0.43923231959342957,0.11440104246139526,调节下调需求
机组出力_223_STEAM_3,负荷预测_区3,0.038988400250673294,0.09585839509963989,0.23133963346481323,0.23792940378189087,0.23792940378189087,0.22616836428642273,0.14207100868225098,光伏出力预测 + 调节下调需求
机组出力_223_STEAM_3,风电出力预测,0.2824711501598358,0.3088582158088684,0.3914531469345093,0.48356693983078003,0.48356693983078003,0.4655253291130066,0.17470872402191162,屋顶光伏预测 + 调节下调需求
机组出力_223_STEAM_3,光伏出力预测,0.12441063672304153,0.13392484188079834,0.2713713049888611,0.3469855785369873,0.3469855785369873,0.34754109382629395,0.21306073665618896,旋转备用需求 + 阻塞_C6
机组出力_223_STEAM_3,屋顶光伏预测,0.08122085779905319,0.09420979022979736,0.2769047021865845,0.3514496088027954,0.3514496088027954,0.34889620542526245,0.25723981857299805,旋转备用需求 + 阻塞_C6
机组出力_223_STEAM_3,水电出力预测,0.02160508744418621,0.03931093215942383,0.18239948153495789,0.18239948153495789,0.18239948153495789,0.15626049041748047,0.14308854937553406,屋顶光伏预测
机组出力_223_STEAM_3,调节上调需求,0.010839905589818954,0.07827866077423096,0.2563523054122925,0.2852601408958435,0.2852601408958435,0.21885332465171814,0.20698148012161255,屋顶光伏预测 + 调节下调需求
机组出力_223_STEAM_3,调节下调需求,0.006260032765567303,0.04330158233642578,0.2213752269744873,0.2754790186882019,0.2754790186882019,0.19000300765037537,0.23217743635177612,光伏出力预测 + 调节上调需求
机组出力_223_STEAM_3,旋转备用需求,0.21767760813236237,0.24450898170471191,0.427203893661499,0.4414263963699341,0.4414263963699341,0.4313340485095978,0.19691741466522217,屋顶光伏预测 + 调节下调需求
机组出力_223_STEAM_3,系统电能价格,0.5011543035507202,0.9726232886314392,0.9726232886314392,0.9726232886314392,0.9726232886314392,0.9692670702934265,0.0,∅
机组出力_223_STEAM_3,节点电价_116,0.4916241466999054,0.9575865864753723,0.9575865864753723,0.9575865864753723,0.9575865864753723,0.9615331888198853,0.0,∅
机组出力_223_STEAM_3,节点电价_121,0.4786044657230377,0.9286762475967407,0.9286762475967407,0.9286762475967407,0.9286762475967407,0.9236780405044556,0.0,∅
机组出力_223_STEAM_3,节点电价_215,0.5081925988197327,0.9819353222846985,0.9819353222846985,0.9819353222846985,0.9819353222846985,0.9848639369010925,0.0,∅
机组出力_223_STEAM_3,节点电价_223,0.5099512338638306,0.9950751066207886,0.9950751066207886,0.9950751066207886,0.9950751066207886,0.9949118494987488,0.0,∅
机组出力_223_STEAM_3,节点电价_303,0.44545838236808777,0.9023460149765015,0.9023460149765015,0.9023460149765015,0.9023460149765015,0.9033628702163696,0.0,∅
机组出力_223_STEAM_3,节点电价_309,0.16937804222106934,0.9222704768180847,0.9222704768180847,0.9222704768180847,0.9222704768180847,0.9424776434898376,0.0,∅
机组出力_223_STEAM_3,节点电价_317,0.4752395451068878,0.9690399169921875,0.9690399169921875,0.9690399169921875,0.9690399169921875,0.9677644371986389,0.0,∅
机组出力_223_STEAM_3,节点电价_318,0.4714455306529999,0.9457652568817139,0.9457652568817139,0.9457652568817139,0.9457652568817139,0.9415814876556396,0.0,∅
机组出力_223_STEAM_3,节点电价_325,0.4467557668685913,0.9493232369422913,0.9493232369422913,0.9493232369422913,0.9493232369422913,0.9175869226455688,0.0,∅
机组出力_223_STEAM_3,阻塞_C6,0.1255088746547699,0.13414686918258667,0.21190249919891357,0.2199476957321167,0.2199476957321167,0.21491652727127075,0.08580082654953003,光伏出力预测 + 调节下调需求
机组出力_223_STEAM_3,阻塞_C29,0.06678654253482819,0.0650564432144165,0.08416932821273804,0.08416932821273804,0.0976564884185791,0.08542317152023315,0.019112884998321533,屋顶光伏预测
机组出力_223_STEAM_3,阻塞_CA-1,0.040350474417209625,0.03997194766998291,0.061140239238739014,0.08395475149154663,0.08395475149154663,0.08276131749153137,0.04398280382156372,负荷预测_区3 + 旋转备用需求
机组出力_221_CC_1,负荷预测_区1,0.40106016397476196,0.4063250422477722,0.5798807740211487,0.5860167741775513,0.5860167741775513,0.5737848281860352,0.17969173192977905,屋顶光伏预测 + 阻塞_CA-1
机组出力_221_CC_1,负荷预测_区2,0.4779461622238159,0.49302995204925537,0.6108829975128174,0.6195839643478394,0.6213338375091553,0.6115785241127014,0.12655401229858398,光伏出力预测 + 调节下调需求
机组出力_221_CC_1,负荷预测_区3,0.13155215978622437,0.20073705911636353,0.3497660756111145,0.3598134517669678,0.3745248317718506,0.3605823814868927,0.15907639265060425,屋顶光伏预测 + 阻塞_C6
机组出力_221_CC_1,风电出力预测,0.19296608865261078,0.22307270765304565,0.2827020287513733,0.5398591160774231,0.5398591160774231,0.5289738774299622,0.31678640842437744,光伏出力预测 + 调节下调需求
机组出力_221_CC_1,光伏出力预测,0.06826332956552505,0.07123911380767822,0.24075692892074585,0.3690141439437866,0.37507373094558716,0.3520980179309845,0.2977750301361084,风电出力预测 + 调节下调需求
机组出力_221_CC_1,屋顶光伏预测,0.04284747317433357,0.047247953712940216,0.2352122664451599,0.35750138759613037,0.35750138759613037,0.3362370431423187,0.31025343388319016,风电出力预测 + 调节下调需求
机组出力_221_CC_1,水电出力预测,0.05600229650735855,0.07289040088653564,0.1941857933998108,0.2078235149383545,0.2078235149383545,0.20332342386245728,0.13493311405181885,光伏出力预测 + 调节下调需求
机组出力_221_CC_1,调节上调需求,0.002669235458597541,0.05156821012496948,0.2503730058670044,0.34227949380874634,0.34227949380874634,0.29994460940361023,0.29071128368377686,光伏出力预测 + 调节下调需求
机组出力_221_CC_1,调节下调需求,0.00152719730976969,0.015168905258178711,0.21397370100021362,0.3244870901107788,0.3244870901107788,0.30151310563087463,0.3093181848526001,风电出力预测 + 屋顶光伏预测
机组出力_221_CC_1,旋转备用需求,0.389334112405777,0.41250330209732056,0.6004676222801208,0.6041425466537476,0.6051254272460938,0.5933581590652466,0.191639244556427,光伏出力预测 + 调节下调需求
