confidential_field,test_r2,test_mse,used_in_loss
da_as_total_mw_primary_reserve,0.962171345949173,0.052355289459228516,True
total_gen,0.9613377824425697,0.017690138891339302,True
metered_load_mw,0.9583464898169041,0.01802530325949192,True
da_as_total_mw_synchronized_reserve,0.9176786467432976,0.06927472352981567,True
total_lmp_da,0.760863184928894,0.10392116755247116,True
total_losses,0.6871216893196106,0.27475103735923767,True
congestion_price_rt,0.4860497713088989,0.8405806422233582,True
marginal_loss_price_da,0.47557783126831055,0.28745007514953613,True
da_as_total_mw_thirty_minutes_reserve,0.3344290256500244,0.4779817461967468,True
congestion_price_da,0.27050918340682983,1.2376493215560913,True
gross_actual_interchange_mw,0.214704692363739,0.4589272141456604,True
net_actual_interchange_mw,-0.8513569831848145,1.4321213960647583,True
