target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,6,0.19288259744644165,0.1934909224510193,0.1935575157403946,0.2170180082321167,0.20305092632770538
gross_actual_interchange_mw,8,0.19196665287017822,0.19374042749404907,0.1870478242635727,0.23570625483989716,0.19153884053230286
total_gen,22,0.1951238065958023,0.19548636674880981,0.19650398194789886,0.217234268784523,0.1956515908241272
metered_load_mw,21,0.19151431322097778,0.19373053312301636,0.19681887328624725,0.22464491426944733,0.19329139590263367
total_losses,13,0.18043853342533112,0.17966818809509277,0.18404148519039154,0.26142990589141846,0.1944219022989273
congestion_price_da,3,0.17960111796855927,0.12510018050670624,0.13177447021007538,0.3142509162425995,0.24927330017089844
congestion_price_rt,9,0.1850212663412094,0.19345712661743164,0.18772190809249878,0.2125200480222702,0.22127966582775116
marginal_loss_price_da,15,0.19874556362628937,0.18759304285049438,0.22581052780151367,0.18531903624534607,0.20253178477287292
total_lmp_da,24,0.19411452114582062,0.19339068233966827,0.21515245735645294,0.20567657053470612,0.19166581332683563
da_as_total_mw_primary_reserve,6,0.25427696108818054,0.17210610210895538,0.26137807965278625,0.14361123740673065,0.16862760484218597
da_as_total_mw_synchronized_reserve,5,0.1831090748310089,0.18075475096702576,0.18785728514194489,0.2641487419605255,0.18413016200065613
da_as_total_mw_thirty_minutes_reserve,14,0.1959887593984604,0.18366076052188873,0.20208227634429932,0.23866970837116241,0.17959849536418915
