k,mask,single,attn,ig,lrp,shapley
1,0.05504116788506508,0.05504116788506508,0.05504116788506508,0.0633515939116478,0.0633515939116478,0.05504116788506508
2,0.14267902076244354,0.1441943496465683,0.14267902076244354,0.150184765458107,0.1441943496465683,0.1441943496465683
3,0.18808485567569733,0.19715286791324615,0.23057907819747925,0.20184771716594696,0.23057907819747925,0.23057907819747925
4,0.2090054601430893,0.2823913097381592,0.2823913097381592,0.2609637379646301,0.2823913097381592,0.2823913097381592
5,0.30852383375167847,0.3105333149433136,0.32569554448127747,0.29369989037513733,0.3356873095035553,0.33190107345581055
6,0.34530365467071533,0.358016699552536,0.3974461257457733,0.3253767490386963,0.3563147485256195,0.3878036439418793
7,0.41826412081718445,0.42345044016838074,0.4236324727535248,0.3938334286212921,0.41056618094444275,0.41056618094444275
8,0.4500969350337982,0.44769465923309326,0.43952611088752747,0.386345773935318,0.47137805819511414,0.4497039020061493
9,0.4594625234603882,0.4944194257259369,0.47760018706321716,0.4439765214920044,0.48805996775627136,0.49560603499412537
10,0.4848630726337433,0.5315257906913757,0.5296133160591125,0.5296133160591125,0.5296133160591125,0.5550776124000549
11,0.5508671998977661,0.5536356568336487,0.5508671998977661,0.5849235653877258,0.5862705707550049,0.5862705707550049
12,0.5705174207687378,0.5528841614723206,0.6175523400306702,0.6327921748161316,0.6168057918548584,0.6168057918548584
13,0.5985364317893982,0.6417816877365112,0.6417816877365112,0.6551952958106995,0.6323947310447693,0.6417816877365112
14,0.6526495814323425,0.6489490866661072,0.6653361916542053,0.6658294200897217,0.6715807914733887,0.6489490866661072
15,0.6804386973381042,0.658137857913971,0.6804386973381042,0.6749711036682129,0.6804386973381042,0.6718115210533142
16,0.697648286819458,0.6705412864685059,0.7023901343345642,0.6830654740333557,0.6905233263969421,0.6860408186912537
17,0.7161489129066467,0.6883862614631653,0.7078020572662354,0.6888031363487244,0.6970064640045166,0.6970064640045166
18,0.7257559895515442,0.6938669681549072,0.7197058200836182,0.6960833072662354,0.7109746932983398,0.7043778896331787
19,0.7360879778862,0.6994543671607971,0.7262721657752991,0.7127737998962402,0.7178818583488464,0.7098515629768372
20,0.7439085841178894,0.7078688740730286,0.7389160990715027,0.7133792042732239,0.7240093350410461,0.7149149775505066
21,0.7492424845695496,0.7234941124916077,0.7454958558082581,0.7237055897712708,0.7411828637123108,0.732255756855011
22,0.754539966583252,0.7300541996955872,0.7515175342559814,0.7315260767936707,0.7505626082420349,0.7495139241218567
23,0.7555752396583557,0.744023323059082,0.7589272856712341,0.7479574680328369,0.7555184364318848,0.760065495967865
24,0.7647615075111389,0.7419790625572205,0.7651196122169495,0.7577764391899109,0.7618754506111145,0.7687105536460876
25,0.7706599235534668,0.7560105919837952,0.76845383644104,0.7577338814735413,0.7670648694038391,0.7758274078369141
26,0.7753018736839294,0.7588035464286804,0.776904284954071,0.7631123065948486,0.7691640257835388,0.7779408097267151
27,0.7785322666168213,0.764210045337677,0.7802451252937317,0.7716839909553528,0.7740320563316345,0.7803545594215393
28,0.7821442484855652,0.7688809037208557,0.7862446904182434,0.7743913531303406,0.7755441069602966,0.7823634147644043
29,0.787763774394989,0.7706791758537292,0.7854738235473633,0.7769396901130676,0.7779130935668945,0.7825562357902527
30,0.7890229225158691,0.779259204864502,0.7877068519592285,0.7787315249443054,0.7796206474304199,0.7831001281738281
31,0.7889789938926697,0.7798193097114563,0.7890582084655762,0.7797636985778809,0.7869337201118469,0.7829088568687439
32,0.7900984287261963,0.7871958613395691,0.7905566692352295,0.7802793979644775,0.7867833971977234,0.7833827137947083
33,0.7929122447967529,0.7910616993904114,0.7910445332527161,0.7873806953430176,0.7861292362213135,0.7843247056007385
34,0.7930905222892761,0.7919104099273682,0.7907267212867737,0.7867443561553955,0.7867443561553955,0.7884806990623474
35,0.793544352054596,0.791996419429779,0.7914876937866211,0.7873407006263733,0.7901106476783752,0.7902726531028748
36,0.7939552664756775,0.7916300892829895,0.7919843196868896,0.790696382522583,0.7906721234321594,0.7921437621116638
37,0.7944255471229553,0.7920276522636414,0.7938939929008484,0.7911375164985657,0.7914376258850098,0.7925767302513123
38,0.79502272605896,0.7940452098846436,0.7946953177452087,0.7903478145599365,0.7932589650154114,0.7926653027534485
39,0.7954012751579285,0.7944865822792053,0.7938008308410645,0.7902345657348633,0.7925042510032654,0.7932249903678894
40,0.7964621186256409,0.7954625487327576,0.7939352989196777,0.7922248840332031,0.7930387854576111,0.793955385684967
41,0.7965473532676697,0.7942193150520325,0.7931666970252991,0.7929558753967285,0.7931666970252991,0.7943558692932129
42,0.7960379719734192,0.7934517860412598,0.7937676906585693,0.7934511303901672,0.7937676906585693,0.7942457795143127
43,0.7954022884368896,0.793659508228302,0.7941364645957947,0.7933506369590759,0.7941364645957947,0.7935013175010681
44,0.7940283417701721,0.7940283417701721,0.7940283417701721,0.7940283417701721,0.7940283417701721,0.7940283417701721
