general_field,mask_norm,single_norm,attn_norm,ig_norm,lrp_norm,shapley_norm
gen_fuel_coal_mw,0.0513602660088024,0.2791265710083338,0.49395749887198537,0.25795817,0.2976904,0.19340995626552654
gen_fuel_gas_mw,0.06008083568784789,0.36761145862208455,0.5468750914346344,0.24902941,0.30111444,0.2648338118814204
gen_fuel_hydro_mw,0.0013945590924906897,0.0026831505733773825,0.04923835911982519,0.04788806,0.07281796,0.01093894961892306
gen_fuel_multiple_fuels_mw,0.012762785559184787,0.026433544976444463,0.09444806974749412,0.062236417,0.09940837,0.04893978793913538
gen_fuel_nuclear_mw,0.2691532470208658,0.16227683110901062,0.7437666603528645,0.32273886,0.56323,0.2512911614782668
gen_fuel_oil_mw,0.007807399517276508,0.02275212581061245,0.21054801492521225,0.051302403,0.089400746,0.014629092632179536
gen_fuel_other_renewables_mw,0.03197358114212152,0.051925921615973744,0.14338644626877395,0.14359692,0.13674012,0.0466228171691234
gen_fuel_solar_mw,0.004509639486811211,0.0002728444709773692,0.017428882622568607,0.021772228,0.03749837,0.0023013324977880453
gen_fuel_storage_mw,0.0005611074075244988,2.136217925945109e-05,0.01089955703288259,0.02934568,0.049372897,0.01235845060573148
gen_fuel_wind_mw,0.03761888409865412,0.032586948078226353,0.08335522952210678,0.2169166,0.18836938,0.04991803984002765
gen_fuel_coal_pct,0.03003105902352407,0.14327862417976878,0.20622937427141033,0.1509961,0.15657486,0.08036609842632794
gen_fuel_gas_pct,0.0362292852553698,0.0007023305794960714,0.21008420071114972,0.108053215,0.14123316,0.024739200352163173
gen_fuel_hydro_pct,0.00042466503100474533,0.0,0.022370075234342156,0.05045384,0.07400559,0.014502344351741416
gen_fuel_multiple_fuels_pct,0.010446349551781243,0.02902690440858157,0.1062463329899241,0.05612177,0.09181608,0.048917166578440884
gen_fuel_nuclear_pct,0.11143591789215535,0.03057193795041602,0.4396204557949154,0.29846096,0.24921887,0.06856357427740037
gen_fuel_oil_pct,0.005499009268428181,0.01863183084731433,0.15495502570949427,0.052449785,0.0886287,0.027879473860927182
gen_fuel_other_renewables_pct,0.03604049895171689,0.0025605081587611283,0.09733192774238456,0.17552966,0.14080898,0.02815782222283624
gen_fuel_solar_pct,0.007018255300193107,0.0,0.026066103775807665,0.04389239,0.07550344,0.007408449385401443
gen_fuel_wind_pct,0.014792896714236892,0.003239349714878205,0.016487062576708848,0.108399116,0.07915349,0.021505975161228555
forecast_load_mw_latest_available,0.2652928065124677,0.9543349005303903,0.8663903993248852,1.0,1.0,0.725519908539988
forecast_load_mw_day_ahead,0.12842373920114133,0.7580256877464528,0.7686418087657133,0.7517511,0.7853946,0.5464115018394589
rmccp,0.010535555923335209,0.0004737659651141623,0.12960530266981432,0.02799989,0.040938497,0.0044415534608671925
rmpcp,0.0061866701716961755,0.011946129091496322,0.02063454481336555,0.05917809,0.043265015,0.013127221224908779
total_pjm_loc_credit,0.004235771239290891,0.0,0.02546281565160748,0.021662952,0.027352808,-0.0011699158394201524
total_pjm_reg_purchases,0.007969553355786725,0.002874796059940919,0.051292799108675936,0.08085219,0.076404616,0.0041543390778285335
total_pjm_self_sched_reg,0.0005079623917751366,0.0,0.00012177066857052825,0.024906114,0.029658541,-0.00046891395403633653
total_pjm_assigned_reg,0.006067544960665934,0.0021785839257629984,0.015018877402132216,0.029179344,0.03693405,0.009756776228083592
total_pjm_rmccp_cr,0.00934499047370284,0.0,0.10346867391675944,0.023648122,0.035692934,0.003961303012948721
total_pjm_rmpcp_cr,0.003914084478349052,0.013887510220716616,0.06862468642732737,0.038172208,0.056048226,0.003831866768120448
da_as_mcp_primary_reserve,0.05075912323404266,0.014816899917495938,0.1858744846936497,0.03287024,0.068082586,0.04288594904028971
da_as_mcp_synchronized_reserve,0.045399423503805235,0.012974250941552882,0.31399823829521184,0.07793709,0.10596421,0.029391289430894783
da_as_as_req_mw_primary_reserve,0.18516331829002394,0.27139492241935675,0.6886987561809813,0.6618262,0.6421798,0.27457421137340465
da_as_as_req_mw_synchronized_reserve,0.1922476566823061,0.2728071184343048,0.7184275244813828,0.6511531,0.65962803,0.27591411119965903
da_as_as_req_mw_thirty_minutes_reserve,0.17094198214590603,0.19873496917849434,0.5916964647327952,0.4790639,0.5510565,0.24392803249704464
da_as_ss_mw_primary_reserve,0.004845773275794016,0.0,0.00944521458072504,0.009012809,0.025734259,0.0028066930369506204
da_as_ss_mw_synchronized_reserve,0.00243315976594962,1.4754902530330056e-05,0.0,0.025896827,0.018276295,0.0017725213087021663
da_as_ss_mw_thirty_minutes_reserve,0.0022494735730480067,0.0,0.0,0.023689639,0.016682591,0.0024315383551607216
da_as_nsr_mw_primary_reserve,0.8562144281503034,0.519927351798481,0.9255365576842822,0.840158,0.8015436,0.7234691262166257
system_energy_price_da,1.0,1.0,1.0,0.5632911,0.86464703,1.0
total_lmp_rt,0.14314597012585967,0.18516544250503889,0.5576899414972335,0.21520615,0.24648847,0.16061662623737796
marginal_loss_price_rt,0.20858596097665305,0.2506325420726001,0.5843197494190532,0.56595045,0.44961932,0.2651318827854751
net_inadv_interchange_mw,0.0009763993901929513,7.996933388772628e-05,0.0,0.0149526205,0.01484884,0.00023155424302078264
gross_sched_interchange_mw,0.12331531710314102,0.01982102742782166,0.43520121779383436,0.14351365,0.24936607,0.06146488135669947
gross_inadv_interchange_mw,0.4215165571786848,0.25848203602663655,0.5753148046340227,0.44655183,0.6252661,0.3386334014647219
