数据,目标,字段,背景规模,Δ
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,1,0.0003586411476135254
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,1,0.0012404322624206543
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,1,0.0005972981452941895
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,1,0.011469841003417969
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,1,0.02865135669708252
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,1,0.036773860454559326
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.044840216636657715
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.07932978868484497
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.04359942674636841
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.030710935592651367
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.027576327323913574
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.07406830787658691
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.047682344913482666
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0528874397277832
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.06377232074737549
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.008813560009002686
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.019661247730255127
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.030074119567871094
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.004741489887237549
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.001319587230682373
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0005972981452941895
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.011469841003417969
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0417102575302124
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.05575418472290039
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.07247710227966309
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.03471088409423828
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.024585366249084473
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.023224353790283203
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.056182920932769775
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.03840744495391846
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.038652658462524414
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.06346923112869263
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.008328557014465332
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.021026968955993652
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.03144538402557373
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0032368898391723633
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0003344416618347168
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0014503002166748047
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0005972981452941895
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.012769341468811035
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.033949315547943115
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.046476900577545166
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.038929522037506104
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.011375367641448975
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.01151353120803833
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.04511052370071411
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.027280747890472412
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.03869050741195679
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.08395475149154663
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.008813560009002686
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.019661247730255127
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.030596137046813965
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.004741489887237549
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0005972981452941895
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.014114320278167725
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.03676801919937134
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.04433315992355347
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.009148836135864258
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.010041117668151855
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.030397236347198486
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.02207392454147339
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.024037837982177734
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.03654837608337402
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.008813560009002686
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.01762568950653076
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.024209141731262207
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.004741489887237549
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,1.5437602996826172e-05
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0008376836776733398
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0012404322624206543
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.00022482872009277344
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.012886285781860352
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.023759543895721436
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.025511324405670166
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.02587193250656128
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.015166938304901123
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.023380041122436523
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.022979319095611572
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.017945468425750732
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.008813560009002686
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.019661247730255127
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.027717113494873047
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.004741489887237549
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0006926059722900391
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0010982155799865723
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.000668644905090332
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,-0.001898348331451416
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.011469841003417969
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0027031302452087402
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.019477367401123047
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.016751110553741455
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,-0.005125477910041809
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.021042585372924805
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.01834160089492798
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.008813560009002686
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.019661247730255127
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.027717113494873047
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.004741489887237549
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0007897019386291504
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0003631114959716797
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0012404322624206543
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0005972981452941895
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.011469841003417969
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.006103694438934326
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.019914105534553528
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.028544768691062927
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.035618484020233154
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.05070996284484863
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.008813560009002686
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.019661247730255127
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.027717113494873047
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.004741489887237549
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.00044101476669311523
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,-0.00022673606872558594
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0012404322624206543
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0005972981452941895
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.01493978500366211
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.032052040100097656
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.04486584663391113
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.017084777355194092
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.029028654098510742
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.008813560009002686
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.019661247730255127
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.027717113494873047
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.004741489887237549
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0014659762382507324
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0007895827293395996
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0012404322624206543
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0005972981452941895
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.011469841003417969
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.024661898612976074
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.030022084712982178
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.030730783939361572
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.008813560009002686
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.019661247730255127
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.027717113494873047
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.004741489887237549
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0006685853004455566
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0012404322624206543
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0005972981452941895
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.011469841003417969
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.023638367652893066
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.035810232162475586
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.008731544017791748
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.019661247730255127
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.03021138906478882
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.004741489887237549
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0009558200836181641
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.00035113096237182617
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0005972981452941895
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.013347387313842773
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.037284135818481445
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.043620407581329346
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0008628368377685547
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,-2.9802322387695312e-05
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,-0.00038695335388183594
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.004455924034118652
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.005784213542938232
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.008848071098327637
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0033899545669555664
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,-0.00018012523651123047
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0002205967903137207
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0033153891563415527
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.010021090507507324
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.019886553287506104
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,9.66787338256836e-05
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,1.6987323760986328e-05
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0008168220520019531
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,2.294778823852539e-05
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,5.328655242919922e-05
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.007041037082672119
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.010666191577911377
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.027653753757476807
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,-4.076957702636719e-05
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.00019609928131103516
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,1.0967254638671875e-05
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0011545419692993164
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0009042620658874512
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.005096137523651123
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,-9.000301361083984e-06
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0010226964950561523
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.00047338008880615234
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0007817745208740234
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0003806948661804199
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0005658268928527832
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0003135800361633301
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.00018310546875
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0011456608772277832
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.0014884471893310547
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.00015085935592651367
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.00017774105072021484
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.011708557605743408
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,2,0.025490999221801758
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,0,0.4063250422477722
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,1,0.025777339935302734
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,1,0.22351521253585815
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,1,0.2510453462600708
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,1,0.561603844165802
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,1,0.5798807740211487
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,1,0.4213900566101074
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,1,0.4773768186569214
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,1,0.49113333225250244
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,1,0.020266294479370117
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,1,-0.00033295154571533203
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,1,0.0
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,1,0.0004076957702636719
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,1,0.0
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,1,0.0
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,1,0.010928869247436523
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,1,0.06506061553955078
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,1,0.0
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,1,-0.007438719272613525
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,1,0.001983165740966797
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,1,0.3596563935279846
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,1,0.3915804624557495
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,1,0.4194778800010681
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.02506202459335327
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.04537409543991089
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.0035552978515625
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.006040632724761963
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.002110004425048828
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.016577482223510742
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.013796508312225342
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.010289549827575684
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,-0.00033295154571533203
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.0
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.0022551417350769043
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.0
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.0
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.0014742016792297363
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,-0.0007603168487548828
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.000333249568939209
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.0
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.0
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.04325908422470093
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.027113795280456543
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.02329045534133911
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.16900759935379028
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.24044185876846313
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.24126899242401123
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.28928011655807495
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.2940748333930969
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.28391385078430176
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.0556260347366333
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.0007146000862121582
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.0
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.0037889480590820312
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.00047260522842407227
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.0
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.007753312587738037
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.029301881790161133
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.0
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.0012206435203552246
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.001983165740966797
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.20811140537261963
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.2185916304588318
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.2452893853187561
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.4016340970993042
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.41430920362472534
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.36291682720184326
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.3304740786552429
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.33010751008987427
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.022738754749298096
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,-0.00033295154571533203
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.0
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.006768226623535156
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.0
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.0
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.015147089958190918
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.024849772453308105
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.0016551017761230469
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.00173872709274292
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,-0.0008400678634643555
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.25194650888442993
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.2537052631378174
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.25797563791275024
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.4977874159812927
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.38113439083099365
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.548447847366333
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.5607622861862183
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.011772394180297852
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,1.9073486328125e-05
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.0
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,2,0.0024605393409729004
