数据,目标,字段,背景规模,Δ
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.008275389671325684
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,-0.002713918685913086
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,-0.004691064357757568
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,-0.004830896854400635
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,-0.005354076623916626
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.0066550374031066895
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,-0.0019465088844299316
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.008034110069274902
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.011842310428619385
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.0025008320808410645
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.014986202120780945
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.004622794687747955
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,-0.003589034080505371
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,-0.004069089889526367
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.00047087669372558594
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,-0.0039498209953308105
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.0073676444590091705
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.008981645107269287
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.0053324103355407715
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,-0.009350962936878204
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.014534592628479004
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.0033835768699645996
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,-0.022134721279144287
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.009663272649049759
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.004307210445404053
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.0029013752937316895
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,-0.0028772354125976562
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.0027412772178649902
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.016598403453826904
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,-0.0214613676071167
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,-0.0025143027305603027
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.007938563823699951
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.012482285499572754
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.0011909008026123047
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.01080310344696045
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.003812134265899658
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,-0.002405969426035881
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.018900752067565918
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,0.011729180812835693
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,0,0.008349835872650146
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.009801685810089111
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.023813486099243164
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.01744520664215088
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.03154987096786499
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.015971362590789795
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.011051763780415058
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.019627392292022705
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.007191512268036604
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.00789479911327362
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.014587759971618652
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.008349835872650146
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.019114740192890167
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,-0.005426883697509766
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.03212336450815201
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.03102762997150421
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.01696014404296875
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.011337041854858398
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.016342222690582275
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.012475669384002686
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.014597892761230469
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.021292507648468018
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.015816330909729004
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.013102352619171143
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.013198912143707275
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.01836174726486206
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.020349502563476562
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.015184223651885986
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.020104706287384033
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.017567813396453857
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.019923150539398193
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,-0.002094566822052002
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.010132014751434326
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.004610538482666016
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.009218215942382812
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,-0.007012426853179932
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.012511134147644043
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.017031371593475342
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.011591136455535889
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.009644508361816406
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.013484537601470947
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.010326385498046875
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.023983895778656006
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.010307908058166504
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.026993438601493835
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.006553471088409424
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,-4.741549491882324e-05
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0205671489238739
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.014542549848556519
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,-0.009101301431655884
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,-0.004359453916549683
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.01999834179878235
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.001159369945526123
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.02502468228340149
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.006879448890686035
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.015999019145965576
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.032547056674957275
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.024774551391601562
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.009801685810089111
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.010754883289337158
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.009081602096557617
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.01476132869720459
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.00482332706451416
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0025599002838134766
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.01301586627960205
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.007533758878707886
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0230562686920166
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.023028820753097534
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.011484205722808838
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.02040541172027588
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.011569321155548096
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.005666673183441162
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,2.7477741241455078e-05
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.022136807441711426
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.020438194274902344
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.009801685810089111
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.014570415019989014
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.025528788566589355
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.046006977558135986
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0266493558883667
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.023813486099243164
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.019268274307250977
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0187608003616333
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.01889824867248535
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.026161253452301025
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.032334864139556885
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.027530789375305176
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,-0.002669006586074829
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.021611154079437256
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,-0.007741853594779968
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.01165829598903656
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.01937544345855713
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0034558773040771484
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0167197585105896
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.01633310317993164
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.019805312156677246
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.018346011638641357
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.01850980520248413
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.026301860809326172
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.02008521556854248
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.015921354293823242
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.03341013193130493
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.026256799697875977
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0221518874168396
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.014588385820388794
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.014375090599060059
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0151938796043396
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.01821112632751465
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0045778751373291016
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.017138361930847168
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.006698250770568848
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.008112818002700806
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.04342813789844513
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0397864431142807
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,-0.004072248935699463
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.00467526912689209
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.013427957892417908
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.010532379150390625
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.01961308717727661
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,-0.0015980005264282227
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.02058112621307373
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.013158261775970459
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.009437620639801025
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.02607518434524536
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.049821555614471436
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.023015618324279785
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0248720645904541
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.02704477310180664
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.03230327367782593
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.03776475042104721
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.02844417095184326
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.036762237548828125
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.03792967647314072
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.03260320425033569
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.04456634819507599
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.021507449448108673
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.01553565263748169
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.013615846633911133
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.030936241149902344
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.025900661945343018
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0439075231552124
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.029762446880340576
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.02135390043258667
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.03767716884613037
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.019654154777526855
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.013695955276489258
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.050649166107177734
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.01842653751373291
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.01700228452682495
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.020580708980560303
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.015428364276885986
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.013746440410614014
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.007354259490966797
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.015971362590789795
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.03871668875217438
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.03828907012939453
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.05112020671367645
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.033850252628326416
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.016400694847106934
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.022951960563659668
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.029218852519989014
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.01849675178527832
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.011234879493713379
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.011159241199493408
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.018842697143554688
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.01761925220489502
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.013725757598876953
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.013297975063323975
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.03127150610089302
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.009124279022216797
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.007043343968689442
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.020668208599090576
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.011859921738505363
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.011051763780415058
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.02902831882238388
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.05589029937982559
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.03457913175225258
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.027854152023792267
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.006287813186645508
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.005511879920959473
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,-0.004063129425048828
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.015684068202972412
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.019114196300506592
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.020586427301168442
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.015172779560089111
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.014915823936462402
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.011051763780415058
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0008242027834057808
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.016035020351409912
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.021052859723567963
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.019146688282489777
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.019252777099609375
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.019627392292022705
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.033251337707042694
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.08863379061222076
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.03383627533912659
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.023905135691165924
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.013230383396148682
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.011561542749404907
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.027023911476135254
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.007661163806915283
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.016057968139648438
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.00822824239730835
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.009857177734375
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.02285081148147583
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.030399978160858154
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.018818557262420654
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.019627392292022705
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.014950454235076904
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0168312955647707
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.015024304389953613
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0009629726409912109
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.019114740192890167
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,-0.006030872464179993
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.041307397186756134
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.03102762997150421
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.015282869338989258
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0038010478019714355
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.010231614112854004
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.019238531589508057
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.019802331924438477
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.024238109588623047
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.005809664726257324
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.016530513763427734
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.01529604196548462
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.01388770341873169
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.007141677662730217
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.014115750789642334
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.007191512268036604
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.016773492097854614
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.012027710676193237
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.021691031754016876
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.014405913650989532
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.015569090843200684
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.011392474174499512
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.007954835891723633
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.02562052011489868
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.01856440119445324
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.01325458288192749
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.013555256649851799
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.00789479911327362
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.021666988730430603
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.03331199288368225
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.02758532389998436
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.01827174425125122
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.006108641624450684
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.003860175609588623
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.014957606792449951
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.017034530639648438
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.021384119987487793
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.014240622520446777
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.022955775260925293
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.0176619291305542
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.02575063705444336
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.00789479911327362
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.01508551836013794
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.020771823823451996
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.029071509838104248
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,0.04456300288438797
