数据,目标,字段,M0,M1,M2,M3,G1,G2,G3,平均背景增益,中位背景增益,放大背景占比,K1闭式误差,G2估计,背景召回前1,背景召回前3,背景召回前5,G2认证前3
NEM,机组出力_TUMUT3,风电出力预测_维多利亚,0.0,0.051811874,0.084204495,0.12153207,0.051811874,0.084204495,0.12153207,0.01728558912873268,0.01499795913696289,0.6834862385321101,0.0,0.07055975,1.0,1.0,1.0,0.08420449495315552
NEM,机组出力_TUMUT3,风电出力预测_南澳,0.0069642663,0.052954257,0.107829124,0.13746688,0.04598999,0.10086486,0.13050261,0.02150333859026432,0.019024476408958435,0.5802752293577982,0.0,0.063936286,0.0,0.0,0.0,0.067085862159729
NEM,机组出力_TUMUT3,风电出力预测_塔斯马尼亚,0.0,0.021729782,0.04731375,0.110634685,0.021729782,0.04731375,0.110634685,0.006309658754616976,0.0021122097969055176,0.286697247706422,0.0,0.042048864,0.0,0.0,0.0,0.042200446128845215
NEM,机组出力_TUMUT3,光伏出力预测_新南威尔士,0.10584637,0.16719866,0.199906,0.23870556,0.06135229,0.09405964,0.1328592,0.09591217339038849,0.10215435922145844,0.3830275229357798,0.0,0.083685756,0.0,0.0,0.0,0.08048225194215775
NEM,机组出力_TUMUT3,光伏出力预测_昆士兰,0.0913347,0.15676567,0.18824197,0.22574106,0.06543097,0.09690727,0.13440636,0.06855711340904236,0.06575426459312439,0.22477064220183487,0.0,0.077668786,0.0,0.0,0.0,0.07279658317565918
NEM,机组出力_TUMUT3,光伏出力预测_维多利亚,0.050961412,0.106578104,0.12883739,0.18101422,0.05561669,0.07787598,0.1300528,0.05337702855467796,0.056791163980960846,0.4243119266055046,0.0,0.057587408,0.0,1.0,1.0,0.07787597924470901
NEM,机组出力_TUMUT3,光伏出力预测_南澳,0.07017656,0.12529919,0.19325545,0.24309805,0.05512263,0.1230789,0.1729215,0.07351554930210114,0.07667941600084305,0.44724770642201833,0.0,0.05873651,0.0,0.0,1.0,0.10961605608463287
NEM,机组出力_TUMUT3,出清价_新南威尔士,0.37987667,0.43028373,0.43366563,0.45022082,0.050407052,0.05378896,0.07034415,0.3001645505428314,0.3220483660697937,0.10779816513761468,0.0,0.044502556,0.0,1.0,1.0,0.053788959980010986
NEM,机组出力_TUMUT3,出清价_昆士兰,0.3051998,0.33173996,0.34132528,0.3570654,0.02654016,0.03612548,0.051865608,0.22466698288917542,0.24293148517608643,0.06422018348623854,0.0,0.044656575,0.0,1.0,1.0,0.03612548112869263
NEM,机组出力_TUMUT3,出清价_维多利亚,0.065579236,0.11739111,0.12897244,0.16543974,0.051811874,0.063393205,0.099860504,0.05059194937348366,0.0516810417175293,0.2545871559633027,0.0,0.07180228,0.0,0.0,0.0,0.06197845935821533
NEM,机组出力_TUMUT3,出清价_南澳,0.04420781,0.0901978,0.11645329,0.1406793,0.04598999,0.07224548,0.09647149,0.03584959730505943,0.031394630670547485,0.27293577981651373,0.0,0.0649426,1.0,1.0,1.0,0.07224547863006592
NEM,机组出力_TUMUT3,出清价_塔斯马尼亚,0.01766169,0.07107781,0.109522745,0.14193578,0.053416118,0.091861054,0.12427409,0.028553936630487442,0.027435302734375,0.4954128440366973,0.0,0.10202823,0.0,0.0,0.0,0.0764877200126648
NEM,机组出力_TUMUT3,联络线潮流_N-Q-MNSP1,0.012770414,0.11788589,0.15810865,0.20129555,0.10511547,0.14533824,0.18852514,0.02233867533504963,0.01853927969932556,0.40825688073394495,0.0,0.09744989,0.0,1.0,1.0,0.145338237285614
NEM,机组出力_TUMUT3,联络线潮流_NSW1-QLD1,0.006002128,0.1111176,0.1702581,0.22004485,0.10511547,0.16425598,0.21404272,0.030010350048542023,0.016622424125671387,0.5114678899082569,0.0,0.17257807,1.0,1.0,1.0,0.16425597667694092
NEM,机组出力_TUMUT3,联络线潮流_T-V-MNSP1,0.055118322,0.10400051,0.12549828,0.16456208,0.048882186,0.07037996,0.109443754,0.04703381657600403,0.047908179461956024,0.36009174311926606,0.0,0.060775727,0.0,0.0,0.0,0.06379543244838715
NEM,机组出力_TUMUT3,联络线潮流_V-S-MNSP1,0.022182465,0.05122964,0.13177739,0.16423576,0.029047176,0.109594926,0.14205329,0.022595252841711044,0.022061094641685486,0.24311926605504589,0.0,0.0668667,1.0,1.0,1.0,0.10959492623806
NEM,机组出力_TUMUT3,联络线潮流_V-SA,0.002379775,0.024089098,0.06958181,0.1249253,0.021709323,0.06720203,0.122545525,0.00975820142775774,0.008335322141647339,0.3944954128440367,0.0,0.04514739,0.0,0.0,0.0,0.04165583848953247
NEM,机组出力_TUMUT3,联络线潮流_VIC1-NSW1,0.0,0.05535733,0.11974041,0.16977654,0.05535733,0.11974041,0.16977654,0.016880134120583534,0.010077029466629028,0.5,0.0,0.09151844,0.0,0.0,0.0,0.10334034264087677
NEM,机组出力_PPCCGT,实际需求_新南威尔士,0.13666797,0.1835438,0.2333461,0.2444318,0.046875834,0.09667814,0.10776383,0.08095180988311768,0.08153611421585083,0.13990825688073394,0.0,0.10196258,1.0,1.0,1.0,0.09667813777923584
NEM,机组出力_PPCCGT,实际需求_昆士兰,0.063301146,0.13752389,0.20811206,0.20811206,0.07422274,0.14481091,0.14481091,0.04707470163702965,0.042267970740795135,0.1743119266055046,0.0,0.13943003,1.0,1.0,1.0,0.14481091499328613
NEM,机组出力_PPCCGT,实际需求_维多利亚,0.23650813,0.30329132,0.32326126,0.34070432,0.06678319,0.08675313,0.10419619,0.13850677013397217,0.1461433470249176,0.09862385321100918,0.0,0.0900155,1.0,1.0,1.0,0.08675312995910645
NEM,机组出力_PPCCGT,实际需求_南澳,0.25425565,0.40868986,0.4252681,0.4252681,0.1544342,0.17101246,0.17101246,0.15060997009277344,0.12469977140426636,0.14678899082568808,0.0,0.17617756,1.0,1.0,1.0,0.17101246118545532
NEM,机组出力_PPCCGT,实际需求_塔斯马尼亚,0.1331572,0.19115382,0.21204495,0.22789347,0.05799663,0.07888776,0.09473628,0.08490706235170364,0.09101128578186035,0.16743119266055045,0.0,0.08833778,0.0,1.0,1.0,0.07888776063919067
NEM,机组出力_PPCCGT,可用发电容量_新南威尔士,0.04965623,0.11721766,0.17324722,0.18996668,0.06756143,0.12359099,0.14031045,0.05040827766060829,0.0449211522936821,0.35091743119266056,0.0,0.114849254,1.0,1.0,1.0,0.12359099090099335
NEM,机组出力_PPCCGT,可用发电容量_昆士兰,0.01705265,0.090736926,0.104688525,0.1293289,0.073684275,0.087635875,0.112276256,0.03931346535682678,0.03569364547729492,0.6536697247706422,0.0,0.08345067,1.0,1.0,1.0,0.08763587474822998
NEM,机组出力_PPCCGT,可用发电容量_维多利亚,0.12977552,0.18273151,0.21356082,0.23285204,0.052955985,0.083785295,0.10307652,0.09176621586084366,0.09195026755332947,0.21788990825688073,0.0,0.080733225,1.0,1.0,1.0,0.0837852954864502
NEM,机组出力_PPCCGT,可用发电容量_南澳,0.020596921,0.28520387,0.3619395,0.38210237,0.26460695,0.34134257,0.36150545,0.056933123618364334,0.04092717170715332,0.7064220183486238,0.0,0.34501883,1.0,1.0,1.0,0.341342568397522
NEM,机组出力_PPCCGT,可用发电容量_塔斯马尼亚,0.027680993,0.12300998,0.16149424,0.1884951,0.09532899,0.13381325,0.1608141,0.046715229749679565,0.039840370416641235,0.5642201834862385,0.0,0.13537851,1.0,1.0,1.0,0.13381324708461761
NEM,机组出力_PPCCGT,风电出力预测_新南威尔士,0.03844291,0.09501946,0.14147148,0.17061609,0.05657655,0.103028566,0.13217318,0.04379885271191597,0.040728360414505005,0.4151376146788991,0.0,0.10163765,1.0,1.0,1.0,0.1030285656452179
NEM,机组出力_PPCCGT,风电出力预测_昆士兰,0.034789443,0.07694888,0.11195427,0.11984372,0.042159438,0.07716483,0.08505428,0.022896651178598404,0.017291486263275146,0.1651376146788991,0.0,0.079533346,1.0,1.0,1.0,0.07716482877731323
NEM,机组出力_PPCCGT,风电出力预测_维多利亚,0.19041342,0.28138232,0.30370784,0.32231104,0.09096891,0.11329442,0.13189763,0.1494791954755783,0.15920314192771912,0.3165137614678899,0.0,0.11392468,1.0,1.0,1.0,0.11329442262649536
NEM,机组出力_PPCCGT,风电出力预测_南澳,0.1867705,0.45137745,0.6028232,0.6084738,0.26460695,0.4160527,0.42170328,0.20205159485340118,0.1954561471939087,0.4954128440366973,0.0,0.43866992,1.0,1.0,1.0,0.4160526990890503
NEM,机组出力_PPCCGT,风电出力预测_塔斯马尼亚,0.04368013,0.13900912,0.19440275,0.20876676,0.09532899,0.15072262,0.16508663,0.0399107001721859,0.03709203004837036,0.2018348623853211,0.0,0.14904815,1.0,1.0,1.0,0.15072262287139893
NEM,机组出力_PPCCGT,光伏出力预测_新南威尔士,0.14696133,0.31350142,0.344877,0.35417455,0.16654009,0.19791567,0.20721322,0.09240315109491348,0.0759868249297142,0.19724770642201836,0.0,0.19857529,1.0,1.0,1.0,0.1979156732559204
NEM,机组出力_PPCCGT,光伏出力预测_昆士兰,0.15576564,0.29465473,0.35317543,0.35317543,0.13888909,0.1974098,0.1974098,0.1034160777926445,0.08884817361831665,0.1834862385321101,0.0,0.20439756,1.0,1.0,1.0,0.19740979373455048
NEM,机组出力_PPCCGT,光伏出力预测_维多利亚,0.15292323,0.31198442,0.3420679,0.34786272,0.1590612,0.18914467,0.1949395,0.0909145250916481,0.07235361635684967,0.1834862385321101,0.0,0.19419055,1.0,1.0,1.0,0.18914467096328735
NEM,机组出力_PPCCGT,光伏出力预测_南澳,0.16495037,0.3093158,0.34794927,0.35038096,0.14436543,0.1829989,0.18543059,0.10780572146177292,0.08761308342218399,0.20412844036697247,0.0,0.18707825,1.0,1.0,1.0,0.1829988956451416
NEM,机组出力_PPCCGT,出清价_新南威尔士,0.25662273,0.2673999,0.2764771,0.2764771,0.010777175,0.019854367,0.019854367,0.1298271119594574,0.1375027894973755,0.009174311926605505,0.0,0.015779912,0.0,1.0,1.0,0.019854366779327393
NEM,机组出力_PPCCGT,出清价_昆士兰,0.14056265,0.20708722,0.23825204,0.25664973,0.066524565,0.09768939,0.11608708,0.07932797819375992,0.06760594248771667,0.0963302752293578,0.0,0.10318391,1.0,1.0,1.0,0.09768939018249512
NEM,机组出力_PPCCGT,出清价_维多利亚,0.51523423,0.5161826,0.5186352,0.5186352,0.0009483695,0.0034009814,0.0034009814,0.3060060441493988,0.33751288056373596,0.0,0.0,0.004102826,0.0,0.0,1.0,0.0009483695030212402
NEM,机组出力_PPCCGT,出清价_南澳,0.5480714,0.5740544,0.5740544,0.5740544,0.025983036,0.025983036,0.025983036,0.3311239778995514,0.3547486960887909,0.0045871559633027525,0.0,0.030296385,1.0,1.0,1.0,0.025983035564422607
NEM,机组出力_PPCCGT,出清价_塔斯马尼亚,0.40948054,0.42730093,0.42931032,0.42931032,0.017820388,0.01982978,0.01982978,0.23913906514644623,0.2665891647338867,0.0045871559633027525,0.0,0.01873812,0.0,1.0,1.0,0.019829779863357544
NEM,机组出力_PPCCGT,联络线潮流_N-Q-MNSP1,0.11359745,0.15341817,0.17654496,0.19475985,0.039820716,0.06294751,0.08116239,0.08522671461105347,0.09150195121765137,0.16972477064220184,3.7252903e-09,0.05431775,0.0,0.0,0.0,0.049780070781707764
NEM,机组出力_PPCCGT,联络线潮流_NSW1-QLD1,0.057073116,0.19348286,0.21949068,0.23645824,0.13640974,0.16241756,0.17938513,0.07190675288438797,0.06573685258626938,0.481651376146789,0.0,0.15954936,1.0,1.0,1.0,0.16241756081581116
NEM,机组出力_PPCCGT,联络线潮流_T-V-MNSP1,0.11165317,0.16825972,0.19792356,0.21671987,0.056606553,0.086270384,0.105066694,0.07322698831558228,0.07216483354568481,0.13302752293577982,0.0,0.07930809,0.0,0.0,1.0,0.0748162791132927
NEM,机组出力_PPCCGT,联络线潮流_V-S-MNSP1,0.12993455,0.17503327,0.20287895,0.21586297,0.045098722,0.0729444,0.085928425,0.08909162133932114,0.086875319480896,0.12155963302752294,0.0,0.07385488,1.0,1.0,1.0,0.07294440269470215
NEM,机组出力_PPCCGT,联络线潮流_V-SA,0.10532993,0.16121364,0.19929975,0.2341808,0.055883706,0.09396982,0.12885086,0.0777316689491272,0.07698464393615723,0.19036697247706422,0.0,0.10032524,1.0,1.0,1.0,0.09396982192993164
NEM,机组出力_PPCCGT,联络线潮流_VIC1-NSW1,0.07640469,0.24294478,0.25864324,0.2659955,0.16654009,0.18223855,0.18959081,0.09919165074825287,0.09023979306221008,0.5206422018348624,0.0,0.1840981,0.0,1.0,1.0,0.18223854899406433
PJM-load,metered_load_mw,rmccp,0.05972296,0.10682151,0.12607878,0.14889988,0.047098547,0.066355824,0.08917692,0.03638505935668945,0.02954263985157013,0.15086206896551724,0.0,0.031533577,0.0,1.0,1.0,0.06635582447052002
PJM-load,metered_load_mw,rmpcp,0.071960896,0.0924572,0.09671755,0.10118073,0.020496301,0.024756655,0.029219836,0.045502107590436935,0.045049265027046204,0.04310344827586207,0.0,0.0013736859,1.0,1.0,1.0,0.02475665509700775
PJM-load,metered_load_mw,total_pjm_reg_purchases,0.12520224,0.14259446,0.15782353,0.16512704,0.017392218,0.032621294,0.0399248,0.07874636352062225,0.07734015583992004,0.05172413793103448,0.0,0.019786507,0.0,1.0,1.0,0.032621294260025024
PJM-load,metered_load_mw,total_pjm_self_sched_reg,0.014922082,0.053638473,0.09527272,0.10814482,0.03871639,0.08035064,0.09322274,0.025015387684106827,0.02301841974258423,0.44396551724137934,0.0,0.083814904,1.0,1.0,1.0,0.08035063743591309
PJM-load,metered_load_mw,total_pjm_assigned_reg,0.019204125,0.057920516,0.082179725,0.10953608,0.03871639,0.0629756,0.09033196,0.03013104945421219,0.028331279754638672,0.4870689655172414,0.0,0.050902974,1.0,1.0,1.0,0.06297560036182404
PJM-load,metered_load_mw,da_as_mcp_primary_reserve,0.13190252,0.13958016,0.16769066,0.16769066,0.0076776445,0.03578815,0.03578815,0.059074271470308304,0.059578120708465576,0.017241379310344827,0.0,0.028600082,0.0,1.0,1.0,0.035788148641586304
PJM-load,metered_load_mw,da_as_mcp_synchronized_reserve,0.135751,0.17536855,0.19558388,0.2364181,0.039617553,0.059832886,0.100667104,0.07720372825860977,0.07690082490444183,0.09482758620689655,0.0,0.040474474,1.0,1.0,1.0,0.05983288586139679
PJM-load,metered_load_mw,da_as_as_req_mw_primary_reserve,0.18310922,0.36943004,0.36943004,0.36943004,0.18632081,0.18632081,0.18632081,0.15188774466514587,0.15879732370376587,0.2543103448275862,0.0,0.17224774,1.0,1.0,1.0,0.18632081151008606
PJM-load,metered_load_mw,da_as_as_req_mw_thirty_minutes_reserve,0.13296571,0.31458962,0.31458962,0.31458962,0.1816239,0.1816239,0.1816239,0.11625194549560547,0.1303713321685791,0.3448275862068966,0.0,0.18391454,1.0,1.0,1.0,0.1816239058971405
PJM-load,metered_load_mw,da_as_ss_mw_primary_reserve,0.08014064,0.113959044,0.13257115,0.134341,0.0338184,0.052430503,0.05420036,0.06583547592163086,0.06464743614196777,0.16810344827586207,7.450581e-09,0.021408863,0.0,0.0,0.0,0.032400064170360565
PJM-load,metered_load_mw,da_as_nsr_mw_primary_reserve,0.40547714,0.40547714,0.40547714,0.40547714,0.0,0.0,0.0,0.25317996740341187,0.24692553281784058,0.0,0.0,0.0,1.0,1.0,1.0,
PJM-load,metered_load_mw,system_energy_price_da,0.450578,0.48668107,0.50180054,0.5037279,0.03610307,0.051222533,0.05314991,0.27778202295303345,0.30632856488227844,0.06896551724137931,0.0,0.04516366,1.0,1.0,1.0,0.051222532987594604
PJM-load,metered_load_mw,total_lmp_rt,0.33851445,0.36156186,0.37010106,0.37694368,0.023047417,0.031586617,0.03842923,0.18198639154434204,0.19710363447666168,0.03017241379310345,0.0,0.019996047,0.0,1.0,1.0,0.03158661723136902
PJM-load,metered_load_mw,marginal_loss_price_rt,0.38204372,0.4019249,0.40930605,0.40930605,0.019881189,0.02726233,0.02726233,0.21806876361370087,0.22531990706920624,0.021551724137931036,1.4901161e-08,0.00410977,0.0,0.0,0.0,0.017905086278915405
PJM-load,metered_load_mw,gross_sched_interchange_mw,0.057204366,0.08842754,0.10977355,0.10977355,0.031223178,0.05256918,0.05256918,0.036725111305713654,0.03708082437515259,0.09051724137931035,0.0,0.031695478,0.0,0.0,0.0,0.031223177909851074
PJM-load,metered_load_mw,congestion_price_da,0.25373554,0.2600026,0.28949004,0.3043333,0.006267071,0.0357545,0.050597757,0.12008757144212723,0.0997278094291687,0.01293103448275862,0.0,0.009780496,0.0,0.0,0.0,0.024909913539886475
PJM-load,metered_load_mw,marginal_loss_price_da,0.34778696,0.35590935,0.37395146,0.37395146,0.008122385,0.026164502,0.026164502,0.1687881499528885,0.1683216691017151,0.008620689655172414,0.0,0.0052227676,0.0,1.0,1.0,0.026164501905441284
PJM-load,metered_load_mw,total_lmp_da,0.4755779,0.5027406,0.52182466,0.52182466,0.02716273,0.046246767,0.046246767,0.29234471917152405,0.3158074617385864,0.04310344827586207,1.4901161e-08,0.040036976,1.0,1.0,1.0,0.04624676704406738
PJM-load,metered_load_mw,congestion_price_rt,0.11960831,0.17571303,0.18206283,0.20850307,0.05610472,0.06245452,0.088894755,0.061267659068107605,0.048624634742736816,0.09482758620689655,0.0,0.055887476,0.0,1.0,1.0,0.06245452165603638
PJM-load,metered_load_mw,da_as_total_mw_primary_reserve,0.20819244,0.37132847,0.37132847,0.37132847,0.16313604,0.16313604,0.16313604,0.16149646043777466,0.16590598225593567,0.12931034482758622,0.0,0.16373262,1.0,1.0,1.0,0.16313603520393372
PJM-load,metered_load_mw,da_as_total_mw_synchronized_reserve,0.31184605,0.34126598,0.34126598,0.34126598,0.029419929,0.029419929,0.029419929,0.20065833628177643,0.190047025680542,0.01293103448275862,0.0,0.038105786,1.0,1.0,1.0,0.029419928789138794
PJM-load,metered_load_mw,da_as_total_mw_thirty_minutes_reserve,0.12207085,0.30839166,0.3423538,0.35187766,0.18632081,0.22028294,0.22980681,0.1307728886604309,0.11788594722747803,0.41379310344827586,0.0,0.21013203,1.0,1.0,1.0,0.22028294205665588
PJM-gen/ic,total_gen,forecast_load_mw_latest_available,0.97423005,0.97423005,0.97423005,0.97423005,0.0,0.0,0.0,0.5902072191238403,0.6182161569595337,0.0,0.0,0.0,1.0,1.0,1.0,
PJM-gen/ic,total_gen,forecast_load_mw_day_ahead,0.96796685,0.96796685,0.96796685,0.96796685,0.0,0.0,0.0,0.5840981602668762,0.6124576926231384,0.0,0.0,0.0,1.0,1.0,1.0,
PJM-gen/ic,total_gen,rmccp,0.046159327,0.08909041,0.14066198,0.14066198,0.04293108,0.09450266,0.09450266,0.027358757331967354,0.021313577890396118,0.1588447653429603,0.0,0.031294655,0.0,0.0,0.0,0.06553539633750916
PJM-gen/ic,total_gen,rmpcp,0.08140446,0.100850284,0.16371205,0.16371205,0.019445822,0.08230759,0.08230759,0.044181205332279205,0.04408501088619232,0.06498194945848375,0.0,0.0,0.0,0.0,0.0,0.0
PJM-gen/ic,total_gen,total_pjm_reg_purchases,0.13202107,0.15314156,0.21029983,0.21029983,0.021120489,0.078278765,0.078278765,0.07438305765390396,0.08438968658447266,0.036101083032490974,0.0,0.0295268,0.0,0.0,0.0,0.023020267486572266
PJM-gen/ic,total_gen,total_pjm_self_sched_reg,0.012285233,0.07156795,0.13703744,0.13703744,0.05928272,0.12475221,0.12475221,0.024091411381959915,0.023698270320892334,0.51985559566787,0.0,0.08280792,0.0,0.0,0.0,0.09929633140563965
PJM-gen/ic,total_gen,total_pjm_assigned_reg,0.018811405,0.078094125,0.1485023,0.15598962,0.05928272,0.1296909,0.13717821,0.030516304075717926,0.027567699551582336,0.48375451263537905,0.0,0.055575375,0.0,0.0,0.0,0.08378136157989502
PJM-gen/ic,total_gen,da_as_mcp_primary_reserve,0.111111164,0.12378231,0.148911,0.148911,0.012671143,0.037799835,0.037799835,0.0471959225833416,0.046152591705322266,0.032490974729241874,0.0,0.029075325,0.0,0.0,0.0,0.03151381015777588
PJM-gen/ic,total_gen,da_as_mcp_synchronized_reserve,0.112578824,0.15167066,0.16616121,0.17241386,0.03909184,0.053582385,0.05983503,0.06201210618019104,0.0600396990776062,0.11552346570397112,0.0,0.041037887,0.0,0.0,0.0,0.04952751100063324
PJM-gen/ic,total_gen,da_as_as_req_mw_primary_reserve,0.23923856,0.4035465,0.4035465,0.4035465,0.16430795,0.16430795,0.16430795,0.15859776735305786,0.17780157923698425,0.16967509025270758,0.0,0.1533213,1.0,1.0,1.0,0.16430795192718506
PJM-gen/ic,total_gen,da_as_as_req_mw_thirty_minutes_reserve,0.16888335,0.33361822,0.3356921,0.3356921,0.16473487,0.16680875,0.16680875,0.11539814621210098,0.13878858089447021,0.24548736462093862,0.0,0.17006223,0.0,1.0,1.0,0.16680875420570374
PJM-gen/ic,total_gen,da_as_ss_mw_primary_reserve,0.07712065,0.11885971,0.13310736,0.13310736,0.04173906,0.055986717,0.055986717,0.055534347891807556,0.060980603098869324,0.1407942238267148,0.0,0.012483135,0.0,1.0,1.0,0.05598671734333038
PJM-gen/ic,total_gen,da_as_nsr_mw_primary_reserve,0.41533318,0.41533318,0.45373076,0.45373076,0.0,0.03839758,0.03839758,0.2259938269853592,0.25653183460235596,0.0036101083032490976,0.0,0.0,0.0,0.0,0.0,0.0
PJM-gen/ic,total_gen,system_energy_price_da,0.38238683,0.4208423,0.468086,0.468086,0.038455456,0.08569917,0.08569917,0.20486067235469818,0.22605884075164795,0.09025270758122744,0.0,0.08083585,1.0,1.0,1.0,0.0856991708278656
PJM-gen/ic,total_gen,total_lmp_rt,0.2842508,0.30311087,0.3225454,0.3225454,0.018860072,0.038294613,0.038294613,0.13431967794895172,0.14201819896697998,0.04693140794223827,0.0,0.016509533,1.0,1.0,1.0,0.03829461336135864
PJM-gen/ic,total_gen,marginal_loss_price_rt,0.32749444,0.35351658,0.36019957,0.3646422,0.026022136,0.03270513,0.03714776,0.15913748741149902,0.16761255264282227,0.018050541516245487,0.0,0.006575227,1.0,1.0,1.0,0.03270512819290161
PJM-gen/ic,total_gen,gross_sched_interchange_mw,0.09154725,0.1232419,0.16524582,0.16524582,0.03169465,0.073698565,0.073698565,0.051310233771800995,0.053895503282547,0.05415162454873646,0.0,0.03212733,0.0,0.0,0.0,0.031694650650024414
PJM-gen/ic,total_gen,congestion_price_da,0.22983086,0.24063516,0.2503454,0.25613362,0.010804296,0.020514548,0.026302755,0.0944303572177887,0.08130928874015808,0.018050541516245487,0.0,0.0031507462,0.0,1.0,1.0,0.02051454782485962
PJM-gen/ic,total_gen,marginal_loss_price_da,0.2960081,0.31462878,0.31462878,0.31462878,0.01862067,0.01862067,0.01862067,0.12052331119775772,0.12053197622299194,0.010830324909747292,0.0,0.005436778,1.0,1.0,1.0,0.018620669841766357
PJM-gen/ic,total_gen,total_lmp_da,0.41014063,0.45973116,0.4890659,0.4890659,0.049590528,0.07892525,0.07892525,0.21826165914535522,0.22965186834335327,0.05415162454873646,0.0,0.074118644,1.0,1.0,1.0,0.0789252519607544
PJM-gen/ic,total_gen,congestion_price_rt,0.096121155,0.15020332,0.1618278,0.16794598,0.054082163,0.06570665,0.07182483,0.04630778729915619,0.037249207496643066,0.09747292418772563,7.450581e-09,0.053637818,0.0,1.0,1.0,0.06570664793252945
PJM-gen/ic,total_gen,da_as_total_mw_primary_reserve,0.2528533,0.3899806,0.3899806,0.3899806,0.13712731,0.13712731,0.13712731,0.1605677306652069,0.18368491530418396,0.09747292418772563,0.0,0.13657674,1.0,1.0,1.0,0.13712731003761292
PJM-gen/ic,total_gen,da_as_total_mw_synchronized_reserve,0.33131355,0.35390386,0.42238492,0.42238492,0.02259031,0.09107137,0.09107137,0.18317270278930664,0.2026163935661316,0.018050541516245487,0.0,0.039500058,0.0,0.0,0.0,0.022590309381484985
PJM-gen/ic,total_gen,da_as_total_mw_thirty_minutes_reserve,0.11698896,0.28172383,0.31804729,0.31804729,0.16473487,0.20105833,0.20105833,0.1118173822760582,0.1091533899307251,0.41155234657039713,0.0,0.19401735,1.0,1.0,1.0,0.20105832815170288
PJM-gen/ic,net_actual_interchange_mw,forecast_load_mw_latest_available,0.070694804,0.2267195,0.29361314,0.29887223,0.1560247,0.22291833,0.22817743,0.10356276482343674,0.0876130759716034,0.5487364620938628,0.0,0.2234651,1.0,1.0,1.0,0.2229183316230774
PJM-gen/ic,net_actual_interchange_mw,forecast_load_mw_day_ahead,0.07201958,0.22768128,0.2944625,0.30166167,0.1556617,0.22244292,0.2296421,0.10383264720439911,0.08711054921150208,0.5306859205776173,0.0,0.22909269,1.0,1.0,1.0,0.22244292497634888
PJM-gen/ic,net_actual_interchange_mw,rmccp,0.027919352,0.05867684,0.07019061,0.08950992,0.030757487,0.042271256,0.061590567,0.016421979293227196,0.015263497829437256,0.10469314079422383,0.0,0.05134457,0.0,1.0,1.0,0.04227125644683838
PJM-gen/ic,net_actual_interchange_mw,rmpcp,0.073079795,0.08367887,0.11551717,0.14486295,0.010599077,0.042437375,0.071783155,0.04177727550268173,0.040598392486572266,0.04332129963898917,0.0,0.0,0.0,0.0,0.0,0.020674854516983032
PJM-gen/ic,net_actual_interchange_mw,total_pjm_reg_purchases,0.17829764,0.22172844,0.2458235,0.25869665,0.043430805,0.06752586,0.08039901,0.11842029541730881,0.12701350450515747,0.07220216606498195,0.0,0.07190944,1.0,1.0,1.0,0.06752586364746094
PJM-gen/ic,net_actual_interchange_mw,total_pjm_self_sched_reg,0.025871575,0.14573616,0.17740057,0.18601158,0.11986458,0.151529,0.16014001,0.035655658692121506,0.028836548328399658,0.3140794223826715,0.0,0.13685387,1.0,1.0,1.0,0.151528999209404
PJM-gen/ic,net_actual_interchange_mw,total_pjm_assigned_reg,0.09508151,0.21494609,0.27710164,0.2860771,0.11986458,0.18202013,0.1909956,0.0718904659152031,0.06765538454055786,0.1371841155234657,0.0,0.17376828,1.0,1.0,1.0,0.1820201277732849
PJM-gen/ic,net_actual_interchange_mw,da_as_mcp_primary_reserve,0.015216261,0.095541894,0.095541894,0.095541894,0.08032563,0.08032563,0.08032563,0.022334406152367592,0.01904737949371338,0.34657039711191334,0.0,0.06680581,0.0,0.0,0.0,0.06113475561141968
PJM-gen/ic,net_actual_interchange_mw,da_as_mcp_synchronized_reserve,0.025481878,0.08695802,0.11742996,0.11742996,0.06147614,0.09194808,0.09194808,0.03454464673995972,0.0309983491897583,0.4223826714801444,0.0,0.070588276,0.0,0.0,0.0,0.06679636240005493
PJM-gen/ic,net_actual_interchange_mw,da_as_as_req_mw_primary_reserve,0.41262826,0.4336522,0.4336522,0.4336522,0.02102393,0.02102393,0.02102393,0.28871437907218933,0.31845149397850037,0.010830324909747292,1.8626451e-09,0.0,0.0,0.0,0.0,0.002290010452270508
PJM-gen/ic,net_actual_interchange_mw,da_as_as_req_mw_thirty_minutes_reserve,0.26366407,0.29217005,0.293018,0.297323,0.028505981,0.029353946,0.03365892,0.17481909692287445,0.20093607902526855,0.05415162454873646,7.450581e-09,0.023257524,0.0,1.0,1.0,0.029353946447372437
PJM-gen/ic,net_actual_interchange_mw,da_as_ss_mw_primary_reserve,0.06788907,0.096395046,0.10174456,0.12493074,0.028505974,0.03385549,0.057041667,0.055956657975912094,0.055048853158950806,0.11191335740072202,7.450581e-09,0.009603217,0.0,0.0,0.0,0.032620690762996674
PJM-gen/ic,net_actual_interchange_mw,da_as_nsr_mw_primary_reserve,0.23110737,0.23235306,0.2437509,0.2437509,0.0012456924,0.012643531,0.012643531,0.15574070811271667,0.15887898206710815,0.0036101083032490976,0.0,0.0,0.0,0.0,0.0,0.0
