confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9679015688598156,0.013894095085561275,True
total_gen,0.9566390253603458,0.019840287044644356,True
da_as_total_mw_primary_reserve,0.9543461352586746,0.06321600824594498,True
da_as_total_mw_synchronized_reserve,0.8936352506279945,0.08938823640346527,True
total_lmp_da,0.8684721291065216,0.057183634489774704,True
total_losses,0.6814507246017456,0.2798027992248535,True
marginal_loss_price_da,0.47131872177124023,0.28991660475730896,True
congestion_price_rt,0.4611940383911133,0.8815726041793823,True
da_as_total_mw_thirty_minutes_reserve,0.37490105628967285,0.44913268089294434,True
congestion_price_da,0.2624524235725403,1.2519466876983643,True
gross_actual_interchange_mw,0.18346822261810303,0.47732821106910706,True
net_actual_interchange_mw,-0.6866083145141602,1.3025797605514526,True
