target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,7,1.9244768619537354,0.9889854692869642
gross_actual_interchange_mw,10,2.25779390335083,0.9805474335000692
total_gen,25,2.7921524047851562,0.8674309158538239
metered_load_mw,26,2.7673428058624268,0.8493740972890044
total_losses,17,2.6065781116485596,0.9200077068382042
congestion_price_da,5,1.6040035486221313,0.9966234399165171
congestion_price_rt,10,1.904056429862976,0.8269212007218965
marginal_loss_price_da,20,2.7309329509735107,0.9116078145840666
total_lmp_da,31,2.9182701110839844,0.8498197393608277
da_as_total_mw_primary_reserve,9,1.7424683570861816,0.7930315248879309
da_as_total_mw_synchronized_reserve,7,1.6544708013534546,0.8502298023146935
da_as_total_mw_thirty_minutes_reserve,18,2.670241117477417,0.9238400251395428
