field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,0.7479766607284546,0.4997867047147701,True
gross_actual_interchange_mw,0.2460934792895835,0.7276989221572876,0.4816054428677041,True
total_gen,0.9906449538219424,0.9861482977867126,-0.004496656035229751,True
metered_load_mw,0.9762308832723112,0.9878870844841003,0.011656201211789119,True
total_losses,0.6540839836602339,0.7781097888946533,0.12402580523441942,True
congestion_price_da,0.0475838272605031,0.33975011110305786,0.2921662838425548,True
congestion_price_rt,0.4561738508473963,0.5451282262802124,0.08895437543281609,True
marginal_loss_price_da,0.4407231017762543,0.7167049050331116,0.2759818032568573,True
total_lmp_da,0.9299314144617218,0.97740638256073,0.0474749680990082,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9468857645988464,-0.028342054358915125,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9092661142349243,-0.03257699681072246,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.8070018291473389,0.3500977911428348,True
