数据,目标,字段,名次,背景,Δ
PJM-gen/ic,net_actual_interchange_mw,marginal_loss_price_rt,2,forecast_load_mw_latest_available + gross_sched_interchange_mw,0.20190227031707764
PJM-gen/ic,net_actual_interchange_mw,marginal_loss_price_rt,3,forecast_load_mw_day_ahead,0.15877866744995117
PJM-gen/ic,net_actual_interchange_mw,marginal_loss_price_rt,4,forecast_load_mw_latest_available,0.15752780437469482
PJM-gen/ic,net_actual_interchange_mw,marginal_loss_price_rt,5,forecast_load_mw_latest_available + forecast_load_mw_day_ahead,0.1529563069343567
PJM-gen/ic,net_actual_interchange_mw,gross_sched_interchange_mw,1,total_pjm_assigned_reg + marginal_loss_price_rt,0.312976598739624
PJM-gen/ic,net_actual_interchange_mw,gross_sched_interchange_mw,2,rmpcp + marginal_loss_price_rt,0.3129754364490509
PJM-gen/ic,net_actual_interchange_mw,gross_sched_interchange_mw,3,marginal_loss_price_rt,0.30822181701660156
PJM-gen/ic,net_actual_interchange_mw,gross_sched_interchange_mw,4,total_lmp_rt + marginal_loss_price_rt,0.3080363869667053
PJM-gen/ic,net_actual_interchange_mw,gross_sched_interchange_mw,5,total_pjm_reg_purchases + marginal_loss_price_rt,0.3003664016723633
PJM-gen/ic,net_actual_interchange_mw,congestion_price_da,1,forecast_load_mw_day_ahead + total_pjm_self_sched_reg,0.13001805543899536
PJM-gen/ic,net_actual_interchange_mw,congestion_price_da,2,forecast_load_mw_latest_available + total_pjm_self_sched_reg,0.12692326307296753
PJM-gen/ic,net_actual_interchange_mw,congestion_price_da,3,forecast_load_mw_latest_available + da_as_ss_mw_primary_reserve,0.12467381358146667
PJM-gen/ic,net_actual_interchange_mw,congestion_price_da,4,forecast_load_mw_day_ahead,0.12276226282119751
PJM-gen/ic,net_actual_interchange_mw,congestion_price_da,5,forecast_load_mw_day_ahead + gross_sched_interchange_mw,0.12208646535873413
PJM-gen/ic,net_actual_interchange_mw,marginal_loss_price_da,1,forecast_load_mw_day_ahead + gross_sched_interchange_mw,0.17734867334365845
PJM-gen/ic,net_actual_interchange_mw,marginal_loss_price_da,2,forecast_load_mw_latest_available + gross_sched_interchange_mw,0.17588001489639282
PJM-gen/ic,net_actual_interchange_mw,marginal_loss_price_da,3,forecast_load_mw_day_ahead + da_as_ss_mw_primary_reserve,0.17237477004528046
PJM-gen/ic,net_actual_interchange_mw,marginal_loss_price_da,4,forecast_load_mw_latest_available + rmccp,0.1689525544643402
PJM-gen/ic,net_actual_interchange_mw,marginal_loss_price_da,5,forecast_load_mw_day_ahead,0.16780489683151245
PJM-gen/ic,net_actual_interchange_mw,total_lmp_da,1,forecast_load_mw_day_ahead + gross_sched_interchange_mw,0.275065541267395
PJM-gen/ic,net_actual_interchange_mw,total_lmp_da,2,forecast_load_mw_latest_available + gross_sched_interchange_mw,0.271655797958374
PJM-gen/ic,net_actual_interchange_mw,total_lmp_da,3,forecast_load_mw_latest_available,0.24676728248596191
PJM-gen/ic,net_actual_interchange_mw,total_lmp_da,4,forecast_load_mw_day_ahead,0.24589693546295166
PJM-gen/ic,net_actual_interchange_mw,total_lmp_da,5,forecast_load_mw_day_ahead + da_as_ss_mw_primary_reserve,0.24542643129825592
PJM-gen/ic,net_actual_interchange_mw,congestion_price_rt,1,forecast_load_mw_day_ahead + gross_sched_interchange_mw,0.09843975305557251
PJM-gen/ic,net_actual_interchange_mw,congestion_price_rt,2,forecast_load_mw_latest_available + gross_sched_interchange_mw,0.09651511907577515
PJM-gen/ic,net_actual_interchange_mw,congestion_price_rt,3,forecast_load_mw_day_ahead + da_as_ss_mw_primary_reserve,0.09361284971237183
PJM-gen/ic,net_actual_interchange_mw,congestion_price_rt,4,forecast_load_mw_day_ahead + total_pjm_self_sched_reg,0.07918941974639893
PJM-gen/ic,net_actual_interchange_mw,congestion_price_rt,5,forecast_load_mw_latest_available + total_pjm_self_sched_reg,0.07312852144241333
PJM-gen/ic,net_actual_interchange_mw,da_as_total_mw_primary_reserve,1,marginal_loss_price_da,0.3431380093097687
PJM-gen/ic,net_actual_interchange_mw,da_as_total_mw_primary_reserve,2,marginal_loss_price_da + total_lmp_da,0.33784961700439453
PJM-gen/ic,net_actual_interchange_mw,da_as_total_mw_primary_reserve,3,da_as_mcp_synchronized_reserve + marginal_loss_price_da,0.3353172242641449
PJM-gen/ic,net_actual_interchange_mw,da_as_total_mw_primary_reserve,4,da_as_ss_mw_primary_reserve + marginal_loss_price_da,0.3345394730567932
PJM-gen/ic,net_actual_interchange_mw,da_as_total_mw_primary_reserve,5,da_as_mcp_primary_reserve + marginal_loss_price_da,0.3214232623577118
PJM-gen/ic,net_actual_interchange_mw,da_as_total_mw_synchronized_reserve,1,da_as_mcp_primary_reserve + marginal_loss_price_da,0.29090234637260437
PJM-gen/ic,net_actual_interchange_mw,da_as_total_mw_synchronized_reserve,2,da_as_mcp_synchronized_reserve + marginal_loss_price_da,0.29013317823410034
PJM-gen/ic,net_actual_interchange_mw,da_as_total_mw_synchronized_reserve,3,da_as_mcp_primary_reserve,0.2807222604751587
PJM-gen/ic,net_actual_interchange_mw,da_as_total_mw_synchronized_reserve,4,da_as_mcp_primary_reserve + da_as_mcp_synchronized_reserve,0.2764357626438141
PJM-gen/ic,net_actual_interchange_mw,da_as_total_mw_synchronized_reserve,5,rmccp + da_as_mcp_primary_reserve,0.27266189455986023
PJM-gen/ic,net_actual_interchange_mw,da_as_total_mw_thirty_minutes_reserve,1,forecast_load_mw_latest_available + forecast_load_mw_day_ahead,0.27586179971694946
PJM-gen/ic,net_actual_interchange_mw,da_as_total_mw_thirty_minutes_reserve,2,forecast_load_mw_latest_available,0.25872546434402466
PJM-gen/ic,net_actual_interchange_mw,da_as_total_mw_thirty_minutes_reserve,3,forecast_load_mw_day_ahead + da_as_ss_mw_primary_reserve,0.2538599967956543
PJM-gen/ic,net_actual_interchange_mw,da_as_total_mw_thirty_minutes_reserve,4,forecast_load_mw_day_ahead,0.2534564733505249
PJM-gen/ic,net_actual_interchange_mw,da_as_total_mw_thirty_minutes_reserve,5,forecast_load_mw_latest_available + total_pjm_self_sched_reg,0.24953585863113403
CAISO-load,actual_load__mw__ca_iso_tac,dam_load_forecast__mw__pge_tac,1,dam_renewable_forecast__mw__sp15__solar,0.773108959197998
CAISO-load,actual_load__mw__ca_iso_tac,dam_load_forecast__mw__pge_tac,2,dam_renewable_forecast__mw__zp26__solar,0.7619537115097046
CAISO-load,actual_load__mw__ca_iso_tac,dam_load_forecast__mw__pge_tac,3,dam_renewable_forecast__mw__sp15__solar + dam_renewable_forecast__mw__sp15__wind,0.7491679191589355
CAISO-load,actual_load__mw__ca_iso_tac,dam_load_forecast__mw__pge_tac,4,dam_renewable_forecast__mw__sp15__wind + dam_renewable_forecast__mw__zp26__solar,0.7473267912864685
CAISO-load,actual_load__mw__ca_iso_tac,dam_load_forecast__mw__pge_tac,5,dam_renewable_forecast__mw__np15__solar,0.7440522313117981
CAISO-load,actual_load__mw__ca_iso_tac,dam_load_forecast__mw__sce_tac,1,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,0.8518344759941101
CAISO-load,actual_load__mw__ca_iso_tac,dam_load_forecast__mw__sce_tac,2,dam_renewable_forecast__mw__zp26__wind + rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,0.8425543308258057
CAISO-load,actual_load__mw__ca_iso_tac,dam_load_forecast__mw__sce_tac,3,dam_renewable_forecast__mw__sp15__wind + rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,0.8379060626029968
CAISO-load,actual_load__mw__ca_iso_tac,dam_load_forecast__mw__sce_tac,4,dam_renewable_forecast__mw__sp15__wind,0.8333979845046997
CAISO-load,actual_load__mw__ca_iso_tac,dam_load_forecast__mw__sce_tac,5,∅,0.8247627019882202
CAISO-load,actual_load__mw__ca_iso_tac,dam_load_forecast__mw__sdge_tac,1,dam_renewable_forecast__mw__sp15__solar,0.6990875005722046
CAISO-load,actual_load__mw__ca_iso_tac,dam_load_forecast__mw__sdge_tac,2,dam_renewable_forecast__mw__sp15__solar + dam_renewable_forecast__mw__sp15__wind,0.6806186437606812
CAISO-load,actual_load__mw__ca_iso_tac,dam_load_forecast__mw__sdge_tac,3,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__sp15__solar,0.6745725870132446
CAISO-load,actual_load__mw__ca_iso_tac,dam_load_forecast__mw__sdge_tac,4,dam_renewable_forecast__mw__zp26__solar,0.6689873933792114
CAISO-load,actual_load__mw__ca_iso_tac,dam_load_forecast__mw__sdge_tac,5,dam_renewable_forecast__mw__sp15__solar + dam_renewable_forecast__mw__zp26__wind,0.6651085019111633
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__np15__solar,1,dam_renewable_forecast__mw__np15__wind + dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,0.39342767000198364
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__np15__solar,2,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,0.3926844596862793
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__np15__solar,3,dam_renewable_forecast__mw__np15__wind + dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,0.391105592250824
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__np15__solar,4,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd + dam_schedule__mw__import__caiso_totals,0.3872784376144409
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__np15__solar,5,dam_renewable_forecast__mw__sp15__wind + dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,0.3854386806488037
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__np15__wind,1,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd + dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.16562819480895996
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__np15__wind,2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd + dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.16283127665519714
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__np15__wind,3,dam_renewable_forecast__mw__sp15__solar + dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,0.16248762607574463
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__np15__wind,4,dam_renewable_forecast__mw__zp26__solar + dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,0.16145718097686768
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__np15__wind,5,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd + dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.16138100624084473
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__sp15__solar,1,dam_schedule__mw__load__tac_south,0.4164687991142273
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__sp15__solar,2,dam_renewable_forecast__mw__np15__wind + dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,0.41204434633255005
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__sp15__solar,3,dam_renewable_forecast__mw__np15__wind + dam_schedule__mw__load__tac_south,0.4110513925552368
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__sp15__solar,4,dam_renewable_forecast__mw__sp15__wind + dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,0.4047873020172119
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__sp15__solar,5,dam_renewable_forecast__mw__sp15__wind + dam_schedule__mw__load__tac_south,0.3967105746269226
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__sp15__wind,1,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd + rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,0.1450999677181244
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__sp15__wind,2,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd + dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.14287489652633667
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__sp15__wind,3,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd + dam_as_total_procured__mw__ru__as_caiso,0.1353219747543335
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__sp15__wind,4,dam_renewable_forecast__mw__np15__wind + dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,0.12302547693252563
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__sp15__wind,5,dam_schedule__mw__import__caiso_totals + dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.11938586831092834
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__zp26__solar,1,dam_renewable_forecast__mw__np15__wind + dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,0.4003141522407532
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__zp26__solar,2,dam_renewable_forecast__mw__np15__wind + dam_schedule__mw__load__tac_south,0.39792174100875854
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__zp26__solar,3,dam_schedule__mw__load__tac_south,0.3951790928840637
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__zp26__solar,4,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,0.39325326681137085
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__zp26__solar,5,dam_renewable_forecast__mw__sp15__wind + dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,0.3904438018798828
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__zp26__wind,1,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum + dam_as_total_procured__mw__ru__as_caiso,0.1096307635307312
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__zp26__wind,2,dam_renewable_forecast__mw__np15__wind + dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,0.09143787622451782
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__zp26__wind,3,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__sp15__solar,0.07500414550304413
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__zp26__wind,4,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__zp26__solar,0.07326772809028625
CAISO-load,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__zp26__wind,5,dam_renewable_forecast__mw__np15__solar + dam_schedule__mw__export__caiso_totals,0.06726005673408508
CAISO-load,actual_load__mw__ca_iso_tac,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,1,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__sp15__solar,0.5121477842330933
CAISO-load,actual_load__mw__ca_iso_tac,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,2,dam_renewable_forecast__mw__sp15__solar + dam_renewable_forecast__mw__sp15__wind,0.49272942543029785
CAISO-load,actual_load__mw__ca_iso_tac,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,3,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__zp26__solar,0.47965753078460693
CAISO-load,actual_load__mw__ca_iso_tac,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,4,dam_renewable_forecast__mw__sp15__wind + dam_renewable_forecast__mw__zp26__solar,0.4727475643157959
CAISO-load,actual_load__mw__ca_iso_tac,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,5,dam_renewable_forecast__mw__np15__solar + dam_renewable_forecast__mw__sp15__wind,0.4526674151420593
CAISO-load,actual_load__mw__ca_iso_tac,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,1,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__zp26__solar,0.4132028818130493
CAISO-load,actual_load__mw__ca_iso_tac,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,2,dam_renewable_forecast__mw__np15__solar + dam_renewable_forecast__mw__np15__wind,0.4012240469455719
CAISO-load,actual_load__mw__ca_iso_tac,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,3,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__sp15__solar,0.39511579275131226
CAISO-load,actual_load__mw__ca_iso_tac,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,4,dam_renewable_forecast__mw__np15__solar + dam_renewable_forecast__mw__sp15__wind,0.3812420964241028
CAISO-load,actual_load__mw__ca_iso_tac,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,5,dam_renewable_forecast__mw__sp15__wind + dam_renewable_forecast__mw__zp26__solar,0.3715348243713379
CAISO-load,actual_load__mw__ca_iso_tac,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,1,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__sp15__solar,0.4392406940460205
CAISO-load,actual_load__mw__ca_iso_tac,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,2,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__zp26__solar,0.43405359983444214
CAISO-load,actual_load__mw__ca_iso_tac,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,3,dam_renewable_forecast__mw__sp15__wind + dam_renewable_forecast__mw__zp26__solar,0.42643821239471436
CAISO-load,actual_load__mw__ca_iso_tac,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,4,dam_renewable_forecast__mw__sp15__solar + dam_renewable_forecast__mw__sp15__wind,0.4065067172050476
CAISO-load,actual_load__mw__ca_iso_tac,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,5,dam_renewable_forecast__mw__np15__solar + dam_renewable_forecast__mw__sp15__wind,0.3997069001197815
CAISO-load,actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,1,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__zp26__solar,0.25993937253952026
CAISO-load,actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,2,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__sp15__solar,0.25656843185424805
CAISO-load,actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,3,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd + rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,0.25206732749938965
CAISO-load,actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,4,dam_renewable_forecast__mw__np15__solar + dam_renewable_forecast__mw__np15__wind,0.24958375096321106
CAISO-load,actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,5,dam_renewable_forecast__mw__np15__solar + dam_renewable_forecast__mw__sp15__wind,0.23506970703601837
CAISO-load,actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,1,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__sp15__solar,0.3249262869358063
CAISO-load,actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,2,dam_renewable_forecast__mw__sp15__solar + dam_renewable_forecast__mw__sp15__wind,0.3135293126106262
CAISO-load,actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,3,dam_renewable_forecast__mw__sp15__solar + dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum,0.3113642930984497
CAISO-load,actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,4,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__zp26__solar,0.31078439950942993
CAISO-load,actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,5,dam_renewable_forecast__mw__sp15__wind + dam_renewable_forecast__mw__zp26__solar,0.3089417815208435
CAISO-load,actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,1,dam_renewable_forecast__mw__sp15__wind + dam_renewable_forecast__mw__zp26__solar,0.2877311706542969
CAISO-load,actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,2,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__zp26__solar,0.286620557308197
CAISO-load,actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,3,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__sp15__solar,0.28616029024124146
CAISO-load,actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,4,dam_renewable_forecast__mw__sp15__solar + dam_renewable_forecast__mw__zp26__solar,0.278414785861969
CAISO-load,actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,5,dam_renewable_forecast__mw__zp26__solar,0.27168142795562744
CAISO-load,actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,1,dam_renewable_forecast__mw__sp15__solar + dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum,0.15034031867980957
CAISO-load,actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,2,dam_renewable_forecast__mw__sp15__wind + dam_renewable_forecast__mw__zp26__solar,0.14909720420837402
CAISO-load,actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,3,dam_renewable_forecast__mw__zp26__solar + dam_as_requirement__mw__as_caiso_exp__regulation_mileage_down__minimum,0.1480666697025299
CAISO-load,actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,4,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__sp15__solar,0.14765888452529907
CAISO-load,actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,5,dam_renewable_forecast__mw__zp26__solar + dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum,0.14471569657325745
CAISO-load,actual_load__mw__ca_iso_tac,dam_schedule__mw__load__tac_north,1,dam_renewable_forecast__mw__sp15__solar,0.7547346353530884
CAISO-load,actual_load__mw__ca_iso_tac,dam_schedule__mw__load__tac_north,2,dam_renewable_forecast__mw__zp26__solar,0.7431832551956177
CAISO-load,actual_load__mw__ca_iso_tac,dam_schedule__mw__load__tac_north,3,dam_renewable_forecast__mw__sp15__solar + dam_renewable_forecast__mw__sp15__wind,0.7386989593505859
CAISO-load,actual_load__mw__ca_iso_tac,dam_schedule__mw__load__tac_north,4,dam_renewable_forecast__mw__sp15__wind + dam_renewable_forecast__mw__zp26__solar,0.7300294637680054
CAISO-load,actual_load__mw__ca_iso_tac,dam_schedule__mw__load__tac_north,5,dam_renewable_forecast__mw__np15__solar,0.7276095151901245
CAISO-load,actual_load__mw__ca_iso_tac,dam_schedule__mw__load__tac_ecntr,1,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,0.8390358090400696
CAISO-load,actual_load__mw__ca_iso_tac,dam_schedule__mw__load__tac_ecntr,2,dam_renewable_forecast__mw__zp26__wind + rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,0.8321679830551147
CAISO-load,actual_load__mw__ca_iso_tac,dam_schedule__mw__load__tac_ecntr,3,dam_renewable_forecast__mw__sp15__wind + rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,0.8267034888267517
CAISO-load,actual_load__mw__ca_iso_tac,dam_schedule__mw__load__tac_ecntr,4,dam_renewable_forecast__mw__sp15__wind,0.8185054659843445
CAISO-load,actual_load__mw__ca_iso_tac,dam_schedule__mw__load__tac_ecntr,5,dam_renewable_forecast__mw__zp26__wind,0.8094477653503418
CAISO-load,actual_load__mw__ca_iso_tac,dam_schedule__mw__load__tac_south,1,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__sp15__solar,0.6371481418609619
CAISO-load,actual_load__mw__ca_iso_tac,dam_schedule__mw__load__tac_south,2,dam_renewable_forecast__mw__sp15__solar,0.6253443956375122
CAISO-load,actual_load__mw__ca_iso_tac,dam_schedule__mw__load__tac_south,3,dam_renewable_forecast__mw__sp15__solar + dam_renewable_forecast__mw__sp15__wind,0.6183101534843445
CAISO-load,actual_load__mw__ca_iso_tac,dam_schedule__mw__load__tac_south,4,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__zp26__solar,0.6032584309577942
CAISO-load,actual_load__mw__ca_iso_tac,dam_schedule__mw__load__tac_south,5,dam_renewable_forecast__mw__sp15__wind + dam_renewable_forecast__mw__zp26__solar,0.6030444502830505
CAISO-load,actual_load__mw__ca_iso_tac,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum,1,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd + dam_schedule__mw__import__caiso_totals,0.12903040647506714
CAISO-load,actual_load__mw__ca_iso_tac,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum,2,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd + dam_schedule__mw__import__caiso_totals,0.11663025617599487
CAISO-load,actual_load__mw__ca_iso_tac,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum,3,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd + dam_schedule__mw__import__caiso_totals,0.11507856845855713
CAISO-load,actual_load__mw__ca_iso_tac,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum,4,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd + dam_schedule__mw__import__caiso_totals,0.11358994245529175
CAISO-load,actual_load__mw__ca_iso_tac,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum,5,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd + dam_schedule__mw__import__caiso_totals,0.11200112104415894
CAISO-load,actual_load__mw__ca_iso_tac,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_down__minimum,1,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd + dam_schedule__mw__import__caiso_totals,0.29720309376716614
CAISO-load,actual_load__mw__ca_iso_tac,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_down__minimum,2,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd + rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,0.2953914403915405
CAISO-load,actual_load__mw__ca_iso_tac,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_down__minimum,3,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd + dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.29385238885879517
