组,主干,死神经元比例,有效维度,V带符号偏差,V绝对误差,V误差中系统偏差占比,边际Δ绝对误差
pjm_load,E 本组主干,0.3351649305555556,1.3434636256297547,-0.050527527928352356,0.05306990072131157,0.9520938992500305,0.028972826898097992
pjm_load,G 全字段主干,0.09186197916666666,2.03954114072628,-0.046248044818639755,0.048819512128829956,0.9473270773887634,0.02894391305744648
pjm_gen_ic,E 本组主干,0.17666666666666667,1.6951322224148606,-0.04298184812068939,0.04505512863397598,0.9539834856987,0.027457263320684433
pjm_gen_ic,G 全字段主干,0.09072482638888889,2.05861374670267,-0.03577977046370506,0.037896960973739624,0.9441329836845398,0.024462144821882248
caiso_load,E 本组主干,0.29191840277777775,1.17803706718721,-0.023167729377746582,0.02416192553937435,0.9588527679443359,0.01898617297410965
caiso_load,G 全字段主干,0.08080295138888889,2.245291352698821,-0.016777414828538895,0.019135667011141777,0.8767614364624023,0.01609410159289837
