feature,gate,pearson,spearman,kendall,nmi,distance_corr
forecast_load_mw_latest_available,0.6509093,0.9864806,0.9818094,0.8855521,0.6766452,0.9805634
forecast_load_mw_day_ahead,0.64712155,0.98326033,0.97727716,0.8720539,0.63749117,0.9770564
gen_fuel_nuclear_pct,0.6108143,0.90875036,0.88789237,0.725317,0.4259317,0.88212436
gen_fuel_gas_mw,0.60850334,0.924414,0.90455383,0.71278274,0.37154686,0.8881172
gen_fuel_coal_mw,0.58331835,0.84598625,0.82052904,0.6237073,0.25248888,0.8356307
marginal_loss_price_rt,0.5582265,0.3565246,0.5814114,0.41223758,1.0,0.5308413
gen_fuel_other_renewables_pct,0.5508969,0.68885344,0.6687641,0.5422062,0.25143257,0.63795316
total_lmp_rt,0.53346854,0.41286585,0.54332876,0.3909786,0.6123196,0.5257013
system_energy_price_da,0.52931553,0.5958776,0.5889263,0.4321541,0.23144162,0.59914804
gen_fuel_oil_mw,0.52615595,0.6561383,0.5326639,0.34766492,0.29528984,0.5934395
gen_fuel_nuclear_mw,0.52499217,0.5791563,0.6104434,0.41259858,0.16763361,0.62145615
gen_fuel_coal_pct,0.51524365,0.55708635,0.56372225,0.39690432,0.11432022,0.59055936
gen_fuel_oil_pct,0.5017507,0.58135676,0.41863525,0.3041938,0.1720747,0.52956295
gen_fuel_hydro_mw,0.48706293,0.4977941,0.39095938,0.28737786,0.09431892,0.47896177
gross_inadv_interchange_mw,0.485106,0.49056515,0.46556124,0.28213233,0.060137577,0.4194573
gen_fuel_multiple_fuels_mw,0.46991995,0.4157721,0.33830434,0.2385354,0.074638344,0.38418615
gen_fuel_gas_pct,0.4668169,0.3817539,0.3788272,0.24203335,0.05228064,0.33701825
da_as_as_req_mw_primary_reserve,0.46419623,0.33678883,0.33549574,0.23101228,0.12427234,0.30708218
da_as_as_req_mw_synchronized_reserve,0.46395206,0.3305624,0.3222844,0.23001514,0.12745945,0.3209102
da_as_as_req_mw_thirty_minutes_reserve,0.46283436,0.32094303,0.31533173,0.24973245,0.10459744,0.3104594
gen_fuel_wind_pct,0.46140704,0.3524649,0.33696884,0.23319589,0.049283113,0.32199544
gen_fuel_other_renewables_mw,0.45603412,0.31395632,0.34034473,0.2047697,0.040057678,0.3119073
da_as_mcp_primary_reserve,0.4483173,0.29432738,0.15519194,0.12304538,0.23789078,0.26278698
da_as_mcp_synchronized_reserve,0.4474919,0.34309512,0.19793296,0.112769954,0.18328828,0.23264098
gross_sched_interchange_mw,0.44634202,0.27476257,0.26716027,0.18704072,0.020582976,0.28858635
gen_fuel_hydro_pct,0.44613492,0.29854187,0.25338382,0.15691607,0.06610141,0.26710162
total_pjm_loc_credit,0.4461288,0.20787643,0.23881608,0.16909294,0.16794147,0.23297036
total_pjm_rmccp_cr,0.4374158,0.14933316,0.19731984,0.1350207,0.17330264,0.21417837
gen_fuel_solar_mw,0.43656787,0.19903138,0.2323425,0.16795893,0.035297375,0.22126253
gen_fuel_storage_mw,0.43573263,0.20347063,0.21979,0.17834367,0.029412823,0.20137583
da_as_nsr_mw_primary_reserve,0.43562728,0.15515754,0.20231876,0.16157314,0.10744815,0.2021004
total_pjm_reg_purchases,0.43486273,0.20406245,0.2148602,0.14376703,0.04231167,0.23223715
rmccp,0.43129542,0.17481448,0.18569142,0.11441953,0.0862574,0.21696205
gen_fuel_wind_mw,0.42726982,0.20019753,0.18556209,0.11840427,0.021738818,0.17908064
net_inadv_interchange_mw,0.427046,0.18582676,0.18084975,0.13438718,0.0024950616,0.19206409
total_pjm_self_sched_reg,0.42111427,0.13935804,0.18045373,0.10211843,0.023946984,0.14879738
gen_fuel_multiple_fuels_pct,0.41861418,0.11889259,0.10957219,0.09819245,0.031614993,0.19210353
gen_fuel_solar_pct,0.41743016,0.06444945,0.13483234,0.09330419,0.060043946,0.17342526
total_pjm_assigned_reg,0.4042899,0.07654333,0.0901473,0.03461489,0.010097738,0.09460391
da_as_ss_mw_synchronized_reserve,0.40331817,0.014415063,0.015309272,0.042399388,0.066052176,0.13885278
rmpcp,0.40265846,0.010736507,0.069218986,0.054454442,0.041032635,0.08163302
total_pjm_rmpcp_cr,0.40024063,0.012345911,0.06213052,0.020198079,0.055296183,0.0776061
da_as_ss_mw_thirty_minutes_reserve,0.40018526,0.027917597,0.0013968678,0.021653906,0.05226894,0.12543379
da_as_ss_mw_primary_reserve,0.39900032,0.006800972,0.022648316,0.010583278,0.05080505,0.122299835
