experiment,run_dir,architecture,best_test_loss_targets,final_test_mse_targets,final_test_mse_all,final_test_mse_excluded,excluded_targets,target_loss_weighting,r2_net_actual_interchange_mw,r2_gross_actual_interchange_mw,r2_congestion_price_da,r2_congestion_price_rt,r2_total_losses,r2_marginal_loss_price_da,r2_da_as_total_mw_thirty_minutes_reserve
temporal_mlp_window4_allloss_netgross16,/Users/haocun/Desktop/AllProjects/GNN_Aggresvation/DNN_Aggresvation24/outputs_temporal_mlp/run_20260524_071938_temporal_mlp_window4_allloss_netgross16,hybrid_bilinear_gated,0.43543094396591187,0.43543094396591187,0.43543094396591187,,,static,-0.784734845161438,0.24402457475662231,0.2860226631164551,0.39939647912979126,0.6710368990898132,0.4940669536590576,0.36273032426834106
temporal_mlp_window4_maskloss,/Users/haocun/Desktop/AllProjects/GNN_Aggresvation/DNN_Aggresvation24/outputs_temporal_mlp/run_20260524_071342_temporal_mlp_window4_maskloss,hybrid_bilinear_gated,0.33612653613090515,0.33612653613090515,0.5456250309944153,1.5931177139282227,"net_actual_interchange_mw,gross_actual_interchange_mw",static,-1.9484992027282715,-0.5551137924194336,0.29918521642684937,0.47485607862472534,0.663122296333313,0.47597163915634155,0.32846152782440186
