target_field,rank,source_field,source_type,attention
da_as_total_mw_primary_reserve,1,da_as_nsr_mw_primary_reserve,general,0.22699260711669922
da_as_total_mw_primary_reserve,2,da_as_as_req_mw_synchronized_reserve,general,0.18741394579410553
da_as_total_mw_primary_reserve,3,da_as_as_req_mw_primary_reserve,general,0.18367892503738403
da_as_total_mw_primary_reserve,4,da_as_as_req_mw_thirty_minutes_reserve,general,0.1679776906967163
da_as_total_mw_primary_reserve,5,da_as_total_mw_synchronized_reserve,general,0.07556793093681335
da_as_total_mw_primary_reserve,6,gen_fuel_nuclear_mw,general,0.04557853937149048
da_as_total_mw_primary_reserve,7,da_as_total_mw_thirty_minutes_reserve,general,0.040536291897296906
da_as_total_mw_primary_reserve,8,da_as_mcp_primary_reserve,general,0.02954768016934395
da_as_total_mw_primary_reserve,9,net_actual_interchange_mw,general,0.01889617368578911
da_as_total_mw_primary_reserve,10,total_pjm_rmpcp_cr,general,0.015310743823647499
da_as_total_mw_primary_reserve,11,total_pjm_self_sched_reg,general,0.008499500341713428
