field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.3186008930206299,-1.5667908490343143,True
gross_actual_interchange_mw,0.2460934792895835,0.08869987726211548,-0.15739360202746802,True
total_gen,0.9906449538219424,0.9603658318519592,-0.03027912196998317,True
metered_load_mw,0.9762308832723112,0.9705870747566223,-0.005643808515688908,True
total_losses,0.6540839836602339,0.6504983901977539,-0.0035855934624799968,True
congestion_price_da,0.0475838272605031,0.2935686707496643,0.24598484348916122,True
congestion_price_rt,0.4561738508473963,0.47271281480789185,0.016538963960495534,True
marginal_loss_price_da,0.4407231017762543,0.4865207076072693,0.045797605831015,True
total_lmp_da,0.9299314144617218,0.8779425024986267,-0.051988911963095075,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9627419710159302,-0.012485847941831385,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9106491804122925,-0.031193930633354294,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.4116494655609131,-0.04525457244359099,True
