experiment,run_dir,mean_r2,price_like_mean_r2,non_price_mean_r2,best_test_loss,final_test_mse_targets,architecture,config
ab00_baseline_g11,outputs/tuning/ab00_baseline_g11/20260626_002359,0.8662618498007456,0.8023133397102356,0.9119393570082528,0.1410251259803772,0.1410251259803772,hybrid_bilinear_gated,outputs/tuning/ab00_baseline_g11/20260626_002359/config_used.yaml
ab02_dynamic_only,outputs/tuning/ab02_dynamic_only/20260626_002359,0.8625016361474991,0.7989262342453003,0.9079126375062125,0.14491334557533264,0.14491334557533264,hybrid_bilinear_dynamic_only,outputs/tuning/ab02_dynamic_only/20260626_002359/config_used.yaml
ab01_uniform_alpha,outputs/tuning/ab01_uniform_alpha/20260626_002359,0.8538266817728678,0.7767397165298462,0.9088887998035976,0.15398843586444855,0.15398843586444855,hybrid_bilinear_gated,outputs/tuning/ab01_uniform_alpha/20260626_002359/config_used.yaml
ab03_prior_only,outputs/tuning/ab03_prior_only/20260626_002359,0.8538159181674322,0.7734553694725037,0.911216310092381,0.1541484296321869,0.1541484296321869,hybrid_bilinear_prior_only,outputs/tuning/ab03_prior_only/20260626_002359/config_used.yaml
