target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,24,2.863767385482788,0.9011072619777657
gross_actual_interchange_mw,11,1.7438119649887085,0.7272260739534552
total_gen,28,2.938673496246338,0.8819007018545286
metered_load_mw,27,2.932013511657715,0.8896112371035854
total_losses,24,2.9729020595550537,0.9354473581177726
congestion_price_da,8,2.0152225494384766,0.9691171927875014
congestion_price_rt,11,2.231266498565674,0.9305104038016476
marginal_loss_price_da,21,2.8636064529418945,0.9405765638183929
total_lmp_da,32,3.232635498046875,0.9327414404067702
da_as_total_mw_primary_reserve,11,2.033234119415283,0.8479244871451271
da_as_total_mw_synchronized_reserve,8,1.7817527055740356,0.8568419308073849
da_as_total_mw_thirty_minutes_reserve,18,2.758725643157959,0.9544535700715441
