general_field,mask_norm,single_norm,attn_norm,ig_norm,lrp_norm,shapley_norm
gen_fuel_coal_mw,0.10601818548932346,0.3184027660501839,0.5011421011155356,0.17218336,0.23442434,0.2558812089325884
gen_fuel_gas_mw,0.17866689034985644,0.22756520676217082,0.5250093086852262,0.19131224,0.31218132,0.24959540661797325
gen_fuel_hydro_mw,0.010482137466217553,0.005349767487048716,0.14419861559634467,0.154003,0.11970258,0.011291010409145593
gen_fuel_multiple_fuels_mw,0.041199907431724504,0.011025650459265979,0.24661776109440006,0.080562584,0.13484475,0.06060218374842456
gen_fuel_nuclear_mw,0.28654449026449197,0.07270029758601888,0.7436892341173537,0.53746295,0.7948307,0.24600425649417484
gen_fuel_oil_mw,0.042521819603340255,0.007615637258686327,0.29695276614768634,0.100569524,0.15969813,0.050747906888772266
gen_fuel_other_renewables_mw,0.02154760749441405,0.02039866263210632,0.08457324866811239,0.10968581,0.10154115,0.026776024714493578
gen_fuel_solar_mw,0.002005758932441889,0.0,0.04716232206267551,0.03717372,0.029615287,0.006865221967104398
gen_fuel_storage_mw,0.002953619997512885,0.00354726311634202,0.024523706246489065,0.04121329,0.031345036,-0.0004896256969069902
gen_fuel_wind_mw,0.029689981868668378,0.0004975953416941696,0.05459318086152766,0.120435,0.12716451,0.03768373590527894
gen_fuel_coal_pct,0.02585119004362972,0.03489367713143322,0.22913782204130628,0.069876604,0.11359731,0.06466119592072485
gen_fuel_gas_pct,0.013289140991297512,0.0022424931692629547,0.060004075144073236,0.06306309,0.08336062,0.012327445447490405
gen_fuel_hydro_pct,0.0030449909070253693,0.005560029213771385,0.039678530205492106,0.061239026,0.066686876,0.00437063963916409
gen_fuel_multiple_fuels_pct,0.019038685128042146,0.03350036107586132,0.24977754471474223,0.076312356,0.104060546,0.04022277318315971
gen_fuel_nuclear_pct,0.073753188520315,0.01686240355896956,0.5602315748758048,0.11275741,0.15446499,0.040390037781759175
gen_fuel_oil_pct,0.010238552674516583,0.013726461713896033,0.2303578286273356,0.077068195,0.09050926,0.020161115831185922
gen_fuel_other_renewables_pct,0.01753686891904447,0.018796897391327425,0.14359061086498057,0.11596962,0.13164712,0.020682289337690125
gen_fuel_solar_pct,0.0023244524110899566,0.0015386941362767852,0.04315721892767021,0.036816288,0.06959232,0.0023429976797258987
gen_fuel_wind_pct,0.01092960236116081,0.00494059487851285,0.03227958353587987,0.09316162,0.09005328,0.007933754565176034
forecast_load_mw_latest_available,0.18387291441105397,0.9292894445221817,0.9890550308562546,1.0,0.78069705,0.585276253905578
forecast_load_mw_day_ahead,0.1494361476097481,0.8459803169425801,0.9069159918446386,0.93386954,0.71558994,0.5073112442249831
rmccp,0.007997871191253267,0.0037695259411695643,0.17514992671428162,0.033928894,0.029306293,0.003920783303107373
rmpcp,0.00023704678848494003,6.470846344836948e-05,0.0051578132018986955,0.011440671,0.0094104195,-0.0008752867371195005
total_pjm_loc_credit,0.00126023971599431,3.3146614301360617e-06,0.007228254010997931,0.015645435,0.01990198,-0.001175480211458812
total_pjm_reg_purchases,0.0050093318369728995,0.0031764887443245147,0.06375577891788033,0.057849485,0.054417163,0.014247566263611403
total_pjm_self_sched_reg,0.00039929997451512185,0.0,0.0017558910463169738,0.020349018,0.02563179,-0.002080062373356172
total_pjm_assigned_reg,0.0026786978858604014,0.0013191289198142189,0.030867467613308452,0.027565412,0.034483653,0.0071861881466080335
total_pjm_rmccp_cr,0.004487171480646268,0.0020319868907950583,0.1145661341729752,0.02626229,0.02408582,0.001543755341314461
total_pjm_rmpcp_cr,0.00026721966574737516,0.0,0.03160439398383748,0.007987515,0.007601578,0.003148580627073815
da_as_mcp_primary_reserve,0.005557504742535896,0.011726853348516211,0.20982902612550536,0.03227885,0.048115514,0.022674146881473775
da_as_mcp_synchronized_reserve,0.011101199666395457,0.012938978078915583,0.3193832577108352,0.04005698,0.07079255,0.029922323696351786
da_as_as_req_mw_primary_reserve,0.14277074021504862,0.18309228101834651,0.8760390598888984,0.4927744,0.9531136,0.21575725965708875
da_as_as_req_mw_synchronized_reserve,0.1490658831315892,0.18841036955189602,0.9046534663207003,0.48125866,1.0,0.22407399900531272
da_as_as_req_mw_thirty_minutes_reserve,0.10613393176635516,0.12873490357103223,0.727566991017849,0.24593782,0.53271145,0.1928193431450352
da_as_ss_mw_primary_reserve,0.0005724495705630584,0.0,0.003750888855489849,0.01843605,0.018866185,0.0016974923167463458
da_as_ss_mw_synchronized_reserve,0.0008162804448245992,3.378513049530075e-06,0.0,0.01184672,0.019674473,0.0018070257688156102
da_as_ss_mw_thirty_minutes_reserve,0.0007758195985001249,0.0,0.0,0.01246416,0.019442348,0.002012346055371423
da_as_nsr_mw_primary_reserve,0.5373590979879551,0.5679345736972721,0.5542749003102075,0.58433974,0.45341113,0.5733495705360999
system_energy_price_da,1.0,1.0,1.0,0.3849948,0.7865472,1.0
total_lmp_rt,0.19502155327048126,0.07766798069329782,0.5275848012768657,0.1539062,0.1732231,0.15126245876431063
marginal_loss_price_rt,0.18705193413135646,0.1054736969503967,0.6816901620649016,0.5637012,0.5103372,0.1751790453016886
net_inadv_interchange_mw,0.0005797423280254378,0.0,0.0,0.0069754045,0.010667087,-1.8320865307504375e-05
gross_sched_interchange_mw,0.12051492159666563,0.0,0.37347436721694754,0.17774047,0.2397518,0.0935545537159049
gross_inadv_interchange_mw,0.2668775693287573,0.11692417447121284,0.6448736586192276,0.29411185,0.43908328,0.2484117782432079
