kind,i,j,conf,est,truth
oracle,9,22,congestion_price_da,0.002322921790791299,0.012673795223236
oracle,9,22,congestion_price_rt,0.0,0.0042356252670288
oracle,9,22,da_as_total_mw_primary_reserve,0.011615174886778767,0.0193760395050048
oracle,9,22,da_as_total_mw_synchronized_reserve,-0.0003646152554591664,0.0261178612709045
oracle,9,22,da_as_total_mw_thirty_minutes_reserve,0.009057771911620938,0.0191448926925659
oracle,9,22,gross_actual_interchange_mw,0.0,0.0052652955055236
oracle,9,22,marginal_loss_price_da,0.005232420096644375,0.0086799263954162
oracle,9,22,metered_load_mw,-0.0037333795495481104,0.0565495491027832
oracle,9,22,net_actual_interchange_mw,0.008012865477973974,0.0267882943153381
oracle,9,22,total_gen,-0.010393625350479274,0.0621256232261657
oracle,9,22,total_lmp_da,0.013555057983270058,0.0232561230659484
oracle,9,22,total_losses,0.007774075851047613,0.019276738166809
oracle,9,36,congestion_price_da,0.0,0.0016799569129943
oracle,9,36,congestion_price_rt,0.0,0.008369505405426
oracle,9,36,da_as_total_mw_primary_reserve,-0.00854504891637764,0.0073736906051635
oracle,9,36,da_as_total_mw_synchronized_reserve,0.012944958083959235,0.0333284139633178
oracle,9,36,da_as_total_mw_thirty_minutes_reserve,0.005130531886481049,0.0072484016418457
oracle,9,36,gross_actual_interchange_mw,-0.00025684917910795413,0.0038378238677978
oracle,9,36,marginal_loss_price_da,0.002291774804627167,0.0148350596427917
oracle,9,36,metered_load_mw,0.025000075056168636,0.068705141544342
oracle,9,36,net_actual_interchange_mw,-0.0035935093093742987,0.0305754542350769
oracle,9,36,total_gen,0.01950872385238933,0.0626242160797119
oracle,9,36,total_lmp_da,0.012239656166845858,0.0224086642265319
oracle,9,36,total_losses,0.035307451197452044,0.0675755739212036
oracle,40,43,congestion_price_da,0.08666907390295897,0.1007167696952819
oracle,40,43,congestion_price_rt,0.0337792668901874,0.0457895994186401
oracle,40,43,da_as_total_mw_primary_reserve,0.0,0.0023610591888427
oracle,40,43,da_as_total_mw_synchronized_reserve,-0.0008427777345908494,0.0156576633453369
oracle,40,43,da_as_total_mw_thirty_minutes_reserve,-0.0012505854076043654,0.0183931589126586
oracle,40,43,gross_actual_interchange_mw,-0.009712672507986131,0.0067638754844665
oracle,40,43,marginal_loss_price_da,-0.0009916994882239738,0.0334909558296203
oracle,40,43,metered_load_mw,0.07297584140594715,0.0723851919174194
oracle,40,43,net_actual_interchange_mw,0.07869051825727502,0.1065487265586853
oracle,40,43,total_gen,0.09780987634264249,0.0941922664642334
oracle,40,43,total_lmp_da,0.026104261277851815,0.0414142608642578
oracle,40,43,total_losses,0.09305528485106462,0.1090519428253173
oracle,22,30,congestion_price_da,0.01269334646455833,0.0107396841049194
oracle,22,30,congestion_price_rt,0.0016035013090812678,-0.0020067691802978
oracle,22,30,da_as_total_mw_primary_reserve,0.01306054618559227,0.0319910645484924
oracle,22,30,da_as_total_mw_synchronized_reserve,0.001703425938982206,0.0344339609146118
oracle,22,30,da_as_total_mw_thirty_minutes_reserve,0.05292987828607609,0.0528488159179687
oracle,22,30,gross_actual_interchange_mw,0.0,0.0087049007415771
oracle,22,30,marginal_loss_price_da,0.009914256004549649,0.0212792754173278
oracle,22,30,metered_load_mw,-0.003977936324807807,0.0315102338790893
oracle,22,30,net_actual_interchange_mw,-0.010988907422837202,0.0243340134620666
oracle,22,30,total_gen,-0.00881544787271571,0.0413856506347656
oracle,22,30,total_lmp_da,0.005729905028571736,0.0054448843002319
oracle,22,30,total_losses,0.007694108519549436,0.0160316824913024
oracle,11,24,congestion_price_da,0.012559007787192655,0.0250588059425354
oracle,11,24,congestion_price_rt,-0.0010742193677806267,0.0205769538879394
oracle,11,24,da_as_total_mw_primary_reserve,0.05746404869635402,0.0575606226921081
oracle,11,24,da_as_total_mw_synchronized_reserve,-0.00299543045750561,0.023497462272644
oracle,11,24,da_as_total_mw_thirty_minutes_reserve,0.030487805320549732,0.0505202412605285
oracle,11,24,gross_actual_interchange_mw,0.03757147109023207,0.0417554378509521
oracle,11,24,marginal_loss_price_da,0.04720760398921542,0.0569242238998413
oracle,11,24,metered_load_mw,-0.0185915216742506,0.0714115500450134
oracle,11,24,net_actual_interchange_mw,0.09793489894799567,0.0528522133827209
oracle,11,24,total_gen,-0.017436188155734555,0.0711490511894226
oracle,11,24,total_lmp_da,0.07709162217385912,0.0713981389999389
oracle,11,24,total_losses,0.028323904953244994,0.0339462161064147
oracle,4,43,congestion_price_da,0.016326987797413595,0.0468464493751525
oracle,4,43,congestion_price_rt,0.0,0.0264657139778137
oracle,4,43,da_as_total_mw_primary_reserve,-0.0004093924098051982,0.0033534169197082
oracle,4,43,da_as_total_mw_synchronized_reserve,0.0032890697372706112,0.0223922729492187
oracle,4,43,da_as_total_mw_thirty_minutes_reserve,0.01731318955967298,0.0561051964759826
oracle,4,43,gross_actual_interchange_mw,-0.004722691804429413,0.0241236090660095
oracle,4,43,marginal_loss_price_da,0.030890957575027245,0.0899056792259216
oracle,4,43,metered_load_mw,0.07134704228367594,0.0678510665893554
oracle,4,43,net_actual_interchange_mw,0.06250683023908798,0.0696556568145752
oracle,4,43,total_gen,0.0735212010334082,0.0736086368560791
oracle,4,43,total_lmp_da,-0.009892215393392911,0.0776606202125549
oracle,4,43,total_losses,0.08586079055459817,0.0736192464828491
oracle,4,37,congestion_price_da,0.0015761167577400537,0.037024974822998
oracle,4,37,congestion_price_rt,-0.002389580388753032,0.0227193236351013
oracle,4,37,da_as_total_mw_primary_reserve,0.06790812428873205,0.0564068555831909
oracle,4,37,da_as_total_mw_synchronized_reserve,0.11677763904440774,0.1077834963798523
oracle,4,37,da_as_total_mw_thirty_minutes_reserve,0.05532421792619324,0.1238132715225219
oracle,4,37,gross_actual_interchange_mw,0.012830039515775327,0.0051116347312927
oracle,4,37,marginal_loss_price_da,0.003553820855540235,0.1080999374389648
oracle,4,37,metered_load_mw,0.004507991803478828,0.0605443716049194
oracle,4,37,net_actual_interchange_mw,-0.006863123014413164,-0.0004665255546569
oracle,4,37,total_gen,0.000778872078774917,0.0505650639533996
oracle,4,37,total_lmp_da,-0.018494738460392846,0.1556773781776428
oracle,4,37,total_losses,0.008548009262325795,6.580352783203125e-05
oracle,36,43,congestion_price_da,-0.0005895315192641082,0.0078531503677368
oracle,36,43,congestion_price_rt,0.0,0.0083235502243042
oracle,36,43,da_as_total_mw_primary_reserve,0.0,0.0057145357131958
oracle,36,43,da_as_total_mw_synchronized_reserve,0.004210058985645859,0.021013855934143
oracle,36,43,da_as_total_mw_thirty_minutes_reserve,-0.0008803740094885937,0.0243417024612426
oracle,36,43,gross_actual_interchange_mw,0.007513926315621866,0.0056138634681701
oracle,36,43,marginal_loss_price_da,0.009895296888762783,0.0115157961845397
oracle,36,43,metered_load_mw,0.021545657500307014,0.0417764782905578
oracle,36,43,net_actual_interchange_mw,-0.005608980836953492,0.0215389132499694
oracle,36,43,total_gen,0.016621248735677496,0.0388103723526001
oracle,36,43,total_lmp_da,0.009358261290353886,0.026600956916809
oracle,36,43,total_losses,0.020814534102777893,0.0342335700988769
oracle,22,28,congestion_price_da,0.0,0.0129669904708862
oracle,22,28,congestion_price_rt,0.0,0.0136516094207763
oracle,22,28,da_as_total_mw_primary_reserve,-0.021582131781459513,0.0448531508445739
oracle,22,28,da_as_total_mw_synchronized_reserve,-0.010331052144710196,0.0150249004364013
oracle,22,28,da_as_total_mw_thirty_minutes_reserve,0.029990151566154588,0.0520622134208679
oracle,22,28,gross_actual_interchange_mw,-0.00159444506303974,0.0114752650260925
oracle,22,28,marginal_loss_price_da,-0.0021546857888402604,-0.0020827054977416
oracle,22,28,metered_load_mw,0.0,0.0204111337661743
oracle,22,28,net_actual_interchange_mw,-0.020312203348681113,0.1111000776290893
oracle,22,28,total_gen,0.0,0.0321511626243591
oracle,22,28,total_lmp_da,-0.013745372290299929,-0.0025444626808166
oracle,22,28,total_losses,-9.428255137866604e-05,0.0157537460327148
oracle,0,38,congestion_price_da,0.08504617902678935,0.1732768416404724
oracle,0,38,congestion_price_rt,0.00486272659525866,0.0151770710945129
oracle,0,38,da_as_total_mw_primary_reserve,0.09779868444857076,0.0938925743103027
oracle,0,38,da_as_total_mw_synchronized_reserve,0.022649574309121068,0.0813905000686645
oracle,0,38,da_as_total_mw_thirty_minutes_reserve,0.12256500258735059,0.2106507420539856
oracle,0,38,gross_actual_interchange_mw,0.0064336296184661634,0.0243870019912719
oracle,0,38,marginal_loss_price_da,-0.009635925629433717,0.0364812016487121
oracle,0,38,metered_load_mw,0.07315588313393517,0.0748151540756225
oracle,0,38,net_actual_interchange_mw,0.1737537040981868,0.1861981153488159
oracle,0,38,total_gen,0.054340311271781405,0.0528448820114135
oracle,0,38,total_lmp_da,-0.008326448765667682,0.0027577280998229
oracle,0,38,total_losses,0.038444590786723576,0.0282309651374816
oracle,11,31,congestion_price_da,0.007873815673580697,0.0206729173660278
oracle,11,31,congestion_price_rt,0.010129071426041136,0.0289678573608398
oracle,11,31,da_as_total_mw_primary_reserve,0.006854637396223939,0.006589651107788
oracle,11,31,da_as_total_mw_synchronized_reserve,-0.0032496628554554707,0.0054212212562561
oracle,11,31,da_as_total_mw_thirty_minutes_reserve,0.082181614830377,0.087852656841278
oracle,11,31,gross_actual_interchange_mw,-0.008559096539703437,0.0809620022773742
oracle,11,31,marginal_loss_price_da,0.0011775180393724938,0.0280279517173767
oracle,11,31,metered_load_mw,0.014041650469703959,0.0774352550506591
oracle,11,31,net_actual_interchange_mw,0.017795148889926837,0.006280243396759
oracle,11,31,total_gen,0.03517337817283417,0.0949388742446899
oracle,11,31,total_lmp_da,-0.00727666975805874,0.0153145194053649
oracle,11,31,total_losses,0.04983437883552477,0.0509294271469116
oracle,5,35,congestion_price_da,-0.0038875760421622774,0.0040534138679504
oracle,5,35,congestion_price_rt,0.004687888004385021,0.002852439880371
oracle,5,35,da_as_total_mw_primary_reserve,-0.005345486705786273,0.0021949410438537
oracle,5,35,da_as_total_mw_synchronized_reserve,0.019067238008750875,0.0277719497680664
oracle,5,35,da_as_total_mw_thirty_minutes_reserve,-0.01418176090946277,0.0120382905006408
oracle,5,35,gross_actual_interchange_mw,-0.0003040231830824247,0.0207944512367248
oracle,5,35,marginal_loss_price_da,-0.0052216023097612085,0.0048120617866516
oracle,5,35,metered_load_mw,0.0018247517513994005,0.0207501053810119
oracle,5,35,net_actual_interchange_mw,-0.00460178024090363,0.0146296024322509
oracle,5,35,total_gen,0.0051657202687895865,0.0187576413154602
oracle,5,35,total_lmp_da,-0.008918960528005115,0.0071200728416442
oracle,5,35,total_losses,0.0007503620378365161,0.040841519832611
oracle,12,24,congestion_price_da,0.0020178395484734546,0.015901505947113
oracle,12,24,congestion_price_rt,0.005442104145734872,0.0100238323211669
oracle,12,24,da_as_total_mw_primary_reserve,0.019229867682353574,0.0630488991737365
oracle,12,24,da_as_total_mw_synchronized_reserve,0.007913415004335511,0.04669189453125
oracle,12,24,da_as_total_mw_thirty_minutes_reserve,0.04319752590835291,0.047886312007904
oracle,12,24,gross_actual_interchange_mw,0.0017205628497293235,0.0323027372360229
oracle,12,24,marginal_loss_price_da,0.005137232529074498,0.0324865579605102
oracle,12,24,metered_load_mw,-0.009701737527180843,0.1025981307029724
oracle,12,24,net_actual_interchange_mw,0.01478752542856887,0.0354787707328796
oracle,12,24,total_gen,-0.007860170735995875,0.1175954341888427
oracle,12,24,total_lmp_da,0.056528242366849724,0.0605527162551879
oracle,12,24,total_losses,0.014050259298255208,0.0759673118591308
oracle,29,30,congestion_price_da,-0.01703139423256894,-0.0041015744209289
oracle,29,30,congestion_price_rt,-0.01901061059182041,0.0038287043571472
oracle,29,30,da_as_total_mw_primary_reserve,-0.009590608665387634,0.0120259523391723
oracle,29,30,da_as_total_mw_synchronized_reserve,-0.007947650967386921,0.0340367555618286
oracle,29,30,da_as_total_mw_thirty_minutes_reserve,0.01800724145900745,0.0120983719825744
oracle,29,30,gross_actual_interchange_mw,0.0,0.0056585669517517
oracle,29,30,marginal_loss_price_da,-0.007545483487534366,0.049083411693573
oracle,29,30,metered_load_mw,-0.008492645892491657,8.285045623779297e-05
oracle,29,30,net_actual_interchange_mw,-0.003804067618141005,0.0071072578430175
oracle,29,30,total_gen,-0.008597635798589964,0.0007495880126953
oracle,29,30,total_lmp_da,-0.009928024140103187,0.0227482318878173
oracle,29,30,total_losses,0.006467553437607743,0.0129632353782653
oracle,0,35,congestion_price_da,0.0016858426894886813,0.0138313174247741
oracle,0,35,congestion_price_rt,0.013113904664346143,0.0121081471443176
oracle,0,35,da_as_total_mw_primary_reserve,-0.007287738602730687,0.0105894207954406
oracle,0,35,da_as_total_mw_synchronized_reserve,0.012231172324909334,0.019371211528778
oracle,0,35,da_as_total_mw_thirty_minutes_reserve,0.006743388640266912,0.0349628925323486
oracle,0,35,gross_actual_interchange_mw,0.006117651979078764,0.0341260433197021
oracle,0,35,marginal_loss_price_da,0.002119191901480688,0.0244999527931213
oracle,0,35,metered_load_mw,0.0009710642727933649,0.0068994760513305
oracle,0,35,net_actual_interchange_mw,-0.003619641947086194,0.029950737953186
oracle,0,35,total_gen,-0.0009058640419191688,0.0049567818641662
oracle,0,35,total_lmp_da,0.004353382020826135,0.008224606513977
oracle,0,35,total_losses,-0.008355279152340689,0.0074538588523864
oracle,24,42,congestion_price_da,0.006413070155905531,0.0206651091575622
oracle,24,42,congestion_price_rt,-0.00552103844221441,0.0142866969108581
oracle,24,42,da_as_total_mw_primary_reserve,0.049183944880749064,0.0513123273849487
oracle,24,42,da_as_total_mw_synchronized_reserve,0.004393722522127552,0.0332357883453369
oracle,24,42,da_as_total_mw_thirty_minutes_reserve,0.03674023203444432,0.0548382997512817
oracle,24,42,gross_actual_interchange_mw,0.04763944414543386,0.0768215060234069
oracle,24,42,marginal_loss_price_da,-0.026762203219615643,0.022018551826477
oracle,24,42,metered_load_mw,0.007013917110522683,0.043626070022583
oracle,24,42,net_actual_interchange_mw,0.1511520027175045,0.2169508934020996
oracle,24,42,total_gen,0.009082639247278479,0.0760360956192016
oracle,24,42,total_lmp_da,-0.0071644927575674755,0.0394051671028137
oracle,24,42,total_losses,0.0214889935935082,0.0454908609390258
oracle,14,29,congestion_price_da,-0.0007730206118407024,0.0161549448966979
oracle,14,29,congestion_price_rt,0.02736853223704727,0.0361480116844177
oracle,14,29,da_as_total_mw_primary_reserve,0.030854300748232255,0.0605008602142334
oracle,14,29,da_as_total_mw_synchronized_reserve,0.016063917485565904,0.0405218601226806
oracle,14,29,da_as_total_mw_thirty_minutes_reserve,0.05169572399811617,0.0490121245384216
oracle,14,29,gross_actual_interchange_mw,-0.004000862540149752,-0.0038515329360961
oracle,14,29,marginal_loss_price_da,0.10202993705210517,0.0960884690284729
oracle,14,29,metered_load_mw,-0.0009626131207709498,0.004698634147644
oracle,14,29,net_actual_interchange_mw,0.06081959947651716,0.0616666078567504
oracle,14,29,total_gen,0.0007790562343441554,0.0096951127052307
oracle,14,29,total_lmp_da,0.14352270329132466,0.1431119441986084
oracle,14,29,total_losses,0.027192046916282075,0.0367702841758728
oracle,9,37,congestion_price_da,0.0,0.0091216564178466
oracle,9,37,congestion_price_rt,-0.0012689121187490215,-0.0015696883201599
oracle,9,37,da_as_total_mw_primary_reserve,0.022687359687081576,0.0157623887062072
oracle,9,37,da_as_total_mw_synchronized_reserve,0.035745670514732875,0.0293493866920471
oracle,9,37,da_as_total_mw_thirty_minutes_reserve,0.011492675564537813,0.0092310905456542
oracle,9,37,gross_actual_interchange_mw,0.001078629096864847,0.0198295712471008
oracle,9,37,marginal_loss_price_da,0.001426478565059841,0.0198017954826354
oracle,9,37,metered_load_mw,0.002912199924928638,0.0738885402679443
oracle,9,37,net_actual_interchange_mw,0.014477677099567487,0.0281457304954528
oracle,9,37,total_gen,0.006446647905427039,0.0787246823310852
oracle,9,37,total_lmp_da,0.002319482799229111,0.0282269716262817
oracle,9,37,total_losses,0.03793257025010388,0.1104475259780883
oracle,32,41,congestion_price_da,0.0019265514759284619,0.0057711005210876
oracle,32,41,congestion_price_rt,0.0,-0.0030427575111389
oracle,32,41,da_as_total_mw_primary_reserve,0.0010449266264223045,0.0038912296295166
oracle,32,41,da_as_total_mw_synchronized_reserve,-0.0015758737521726074,-0.0009678602218627
oracle,32,41,da_as_total_mw_thirty_minutes_reserve,-0.009239786318578469,-0.0007159709930419
oracle,32,41,gross_actual_interchange_mw,0.003476050711521683,0.0015321969985961
oracle,32,41,marginal_loss_price_da,0.0,-0.0066083669662475
oracle,32,41,metered_load_mw,0.007468636463883627,0.0164347290992736
oracle,32,41,net_actual_interchange_mw,0.004104996821667539,0.0001075863838195
oracle,32,41,total_gen,0.009629027877400054,0.0152046680450439
oracle,32,41,total_lmp_da,0.0,0.0108529925346374
oracle,32,41,total_losses,0.0007874827234131132,-0.0105966925621032
oracle,1,25,congestion_price_da,-0.0037670924712009946,0.00662761926651
oracle,1,25,congestion_price_rt,-0.007525425239107153,0.0024822354316711
oracle,1,25,da_as_total_mw_primary_reserve,0.013490645722353145,0.0302137732505798
oracle,1,25,da_as_total_mw_synchronized_reserve,0.005179841032472821,0.0188660025596618
oracle,1,25,da_as_total_mw_thirty_minutes_reserve,-0.0034449059175732932,0.0043883323669433
oracle,1,25,gross_actual_interchange_mw,0.008918157997829579,0.0081691741943359
oracle,1,25,marginal_loss_price_da,0.007000004665676407,0.0150790810585021
oracle,1,25,metered_load_mw,-0.006365491922365241,0.0044849514961242
oracle,1,25,net_actual_interchange_mw,0.024312903537592412,0.0250778198242187
oracle,1,25,total_gen,-0.006277455688196487,0.0028483271598815
oracle,1,25,total_lmp_da,0.0012859899763807414,0.0011825561523437
oracle,1,25,total_losses,0.019573183057774113,0.0275875329971313
oracle,35,42,congestion_price_da,-0.0022368170812786525,0.0152671337127685
oracle,35,42,congestion_price_rt,0.0,0.0115854144096374
oracle,35,42,da_as_total_mw_primary_reserve,-0.006112232338288726,0.0066972374916076
oracle,35,42,da_as_total_mw_synchronized_reserve,0.00936314635611779,0.022246778011322
oracle,35,42,da_as_total_mw_thirty_minutes_reserve,-0.004436013932964555,0.0268956422805786
oracle,35,42,gross_actual_interchange_mw,-0.00552536871918885,0.0321696400642395
oracle,35,42,marginal_loss_price_da,-0.003209529054344684,0.0160360932350158
oracle,35,42,metered_load_mw,0.005209851212550243,0.0481578111648559
oracle,35,42,net_actual_interchange_mw,-0.027601906050547353,0.0291389822959899
oracle,35,42,total_gen,0.013357944333342253,0.0411903858184814
oracle,35,42,total_lmp_da,-0.0006643462550895984,0.0321507453918457
oracle,35,42,total_losses,-0.007272511325569386,0.0443142056465148
oracle,3,38,congestion_price_da,0.0018606117602512073,0.0108925700187683
oracle,3,38,congestion_price_rt,0.025267395911422574,0.0318385958671569
oracle,3,38,da_as_total_mw_primary_reserve,-0.0014410956203265712,0.0212636590003967
oracle,3,38,da_as_total_mw_synchronized_reserve,0.010421776345874156,0.0167583227157592
oracle,3,38,da_as_total_mw_thirty_minutes_reserve,0.01960412294274383,0.0537984371185302
oracle,3,38,gross_actual_interchange_mw,0.015726786441324303,0.0211195349693298
oracle,3,38,marginal_loss_price_da,0.0034798938937362633,0.0396576523780822
oracle,3,38,metered_load_mw,0.02384639341157435,0.0413860082626342
oracle,3,38,net_actual_interchange_mw,-0.00967339296106462,0.027624487876892
oracle,3,38,total_gen,0.018542077551296998,0.0379208326339721
oracle,3,38,total_lmp_da,-0.01371073797113831,-0.0029119253158569
oracle,3,38,total_losses,0.02802575212253844,0.0805724263191223
oracle,26,28,congestion_price_da,-0.006084760204097206,0.0152974128723144
oracle,26,28,congestion_price_rt,0.005970084016588939,0.0054115056991577
oracle,26,28,da_as_total_mw_primary_reserve,0.006338740113881469,0.016900897026062
oracle,26,28,da_as_total_mw_synchronized_reserve,0.008750588658956726,0.0203969478607177
oracle,26,28,da_as_total_mw_thirty_minutes_reserve,0.026995449753970946,0.0431185364723205
oracle,26,28,gross_actual_interchange_mw,0.009591647428506933,0.0251250267028808
oracle,26,28,marginal_loss_price_da,-0.027664737289094132,0.0167446732521057
oracle,26,28,metered_load_mw,0.0,0.0374497771263122
oracle,26,28,net_actual_interchange_mw,0.0455541270641846,0.0663750767707824
oracle,26,28,total_gen,0.0,0.0327239036560058
oracle,26,28,total_lmp_da,-0.04523346800338168,0.0401757955551147
oracle,26,28,total_losses,-0.009295752637555998,0.0268161296844482
oracle,14,33,congestion_price_da,0.011553281029371587,0.1008321046829223
oracle,14,33,congestion_price_rt,0.016824582452181436,0.0436615943908691
oracle,14,33,da_as_total_mw_primary_reserve,0.0039118975289779145,0.0104199051856994
oracle,14,33,da_as_total_mw_synchronized_reserve,0.0017582188702375268,0.0058228373527526
oracle,14,33,da_as_total_mw_thirty_minutes_reserve,0.16207687073186827,0.1804748177528381
oracle,14,33,gross_actual_interchange_mw,-0.003505703911047764,0.0510583519935607
oracle,14,33,marginal_loss_price_da,0.0051498889599562725,0.0556198358535766
oracle,14,33,metered_load_mw,0.0028904590974592193,0.0194146633148193
oracle,14,33,net_actual_interchange_mw,0.060419449506158296,0.062950849533081
oracle,14,33,total_gen,0.009960926727741182,0.0211385488510131
oracle,14,33,total_lmp_da,0.008641173837417915,0.0449315309524536
oracle,14,33,total_losses,0.026507152028845016,0.1586172580718994
oracle,5,33,congestion_price_da,0.01680243423085559,0.0697579383850097
oracle,5,33,congestion_price_rt,0.012615773334869296,0.0312667489051818
oracle,5,33,da_as_total_mw_primary_reserve,-0.0011633984215908555,0.0081617832183837
oracle,5,33,da_as_total_mw_synchronized_reserve,0.0011276792699940197,0.0031097531318664
oracle,5,33,da_as_total_mw_thirty_minutes_reserve,0.15202502258962025,0.1855688691139221
oracle,5,33,gross_actual_interchange_mw,0.0029930822522060696,0.0394625663757324
oracle,5,33,marginal_loss_price_da,0.0067126173773632836,0.0296512842178344
oracle,5,33,metered_load_mw,0.04492635717883253,0.0798077583312988
oracle,5,33,net_actual_interchange_mw,0.011273751913420949,0.0188943147659301
oracle,5,33,total_gen,0.06890167080147425,0.0980693697929382
oracle,5,33,total_lmp_da,0.002911217976565683,0.0205008387565612
oracle,5,33,total_losses,0.03366613828483267,0.1155312657356262
oracle,7,34,congestion_price_da,0.0,0.0039805173873901
oracle,7,34,congestion_price_rt,0.0,0.0085259079933166
oracle,7,34,da_as_total_mw_primary_reserve,0.0,0.0071704387664794
oracle,7,34,da_as_total_mw_synchronized_reserve,0.0013490373721997129,0.0163307785987854
oracle,7,34,da_as_total_mw_thirty_minutes_reserve,0.0,0.01237154006958
oracle,7,34,gross_actual_interchange_mw,0.00793818099811372,0.0174230337142944
oracle,7,34,marginal_loss_price_da,0.0,0.0080785155296325
oracle,7,34,metered_load_mw,-0.009834652428277968,0.0201120376586914
oracle,7,34,net_actual_interchange_mw,0.0,0.0057427883148193
oracle,7,34,total_gen,-0.008373224905024568,0.020141065120697
oracle,7,34,total_lmp_da,0.0,0.0134384036064147
oracle,7,34,total_losses,0.017705974934632773,0.0455989837646484
oracle,20,40,congestion_price_da,0.024647886985394662,0.0412401556968688
oracle,20,40,congestion_price_rt,0.02431913583844758,0.0390776991844177
oracle,20,40,da_as_total_mw_primary_reserve,0.010377222067420533,0.0444807410240173
oracle,20,40,da_as_total_mw_synchronized_reserve,0.013085342591707017,0.0281444191932678
oracle,20,40,da_as_total_mw_thirty_minutes_reserve,0.06266315701859149,0.1023563742637634
oracle,20,40,gross_actual_interchange_mw,0.011725260695271023,0.0421617627143859
oracle,20,40,marginal_loss_price_da,0.0955219875243396,0.1227960586547851
oracle,20,40,metered_load_mw,-0.0020143978579265642,0.0010366439819335
oracle,20,40,net_actual_interchange_mw,0.12603341357550635,0.1613954305648803
oracle,20,40,total_gen,-0.008051786662849003,-4.827976226806641e-06
oracle,20,40,total_lmp_da,0.11543503852938808,0.1358215808868408
oracle,20,40,total_losses,0.03401259375314547,0.1350342631340026
oracle,15,34,congestion_price_da,0.004075232187987665,0.0092456340789794
oracle,15,34,congestion_price_rt,0.004759414374989723,0.0043365955352783
oracle,15,34,da_as_total_mw_primary_reserve,-0.008611570014592673,0.0021723508834838
oracle,15,34,da_as_total_mw_synchronized_reserve,0.017139208836623454,0.032805323600769
oracle,15,34,da_as_total_mw_thirty_minutes_reserve,-0.0031874126408745207,0.0118149518966674
oracle,15,34,gross_actual_interchange_mw,0.010060898668277862,0.0149168372154235
oracle,15,34,marginal_loss_price_da,0.004308345258273616,0.0057814121246337
oracle,15,34,metered_load_mw,0.006336507625471111,0.0253371596336364
oracle,15,34,net_actual_interchange_mw,0.0,0.0174609422683715
oracle,15,34,total_gen,0.003505655445183109,0.0244225263595581
oracle,15,34,total_lmp_da,0.005061999637344328,0.0096958875656127
oracle,15,34,total_losses,0.014547671550160679,0.0216317176818847
oracle,32,43,congestion_price_da,0.022136281834732263,0.0588901042938232
oracle,32,43,congestion_price_rt,0.0,0.0181339383125305
oracle,32,43,da_as_total_mw_primary_reserve,-0.005149567327947024,0.0021305680274963
