kind,S,conf,est,truth
oracle,"(1, 21, 35)",marginal_loss_price_da,0.0033440066074302832,0.0010892152786254
oracle,"(1, 21, 35)",metered_load_mw,-0.009839144573840053,-0.0018019676208496
oracle,"(1, 21, 35)",net_actual_interchange_mw,0.02157365421694979,0.0368011593818664
oracle,"(1, 21, 35)",total_gen,-0.009309104772527887,-0.0001550912857055
oracle,"(1, 21, 35)",total_lmp_da,-0.00142313774624514,-0.0053433179855346
oracle,"(1, 21, 35)",total_losses,0.006411553793101432,0.0429599285125732
oracle,"(8, 25, 39)",congestion_price_da,-0.019232317114150854,-0.0060637593269348
oracle,"(8, 25, 39)",congestion_price_rt,-0.016817545078502638,0.0057029128074646
oracle,"(8, 25, 39)",da_as_total_mw_primary_reserve,0.002323496172165873,0.0112367868423461
oracle,"(8, 25, 39)",da_as_total_mw_synchronized_reserve,-0.015440174453309474,0.0113730430603027
oracle,"(8, 25, 39)",da_as_total_mw_thirty_minutes_reserve,0.010533456407106456,0.0183453559875488
oracle,"(8, 25, 39)",gross_actual_interchange_mw,-0.003546207733676976,0.0038802623748779
oracle,"(8, 25, 39)",marginal_loss_price_da,0.0014548058607893877,-0.0025059580802917
oracle,"(8, 25, 39)",metered_load_mw,-0.002752457573709677,0.0010785460472106
oracle,"(8, 25, 39)",net_actual_interchange_mw,-0.0010617702963845455,0.012286901473999
oracle,"(8, 25, 39)",total_gen,0.0019771981724526766,0.0018320679664611
oracle,"(8, 25, 39)",total_lmp_da,-0.003607115359970603,0.0092284679412841
oracle,"(8, 25, 39)",total_losses,-0.005705042028971596,0.0096186995506286
oracle,"(13, 19, 30)",congestion_price_da,-0.015643844164807574,0.0005556344985961
oracle,"(13, 19, 30)",congestion_price_rt,-0.0014879348305849582,0.0072323679924011
oracle,"(13, 19, 30)",da_as_total_mw_primary_reserve,0.0709049320807883,0.06296306848526
oracle,"(13, 19, 30)",da_as_total_mw_synchronized_reserve,0.03888974454217298,0.0479758977890014
oracle,"(13, 19, 30)",da_as_total_mw_thirty_minutes_reserve,0.11104348727432656,0.1044614315032959
oracle,"(13, 19, 30)",gross_actual_interchange_mw,-0.0043636547868891595,0.0201842188835144
oracle,"(13, 19, 30)",marginal_loss_price_da,0.005141412127633527,0.0208449959754943
oracle,"(13, 19, 30)",metered_load_mw,-0.0021434583644416305,-0.0002083182334899
oracle,"(13, 19, 30)",net_actual_interchange_mw,0.05955941820788846,0.0430216789245605
oracle,"(13, 19, 30)",total_gen,-0.002249158742021473,0.0006495714187622
oracle,"(13, 19, 30)",total_lmp_da,0.009395880031783155,0.0197671651840209
oracle,"(13, 19, 30)",total_losses,0.011764160043853056,0.0215758085250854
oracle,"(7, 21, 37)",congestion_price_da,-0.031688347243228554,-0.0068176388740539
oracle,"(7, 21, 37)",congestion_price_rt,0.009244137629325633,0.0076336860656738
oracle,"(7, 21, 37)",da_as_total_mw_primary_reserve,-0.0033194810468942793,0.0021647810935974
oracle,"(7, 21, 37)",da_as_total_mw_synchronized_reserve,-0.0004405607529743838,0.002517282962799
oracle,"(7, 21, 37)",da_as_total_mw_thirty_minutes_reserve,-0.00490664222023296,0.0141917467117309
oracle,"(7, 21, 37)",gross_actual_interchange_mw,-0.006479819906108131,0.0118408799171447
oracle,"(7, 21, 37)",marginal_loss_price_da,-0.017365882082932993,-0.0138526558876037
oracle,"(7, 21, 37)",metered_load_mw,0.0008686596001824531,0.0722873210906982
oracle,"(7, 21, 37)",net_actual_interchange_mw,0.005699599280461931,0.0061337947845458
oracle,"(7, 21, 37)",total_gen,0.0005774215110756487,0.06142258644104
oracle,"(7, 21, 37)",total_lmp_da,-0.007512178289571958,-0.010792076587677
oracle,"(7, 21, 37)",total_losses,0.008530314999204869,0.039410650730133
oracle,"(22, 26, 34)",congestion_price_da,0.0014120256021307176,0.0040227770805358
oracle,"(22, 26, 34)",congestion_price_rt,0.0013784776295351353,0.0036374330520629
oracle,"(22, 26, 34)",da_as_total_mw_primary_reserve,0.007080146270983745,0.024143099784851
oracle,"(22, 26, 34)",da_as_total_mw_synchronized_reserve,0.00034361242755498456,0.037335455417633
oracle,"(22, 26, 34)",da_as_total_mw_thirty_minutes_reserve,-0.023496772254790854,0.0176790952682495
oracle,"(22, 26, 34)",gross_actual_interchange_mw,-0.01982694421022957,0.0075764060020446
oracle,"(22, 26, 34)",marginal_loss_price_da,-0.004808145564961563,0.0271044373512268
oracle,"(22, 26, 34)",metered_load_mw,-0.011021928150356186,0.0397877693176269
oracle,"(22, 26, 34)",net_actual_interchange_mw,0.011198129321993378,0.017241358757019
oracle,"(22, 26, 34)",total_gen,-0.01502651731982474,0.0353432297706604
oracle,"(22, 26, 34)",total_lmp_da,0.001129780117719914,0.0253164768218994
oracle,"(22, 26, 34)",total_losses,-0.03591816953322857,0.0304973721504211
oracle,"(0, 13, 33)",congestion_price_da,0.0062732279173769445,0.010903775691986
oracle,"(0, 13, 33)",congestion_price_rt,0.007375773302858879,0.0195680260658264
oracle,"(0, 13, 33)",da_as_total_mw_primary_reserve,-0.011983680979912537,0.0094432830810546
oracle,"(0, 13, 33)",da_as_total_mw_synchronized_reserve,-0.0023697561972384484,0.0027875900268554
oracle,"(0, 13, 33)",da_as_total_mw_thirty_minutes_reserve,0.07624595560589376,0.0846599340438842
oracle,"(0, 13, 33)",gross_actual_interchange_mw,-0.0007700643846155764,0.0612935423851013
oracle,"(0, 13, 33)",marginal_loss_price_da,0.0068641675696629045,0.0321719050407409
oracle,"(0, 13, 33)",metered_load_mw,0.006910167500187248,0.0165305137634277
oracle,"(0, 13, 33)",net_actual_interchange_mw,0.08683158209068509,0.1134198904037475
oracle,"(0, 13, 33)",total_gen,0.014787199610887924,0.0274338722229003
oracle,"(0, 13, 33)",total_lmp_da,0.006165838821601044,0.0178649425506591
oracle,"(0, 13, 33)",total_losses,0.0033930441672919143,0.069473922252655
oracle,"(0, 4, 28)",congestion_price_da,0.009706726662808474,0.0155748128890991
oracle,"(0, 4, 28)",congestion_price_rt,0.011900495591879001,0.0161051154136657
oracle,"(0, 4, 28)",da_as_total_mw_primary_reserve,0.005992602349653708,0.037174105644226
oracle,"(0, 4, 28)",da_as_total_mw_synchronized_reserve,0.006365975146630398,0.0328776836395263
oracle,"(0, 4, 28)",da_as_total_mw_thirty_minutes_reserve,0.05286479553734369,0.0547501444816589
oracle,"(0, 4, 28)",gross_actual_interchange_mw,0.011683407498816578,0.0165884494781494
oracle,"(0, 4, 28)",marginal_loss_price_da,-0.0054481208127691305,-0.0152349472045898
oracle,"(0, 4, 28)",metered_load_mw,0.01913767719851711,0.0175033211708068
oracle,"(0, 4, 28)",net_actual_interchange_mw,0.03599141861162869,0.0437327027320861
oracle,"(0, 4, 28)",total_gen,0.013243049866836776,0.0137043595314025
oracle,"(0, 4, 28)",total_lmp_da,0.008108460604967171,0.0063585042953491
oracle,"(0, 4, 28)",total_losses,0.006577826126939135,0.0156471729278564
oracle,"(2, 35, 41)",congestion_price_da,-0.0003231165603266861,0.0026032924652099
oracle,"(2, 35, 41)",congestion_price_rt,0.0004518261690695802,-0.0041356682777404
oracle,"(2, 35, 41)",da_as_total_mw_primary_reserve,0.005378205501370248,0.0152454376220703
oracle,"(2, 35, 41)",da_as_total_mw_synchronized_reserve,-0.010567747085231338,0.0025702714920043
oracle,"(2, 35, 41)",da_as_total_mw_thirty_minutes_reserve,0.004801469639208467,0.0023961663246154
oracle,"(2, 35, 41)",gross_actual_interchange_mw,-0.0018865463054268394,0.0084267854690551
oracle,"(2, 35, 41)",marginal_loss_price_da,-0.003992768151061643,-0.0197673439979553
oracle,"(2, 35, 41)",metered_load_mw,-0.0050455187854699934,0.0086835026741027
oracle,"(2, 35, 41)",net_actual_interchange_mw,0.0005978849011485377,0.0017266869544982
oracle,"(2, 35, 41)",total_gen,-0.003608883089440962,0.0085800290107727
oracle,"(2, 35, 41)",total_lmp_da,-0.0013736668112105388,-0.0040653944015502
oracle,"(2, 35, 41)",total_losses,0.0,0.0027600526809692
oracle,"(2, 3, 23)",congestion_price_da,-0.012369275596855633,-0.018751323223114
oracle,"(2, 3, 23)",congestion_price_rt,-0.00010931064149133363,0.0133164525032043
oracle,"(2, 3, 23)",da_as_total_mw_primary_reserve,0.0037085245978635273,0.0273854136466979
oracle,"(2, 3, 23)",da_as_total_mw_synchronized_reserve,-0.001790527670039399,0.005817711353302
oracle,"(2, 3, 23)",da_as_total_mw_thirty_minutes_reserve,0.00683894359785675,0.0221828818321228
oracle,"(2, 3, 23)",gross_actual_interchange_mw,-0.006250068137650389,-0.0037022829055786
oracle,"(2, 3, 23)",marginal_loss_price_da,0.014902876348375282,-0.0408647656440734
oracle,"(2, 3, 23)",metered_load_mw,0.014182053590646948,0.0175662040710449
oracle,"(2, 3, 23)",net_actual_interchange_mw,0.018803506758658606,0.0338373184204101
oracle,"(2, 3, 23)",total_gen,0.014395784809389744,0.0224666595458984
oracle,"(2, 3, 23)",total_lmp_da,0.01928557549932708,-0.0154430270195007
oracle,"(2, 3, 23)",total_losses,-0.015571677149763596,0.0185840129852294
oracle,"(1, 11, 26)",congestion_price_da,0.0003378368677622312,0.0242758989334106
oracle,"(1, 11, 26)",congestion_price_rt,-0.0017855138986263563,0.0218278169631958
oracle,"(1, 11, 26)",da_as_total_mw_primary_reserve,-0.009056839752432988,0.0340539216995239
oracle,"(1, 11, 26)",da_as_total_mw_synchronized_reserve,0.0030746254413330787,0.0305907726287841
oracle,"(1, 11, 26)",da_as_total_mw_thirty_minutes_reserve,0.009633371822481251,0.0489125251770019
oracle,"(1, 11, 26)",gross_actual_interchange_mw,0.007156950923942418,0.0248185396194458
oracle,"(1, 11, 26)",marginal_loss_price_da,0.0210270868601925,0.0581547617912292
oracle,"(1, 11, 26)",metered_load_mw,-0.005197368139458924,0.0035524368286132
oracle,"(1, 11, 26)",net_actual_interchange_mw,0.002548990066614576,0.0440353751182556
oracle,"(1, 11, 26)",total_gen,-0.005034008016135183,-0.0006626844406127
oracle,"(1, 11, 26)",total_lmp_da,-0.007093803790687581,0.0643327832221984
oracle,"(1, 11, 26)",total_losses,0.0340019514498886,0.0580072402954101
oracle,"(5, 24, 34)",congestion_price_da,-0.01892347757386248,0.0146639347076416
oracle,"(5, 24, 34)",congestion_price_rt,-0.007437989799752187,0.0118926763534545
oracle,"(5, 24, 34)",da_as_total_mw_primary_reserve,0.006837173967824239,0.0390254855155944
oracle,"(5, 24, 34)",da_as_total_mw_synchronized_reserve,-0.006106275243278114,0.0431576967239379
oracle,"(5, 24, 34)",da_as_total_mw_thirty_minutes_reserve,-0.027645616279811103,0.0382359027862548
oracle,"(5, 24, 34)",gross_actual_interchange_mw,0.009279627292533066,0.013437807559967
oracle,"(5, 24, 34)",marginal_loss_price_da,-0.000293717978393393,-7.700920104980469e-05
oracle,"(5, 24, 34)",metered_load_mw,-0.007606758932281132,0.0348299741744995
oracle,"(5, 24, 34)",net_actual_interchange_mw,0.01206258231064572,0.0199517607688903
oracle,"(5, 24, 34)",total_gen,0.0070810464158810316,0.0349870920181274
oracle,"(5, 24, 34)",total_lmp_da,0.00866645038110192,-0.0017776489257812
oracle,"(5, 24, 34)",total_losses,-0.00862054307875404,0.048505425453186
oracle,"(15, 19, 24)",congestion_price_da,-0.12069002151333108,0.0315678119659423
oracle,"(15, 19, 24)",congestion_price_rt,-0.00010556691506391491,0.0247030854225158
oracle,"(15, 19, 24)",da_as_total_mw_primary_reserve,0.024311612508365554,0.0553468465805053
oracle,"(15, 19, 24)",da_as_total_mw_synchronized_reserve,-0.005400560329618775,0.0448988080024719
oracle,"(15, 19, 24)",da_as_total_mw_thirty_minutes_reserve,0.020441028642238845,0.0715581178665161
oracle,"(15, 19, 24)",gross_actual_interchange_mw,-0.008913245671713255,0.0358719229698181
oracle,"(15, 19, 24)",marginal_loss_price_da,0.013455958375739985,0.0300332307815551
oracle,"(15, 19, 24)",metered_load_mw,-0.011326263548261384,-0.0001299381256103
oracle,"(15, 19, 24)",net_actual_interchange_mw,0.05407436064962323,0.0477705597877502
oracle,"(15, 19, 24)",total_gen,-0.012237867084522791,0.0026960968971252
oracle,"(15, 19, 24)",total_lmp_da,0.01925759297463292,0.0422572493553161
oracle,"(15, 19, 24)",total_losses,0.0009839449966582148,0.0247471928596496
oracle,"(34, 35, 42)",congestion_price_da,0.0014537334366756527,0.0011098384857177
oracle,"(34, 35, 42)",congestion_price_rt,0.0010014235097682844,0.0010563135147094
oracle,"(34, 35, 42)",da_as_total_mw_primary_reserve,-0.0017613081039652423,-0.000880479812622
oracle,"(34, 35, 42)",da_as_total_mw_synchronized_reserve,-0.0006191330639223613,0.0031540989875793
oracle,"(34, 35, 42)",da_as_total_mw_thirty_minutes_reserve,-0.03145628762956987,-0.0004723668098449
oracle,"(34, 35, 42)",gross_actual_interchange_mw,0.0008206823464956825,0.0006865859031677
oracle,"(34, 35, 42)",marginal_loss_price_da,-0.005248691345826395,-0.0023796558380126
oracle,"(34, 35, 42)",metered_load_mw,0.011063695426630105,0.0002482533454895
oracle,"(34, 35, 42)",net_actual_interchange_mw,0.0005405060131693507,0.0036627054214477
oracle,"(34, 35, 42)",total_gen,0.008977543304076852,0.000736117362976
oracle,"(34, 35, 42)",total_lmp_da,0.006726187392089522,-0.0016924142837524
oracle,"(34, 35, 42)",total_losses,0.007891604570884447,-0.0024890899658203
oracle,"(16, 26, 43)",congestion_price_da,0.02157923441961651,0.0144757032394409
oracle,"(16, 26, 43)",congestion_price_rt,-0.03514953685916322,0.0049207806587219
oracle,"(16, 26, 43)",da_as_total_mw_primary_reserve,-0.010381971126995793,0.0079577565193176
oracle,"(16, 26, 43)",da_as_total_mw_synchronized_reserve,0.004664981741556828,0.0081818103790283
oracle,"(16, 26, 43)",da_as_total_mw_thirty_minutes_reserve,0.02401358154369304,0.0358075499534606
oracle,"(16, 26, 43)",gross_actual_interchange_mw,0.008819118202045173,0.02043217420578
oracle,"(16, 26, 43)",marginal_loss_price_da,-0.13930621871252025,0.0309207439422607
oracle,"(16, 26, 43)",metered_load_mw,-0.0007618656302729176,0.0174574255943298
oracle,"(16, 26, 43)",net_actual_interchange_mw,-0.001751477556846348,0.0316002964973449
oracle,"(16, 26, 43)",total_gen,0.006013635284965235,0.0235511064529418
oracle,"(16, 26, 43)",total_lmp_da,-0.060483391450594226,0.0539483428001403
oracle,"(16, 26, 43)",total_losses,0.00604284381574971,0.0344452857971191
oracle,"(6, 12, 28)",congestion_price_da,-0.0038337137396801113,0.0051783323287963
oracle,"(6, 12, 28)",congestion_price_rt,0.003879637517689827,0.0098387598991394
oracle,"(6, 12, 28)",da_as_total_mw_primary_reserve,0.041945696905248187,0.0536210536956787
oracle,"(6, 12, 28)",da_as_total_mw_synchronized_reserve,-0.00788277372296875,0.0242430567741394
oracle,"(6, 12, 28)",da_as_total_mw_thirty_minutes_reserve,0.06122817284393722,0.0784066319465637
oracle,"(6, 12, 28)",gross_actual_interchange_mw,-0.0009102503305082887,0.0045810341835021
oracle,"(6, 12, 28)",marginal_loss_price_da,-0.001696002676966013,-0.0048063993453979
oracle,"(6, 12, 28)",metered_load_mw,0.006167571636651048,0.0236361622810363
oracle,"(6, 12, 28)",net_actual_interchange_mw,-0.0050213808647648905,0.0011175274848937
oracle,"(6, 12, 28)",total_gen,0.009146316285724598,0.0304734706878662
oracle,"(6, 12, 28)",total_lmp_da,-0.0046986126766283,-0.0042759776115417
oracle,"(6, 12, 28)",total_losses,0.010108525143694091,0.0262795686721801
oracle,"(20, 29, 36)",congestion_price_da,-0.013583052470838908,0.0113524794578552
oracle,"(20, 29, 36)",congestion_price_rt,0.009099814391571148,0.0080009698867797
oracle,"(20, 29, 36)",da_as_total_mw_primary_reserve,-0.0012820853498239915,0.0170673131942749
oracle,"(20, 29, 36)",da_as_total_mw_synchronized_reserve,0.019257164252448278,0.0212582945823669
oracle,"(20, 29, 36)",da_as_total_mw_thirty_minutes_reserve,0.004678773719541285,0.0184508562088012
oracle,"(20, 29, 36)",gross_actual_interchange_mw,-0.001521558517393884,0.0094255805015563
oracle,"(20, 29, 36)",marginal_loss_price_da,-0.0021274493097844793,-0.0079150795936584
oracle,"(20, 29, 36)",metered_load_mw,0.00026036415603292173,0.0001404285430908
oracle,"(20, 29, 36)",net_actual_interchange_mw,0.01793103075530811,0.0335815548896789
oracle,"(20, 29, 36)",total_gen,-0.0011794983967502448,0.0011862516403198
oracle,"(20, 29, 36)",total_lmp_da,-0.002940054656873081,0.0002781748771667
oracle,"(20, 29, 36)",total_losses,0.009955206330933053,0.0205853581428527
oracle,"(23, 36, 37)",congestion_price_da,0.0,0.001423954963684
oracle,"(23, 36, 37)",congestion_price_rt,-0.00726635433451861,0.0063396692276
oracle,"(23, 36, 37)",da_as_total_mw_primary_reserve,-0.0028523904208109796,0.0126138925552368
oracle,"(23, 36, 37)",da_as_total_mw_synchronized_reserve,-0.003281129985984288,0.0164904594421386
oracle,"(23, 36, 37)",da_as_total_mw_thirty_minutes_reserve,-0.004948642816812954,0.0064501762390136
oracle,"(23, 36, 37)",gross_actual_interchange_mw,0.00011134452027694586,0.0044347047805786
oracle,"(23, 36, 37)",marginal_loss_price_da,-0.0030059114340579285,0.0143830180168151
oracle,"(23, 36, 37)",metered_load_mw,-0.00851503395517017,0.0463320016860961
oracle,"(23, 36, 37)",net_actual_interchange_mw,0.009480635207048227,0.0087540745735168
oracle,"(23, 36, 37)",total_gen,-0.010479603705635387,0.0396558046340942
oracle,"(23, 36, 37)",total_lmp_da,-0.008281068526725277,0.0246073603630065
oracle,"(23, 36, 37)",total_losses,0.004627922928109096,0.0375995635986328
oracle,"(10, 30, 32)",congestion_price_da,0.024406404294972206,0.0435983538627624
oracle,"(10, 30, 32)",congestion_price_rt,0.018338836951823256,0.0432173609733581
oracle,"(10, 30, 32)",da_as_total_mw_primary_reserve,-0.0015104321040299018,0.0105456113815307
oracle,"(10, 30, 32)",da_as_total_mw_synchronized_reserve,0.011108585070725097,0.0141332745552062
oracle,"(10, 30, 32)",da_as_total_mw_thirty_minutes_reserve,0.03235248558567205,0.0483374595642089
oracle,"(10, 30, 32)",gross_actual_interchange_mw,-0.00748549777593821,0.0320023298263549
oracle,"(10, 30, 32)",marginal_loss_price_da,0.01735760523588903,0.0207671523094177
oracle,"(10, 30, 32)",metered_load_mw,0.07398822371523561,0.0998563170433044
oracle,"(10, 30, 32)",net_actual_interchange_mw,0.046902697761281864,0.0756008028984069
oracle,"(10, 30, 32)",total_gen,0.08539155295634915,0.1126189827919006
oracle,"(10, 30, 32)",total_lmp_da,6.098236432772186e-05,0.0261683464050292
