kind,S,conf,est,truth
oracle,"(3, 6, 16)",congestion_price_da,0.0308891115061819,0.0581870079040527
oracle,"(3, 6, 16)",congestion_price_rt,-0.009614574480311111,0.0359804034233093
oracle,"(3, 6, 16)",da_as_total_mw_primary_reserve,0.04278468689498982,0.0910509824752807
oracle,"(3, 6, 16)",da_as_total_mw_synchronized_reserve,0.026491386118416727,0.0687116384506225
oracle,"(3, 6, 16)",da_as_total_mw_thirty_minutes_reserve,0.05190617965397126,0.1794164180755615
oracle,"(3, 6, 16)",gross_actual_interchange_mw,0.04070411799093432,0.0565767884254455
oracle,"(3, 6, 16)",marginal_loss_price_da,0.026687774256356822,0.0865195393562316
oracle,"(3, 6, 16)",metered_load_mw,-0.007790231662181624,0.0201542973518371
oracle,"(3, 6, 16)",net_actual_interchange_mw,0.08758435533276643,0.1779110431671142
oracle,"(3, 6, 16)",total_gen,-0.023394107132235997,0.008959412574768
oracle,"(3, 6, 16)",total_lmp_da,0.05961286807462152,0.070371925830841
oracle,"(3, 6, 16)",total_losses,-0.003264602346624512,0.0768331885337829
oracle,"(6, 16, 40)",congestion_price_da,0.03692165752256049,0.0399693846702575
oracle,"(6, 16, 40)",congestion_price_rt,-0.028484766463018563,0.0206729173660278
oracle,"(6, 16, 40)",da_as_total_mw_primary_reserve,0.02262140456509687,0.0234149098396301
oracle,"(6, 16, 40)",da_as_total_mw_synchronized_reserve,0.006522485140051826,0.0274465680122375
oracle,"(6, 16, 40)",da_as_total_mw_thirty_minutes_reserve,0.03180867981900226,0.0794591307640075
oracle,"(6, 16, 40)",gross_actual_interchange_mw,0.030064655714646782,0.0383815169334411
oracle,"(6, 16, 40)",marginal_loss_price_da,0.02038206635809403,0.0290270447731018
oracle,"(6, 16, 40)",metered_load_mw,0.017229183118853353,0.0212921500205993
oracle,"(6, 16, 40)",net_actual_interchange_mw,0.086894704231113,0.1617929935455322
oracle,"(6, 16, 40)",total_gen,-0.0008134212263701812,0.0058778524398803
oracle,"(6, 16, 40)",total_lmp_da,0.04286525541026498,0.060522437095642
oracle,"(6, 16, 40)",total_losses,0.0804331222197423,0.1585093736648559
oracle,"(4, 14, 18)",congestion_price_da,-0.000663030620686289,0.0098397135734558
oracle,"(4, 14, 18)",congestion_price_rt,0.006562385018347272,0.0098505616188049
oracle,"(4, 14, 18)",da_as_total_mw_primary_reserve,0.00329761591453015,0.0187194347381591
oracle,"(4, 14, 18)",da_as_total_mw_synchronized_reserve,0.005631497547731512,0.034180462360382
oracle,"(4, 14, 18)",da_as_total_mw_thirty_minutes_reserve,0.011527504702067315,0.0324013829231262
oracle,"(4, 14, 18)",gross_actual_interchange_mw,0.010339296498736439,0.0284686684608459
oracle,"(4, 14, 18)",marginal_loss_price_da,0.000310881285509379,-0.0030744671821594
oracle,"(4, 14, 18)",metered_load_mw,-0.007524694802950482,0.0027015805244445
oracle,"(4, 14, 18)",net_actual_interchange_mw,0.0022168151937401737,0.0609050393104553
oracle,"(4, 14, 18)",total_gen,-0.00979765071502503,0.0010142922401428
oracle,"(4, 14, 18)",total_lmp_da,0.007611599010839298,-0.0014472007751464
oracle,"(4, 14, 18)",total_losses,0.1452072357010632,0.1255508661270141
oracle,"(8, 14, 25)",congestion_price_da,-0.01554192013834399,0.0103327631950378
oracle,"(8, 14, 25)",congestion_price_rt,-0.017731353106158365,0.0019865632057189
oracle,"(8, 14, 25)",da_as_total_mw_primary_reserve,0.017977465188939945,0.0339193940162658
oracle,"(8, 14, 25)",da_as_total_mw_synchronized_reserve,0.007194474837346587,0.0175830125808715
oracle,"(8, 14, 25)",da_as_total_mw_thirty_minutes_reserve,0.005490512689585891,0.0220337510108947
oracle,"(8, 14, 25)",gross_actual_interchange_mw,-0.004111676398165454,0.001444399356842
oracle,"(8, 14, 25)",marginal_loss_price_da,-0.001831587391607381,0.0125126242637634
oracle,"(8, 14, 25)",metered_load_mw,-0.006412087934786204,-5.376338958740234e-05
oracle,"(8, 14, 25)",net_actual_interchange_mw,-0.0018914029338426008,0.0336840748786926
oracle,"(8, 14, 25)",total_gen,-0.005940433489063257,-0.0009366273880004
oracle,"(8, 14, 25)",total_lmp_da,-0.00391791441428424,0.0087922811508178
oracle,"(8, 14, 25)",total_losses,-0.005779122929557956,0.0096887350082397
oracle,"(10, 20, 36)",congestion_price_da,0.0004425325064836283,0.0215815305709838
oracle,"(10, 20, 36)",congestion_price_rt,0.00012761808128547436,0.0198590159416198
oracle,"(10, 20, 36)",da_as_total_mw_primary_reserve,-0.002178318379566835,0.0391232371330261
oracle,"(10, 20, 36)",da_as_total_mw_synchronized_reserve,0.017913215618102662,0.0443679690361022
oracle,"(10, 20, 36)",da_as_total_mw_thirty_minutes_reserve,-0.0002287802874194611,0.0375444293022155
oracle,"(10, 20, 36)",gross_actual_interchange_mw,0.017283164217222313,0.0500520467758178
oracle,"(10, 20, 36)",marginal_loss_price_da,0.0025583091596242946,0.0115100145339965
oracle,"(10, 20, 36)",metered_load_mw,-0.0022117472464368015,9.393692016601562e-05
oracle,"(10, 20, 36)",net_actual_interchange_mw,0.0189257391102724,0.0540626049041748
oracle,"(10, 20, 36)",total_gen,0.0018475694735671233,0.0006325244903564
oracle,"(10, 20, 36)",total_lmp_da,0.002389931283919622,0.005206286907196
oracle,"(10, 20, 36)",total_losses,-0.002980557559870034,0.0125088095664978
oracle,"(18, 28, 33)",congestion_price_da,0.0007074378168918649,0.0090382695198059
oracle,"(18, 28, 33)",congestion_price_rt,0.004660723136679423,0.0128688812255859
oracle,"(18, 28, 33)",da_as_total_mw_primary_reserve,0.006926420823378465,0.0002200007438659
oracle,"(18, 28, 33)",da_as_total_mw_synchronized_reserve,-0.001605628668464365,0.0019844770431518
oracle,"(18, 28, 33)",da_as_total_mw_thirty_minutes_reserve,0.04375843472608976,0.0498847961425781
oracle,"(18, 28, 33)",gross_actual_interchange_mw,-0.0003900949955969457,0.0158922672271728
oracle,"(18, 28, 33)",marginal_loss_price_da,0.004320555791435643,0.0118248462677001
oracle,"(18, 28, 33)",metered_load_mw,0.041095828302207704,0.0596436262130737
oracle,"(18, 28, 33)",net_actual_interchange_mw,0.0056732974595089525,0.0049601197242736
oracle,"(18, 28, 33)",total_gen,0.039837861610693914,0.063317060470581
oracle,"(18, 28, 33)",total_lmp_da,0.005167200215994261,0.0151927471160888
oracle,"(18, 28, 33)",total_losses,0.014836342796692659,0.0559595227241516
oracle,"(18, 28, 35)",congestion_price_da,0.0,0.002742052078247
oracle,"(18, 28, 35)",congestion_price_rt,0.0037328032953510837,0.0108786225318908
oracle,"(18, 28, 35)",da_as_total_mw_primary_reserve,0.0005325475249866596,0.0114364624023437
oracle,"(18, 28, 35)",da_as_total_mw_synchronized_reserve,0.017092533873627413,0.0285141468048095
oracle,"(18, 28, 35)",da_as_total_mw_thirty_minutes_reserve,0.006595232546614094,0.01861172914505
oracle,"(18, 28, 35)",gross_actual_interchange_mw,0.003039190731801922,0.0132142305374145
oracle,"(18, 28, 35)",marginal_loss_price_da,-0.0030376847308952737,0.0084441304206848
oracle,"(18, 28, 35)",metered_load_mw,-0.0010469218125743751,0.0391072630882263
oracle,"(18, 28, 35)",net_actual_interchange_mw,0.013490603102383814,0.0265159606933593
oracle,"(18, 28, 35)",total_gen,-0.0013270700345380249,0.0451830625534057
oracle,"(18, 28, 35)",total_lmp_da,-0.0034329493002558387,0.0146791934967041
oracle,"(18, 28, 35)",total_losses,0.003267094488350941,0.0252373814582824
oracle,"(6, 12, 38)",congestion_price_da,0.022377059406340605,0.021923542022705
oracle,"(6, 12, 38)",congestion_price_rt,0.01804455106592595,0.0356638431549072
oracle,"(6, 12, 38)",da_as_total_mw_primary_reserve,0.025701734118203312,0.0644243359565734
oracle,"(6, 12, 38)",da_as_total_mw_synchronized_reserve,-0.0008397416292625914,0.0448506474494934
oracle,"(6, 12, 38)",da_as_total_mw_thirty_minutes_reserve,0.008103059064307083,0.0594233274459838
oracle,"(6, 12, 38)",gross_actual_interchange_mw,0.0036521348202249726,0.0331728458404541
oracle,"(6, 12, 38)",marginal_loss_price_da,-0.0026050563282395967,0.0094364881515502
oracle,"(6, 12, 38)",metered_load_mw,0.018516552449418078,0.0232000946998596
oracle,"(6, 12, 38)",net_actual_interchange_mw,-0.0006945623842811166,0.0401753187179565
oracle,"(6, 12, 38)",total_gen,0.01645520117633059,0.0246148705482482
oracle,"(6, 12, 38)",total_lmp_da,-0.0031121539757393846,0.0016078352928161
oracle,"(6, 12, 38)",total_losses,0.03690119681165327,0.0547312498092651
oracle,"(1, 21, 35)",congestion_price_da,-0.010497937809013869,0.0005569458007812
oracle,"(1, 21, 35)",congestion_price_rt,-0.0021424950171281543,0.0031001567840576
oracle,"(1, 21, 35)",da_as_total_mw_primary_reserve,0.0027047993503303003,0.0240684151649475
oracle,"(1, 21, 35)",da_as_total_mw_synchronized_reserve,0.0033648910346927297,0.0067847371101379
oracle,"(1, 21, 35)",da_as_total_mw_thirty_minutes_reserve,0.014558561725050545,0.0255609154701232
oracle,"(1, 21, 35)",gross_actual_interchange_mw,-0.01275406780968158,0.0100588798522949
