i,j,conf,band,method,v_pair,syn,truth
17,40,gross_actual_interchange_mw,mid,ft50,0.19257823280882536,0.0659027346757497,0.0864940881729126
17,40,gross_actual_interchange_mw,mid,ft50+L0,0.20361779776397682,0.07421674238190934,0.0864940881729126
4,28,da_as_total_mw_thirty_minutes_reserve,mid,oracle,0.29802332263546116,0.055281837138983936,0.0864223837852478
4,28,da_as_total_mw_thirty_minutes_reserve,mid,L0,0.4078768530910972,0.055642650450491216,0.0864223837852478
4,28,da_as_total_mw_thirty_minutes_reserve,mid,ft5,0.3167017543630879,0.05388075501007239,0.0864223837852478
4,28,da_as_total_mw_thirty_minutes_reserve,mid,ft5+L0,0.36112417756685133,0.017593574776160303,0.0864223837852478
4,28,da_as_total_mw_thirty_minutes_reserve,mid,ft25,0.3439486153667114,0.06308081293590961,0.0864223837852478
4,28,da_as_total_mw_thirty_minutes_reserve,mid,ft25+L0,0.44479033572599136,0.09522791259205021,0.0864223837852478
4,28,da_as_total_mw_thirty_minutes_reserve,mid,ft50,0.3584946434415859,0.07069679714874133,0.0864223837852478
4,28,da_as_total_mw_thirty_minutes_reserve,mid,ft50+L0,0.4105631216962401,0.06630469722117593,0.0864223837852478
4,22,da_as_total_mw_thirty_minutes_reserve,mid,oracle,0.30816457698593025,0.06542309148945302,0.0861284136772155
4,22,da_as_total_mw_thirty_minutes_reserve,mid,L0,0.4276281545321198,0.07539395189151377,0.0861284136772155
4,22,da_as_total_mw_thirty_minutes_reserve,mid,ft5,0.32846885514046065,0.06564785578744514,0.0861284136772155
4,22,da_as_total_mw_thirty_minutes_reserve,mid,ft5+L0,0.4327818033350145,0.08925120054432345,0.0861284136772155
4,22,da_as_total_mw_thirty_minutes_reserve,mid,ft25,0.35165397556435685,0.07078617313355506,0.0861284136772155
4,22,da_as_total_mw_thirty_minutes_reserve,mid,ft25+L0,0.42216486804092346,0.07260244490698231,0.0861284136772155
4,22,da_as_total_mw_thirty_minutes_reserve,mid,ft50,0.35848512704841917,0.07068728075557462,0.0861284136772155
4,22,da_as_total_mw_thirty_minutes_reserve,mid,ft50+L0,0.1782212635079382,-0.16603716096712595,0.0861284136772155
14,27,net_actual_interchange_mw,mid,oracle,0.11385064636271836,0.07342754969116871,0.0857504606246948
14,27,net_actual_interchange_mw,mid,L0,0.15748058357013106,0.09261830044715558,0.0857504606246948
14,27,net_actual_interchange_mw,mid,ft5,0.12601562329667448,0.06625472467917326,0.0857504606246948
14,27,net_actual_interchange_mw,mid,ft5+L0,0.15670678480983635,0.09093697882815255,0.0857504606246948
14,27,net_actual_interchange_mw,mid,ft25,0.1355895599063539,0.09209398370304,0.0857504606246948
14,27,net_actual_interchange_mw,mid,ft25+L0,0.15611145843580976,0.0916651309778036,0.0857504606246948
14,27,net_actual_interchange_mw,mid,ft50,0.1438890373551407,0.08837250803326657,0.0857504606246948
14,27,net_actual_interchange_mw,mid,ft50+L0,0.15492685890514446,0.09043619445230544,0.0857504606246948
6,22,da_as_total_mw_thirty_minutes_reserve,mid,oracle,0.14782413107786152,0.05397298404092521,0.0856958031654357
6,22,da_as_total_mw_thirty_minutes_reserve,mid,L0,0.21687061018264486,0.09729084416871092,0.0856958031654357
6,22,da_as_total_mw_thirty_minutes_reserve,mid,ft5,0.17653651161834483,0.06680662633550127,0.0856958031654357
6,22,da_as_total_mw_thirty_minutes_reserve,mid,ft5+L0,0.21686306309596504,0.09457243872416188,0.0856958031654357
6,22,da_as_total_mw_thirty_minutes_reserve,mid,ft25,0.19974300852594373,0.08154730954052036,0.0856958031654357
6,22,da_as_total_mw_thirty_minutes_reserve,mid,ft25+L0,0.2213409901597999,0.09836666009283912,0.0856958031654357
6,22,da_as_total_mw_thirty_minutes_reserve,mid,ft50,0.19812494655431934,0.09088165418038119,0.0856958031654357
6,22,da_as_total_mw_thirty_minutes_reserve,mid,ft50+L0,0.22130158848998205,0.10006808854847293,0.0856958031654357
24,30,total_gen,mid,oracle,0.06694918538571393,-0.02569171468184661,0.085174024105072
24,30,total_gen,mid,L0,0.19342027470313616,0.05531495822288579,0.085174024105072
24,30,total_gen,mid,ft5,0.15600379148076948,0.024630295167595295,0.085174024105072
24,30,total_gen,mid,ft5+L0,0.21387480574474405,0.07304955666288593,0.085174024105072
24,30,total_gen,mid,ft25,0.18975478684149027,0.058472928964908744,0.085174024105072
24,30,total_gen,mid,ft25+L0,0.2133593301032547,0.07651054749202835,0.085174024105072
24,30,total_gen,mid,ft50,0.19250394722508002,0.059241221779117725,0.085174024105072
24,30,total_gen,mid,ft50+L0,0.20499121924856323,0.06844823937612443,0.085174024105072
5,14,da_as_total_mw_thirty_minutes_reserve,mid,oracle,0.24281165349223055,0.03474185073250091,0.0845036506652832
5,14,da_as_total_mw_thirty_minutes_reserve,mid,L0,0.3020868583990429,0.0811553619949229,0.0845036506652832
5,14,da_as_total_mw_thirty_minutes_reserve,mid,ft5,0.2576377799285241,0.04578271935743594,0.0845036506652832
5,14,da_as_total_mw_thirty_minutes_reserve,mid,ft5+L0,0.29980692906547923,0.08034752662508182,0.0845036506652832
5,14,da_as_total_mw_thirty_minutes_reserve,mid,ft25,0.25772036470628623,0.04607674150264851,0.0845036506652832
5,14,da_as_total_mw_thirty_minutes_reserve,mid,ft25+L0,0.30237386760329166,0.08350432219081394,0.0845036506652832
5,14,da_as_total_mw_thirty_minutes_reserve,mid,ft50,0.2760301210507854,0.060082581197099194,0.0845036506652832
5,14,da_as_total_mw_thirty_minutes_reserve,mid,ft50+L0,0.29971425965985976,0.07954676362139868,0.0845036506652832
2,30,net_actual_interchange_mw,mid,oracle,0.059364904034128196,0.03405551406552754,0.0845020413398742
2,30,net_actual_interchange_mw,mid,L0,0.11206869353937055,0.0838526807560882,0.0845020413398742
2,30,net_actual_interchange_mw,mid,ft5,0.04844072718805181,0.03793537983345652,0.0845020413398742
2,30,net_actual_interchange_mw,mid,ft5+L0,0.1155972869042069,0.08732989865548169,0.0845020413398742
2,30,net_actual_interchange_mw,mid,ft25,0.05482468445906996,0.05058856052690486,0.0845020413398742
2,30,net_actual_interchange_mw,mid,ft25+L0,0.11394534233954923,0.08495225072363666,0.0845020413398742
2,30,net_actual_interchange_mw,mid,ft50,0.07821723542901315,0.04837093672486492,0.0845020413398742
2,30,net_actual_interchange_mw,mid,ft50+L0,0.11817077532795817,0.08883191737305796,0.0845020413398742
21,28,da_as_total_mw_thirty_minutes_reserve,mid,oracle,0.17250778976306358,0.08125508952954619,0.0844188928604126
21,28,da_as_total_mw_thirty_minutes_reserve,mid,L0,0.21554033862960464,0.09816284302471823,0.0844188928604126
21,28,da_as_total_mw_thirty_minutes_reserve,mid,ft5,0.19954590856019072,0.09360850541644239,0.0844188928604126
21,28,da_as_total_mw_thirty_minutes_reserve,mid,ft5+L0,0.21790193198114138,0.09600605206415735,0.0844188928604126
21,28,da_as_total_mw_thirty_minutes_reserve,mid,ft25,0.2131557574373878,0.10037282100075895,0.0844188928604126
21,28,da_as_total_mw_thirty_minutes_reserve,mid,ft25+L0,0.21599897644429422,0.09877143833186985,0.0844188928604126
21,28,da_as_total_mw_thirty_minutes_reserve,mid,ft50,0.21363124398313427,0.09895108031618294,0.0844188928604126
21,28,da_as_total_mw_thirty_minutes_reserve,mid,ft50+L0,0.21679605488523823,0.09781248902736239,0.0844188928604126
15,22,da_as_total_mw_thirty_minutes_reserve,mid,oracle,0.28413270327945284,0.05859556317928538,0.0841696858406066
15,22,da_as_total_mw_thirty_minutes_reserve,mid,L0,0.31133467358516353,0.07167950541525947,0.0841696858406066
15,22,da_as_total_mw_thirty_minutes_reserve,mid,ft5,0.29705962892080806,0.07037896080912909,0.0841696858406066
15,22,da_as_total_mw_thirty_minutes_reserve,mid,ft5+L0,0.3143324339334185,0.07338701325003105,0.0841696858406066
15,22,da_as_total_mw_thirty_minutes_reserve,mid,ft25,0.29949208859238585,0.06588709826360717,0.0841696858406066
15,22,da_as_total_mw_thirty_minutes_reserve,mid,ft25+L0,0.3080902470627762,0.06721497442574031,0.0841696858406066
15,22,da_as_total_mw_thirty_minutes_reserve,mid,ft50,0.3019030807028542,0.06521477942006448,0.0841696858406066
15,22,da_as_total_mw_thirty_minutes_reserve,mid,ft50+L0,0.3129438804490866,0.07046573461479344,0.0841696858406066
6,28,net_actual_interchange_mw,mid,oracle,0.12398306227731604,0.05822735048567873,0.0840442180633544
6,28,net_actual_interchange_mw,mid,L0,0.16685663483927282,0.024321634244300894,0.0840442180633544
6,28,net_actual_interchange_mw,mid,ft5,0.13166749438266545,0.060507045178749386,0.0840442180633544
6,28,net_actual_interchange_mw,mid,ft5+L0,0.17088817258154354,0.048379340718584296,0.0840442180633544
6,28,net_actual_interchange_mw,mid,ft25,0.10673058328367335,0.02941072661962385,0.0840442180633544
6,28,net_actual_interchange_mw,mid,ft25+L0,0.1706094944920955,0.0662830736020833,0.0840442180633544
6,28,net_actual_interchange_mw,mid,ft50,0.14291638496764336,0.0565609186724928,0.0840442180633544
6,28,net_actual_interchange_mw,mid,ft50+L0,0.1842086321678469,0.08005647188109521,0.0840442180633544
2,28,da_as_total_mw_thirty_minutes_reserve,mid,oracle,0.16632156853770708,0.07498376869287793,0.0839225649833679
2,28,da_as_total_mw_thirty_minutes_reserve,mid,L0,0.25093256554623233,0.083265000276312,0.0839225649833679
2,28,da_as_total_mw_thirty_minutes_reserve,mid,ft5,0.17218276999434012,0.06624536685059179,0.0839225649833679
2,28,da_as_total_mw_thirty_minutes_reserve,mid,ft5+L0,0.24267706010628487,0.077756868802898,0.0839225649833679
2,28,da_as_total_mw_thirty_minutes_reserve,mid,ft25,0.2170201972466892,0.08548058082312526,0.0839225649833679
2,28,da_as_total_mw_thirty_minutes_reserve,mid,ft25+L0,0.23900565002869678,0.07537202298145684,0.0839225649833679
2,28,da_as_total_mw_thirty_minutes_reserve,mid,ft50,0.22451825834228212,0.0879322070573374,0.0839225649833679
2,28,da_as_total_mw_thirty_minutes_reserve,mid,ft50+L0,0.2530537287172344,0.0868749304006613,0.0839225649833679
27,41,total_gen,weak,oracle,0.046272257167889075,0.02133153851679792,0.0204159617424011
27,41,total_gen,weak,L0,0.0,-0.0570007290190544,0.0204159617424011
27,41,total_gen,weak,ft5,0.05505871120944872,0.02029473023478856,0.0204159617424011
27,41,total_gen,weak,ft5+L0,0.03188128184943051,-0.025369883934302395,0.0204159617424011
27,41,total_gen,weak,ft25,0.060883512637467385,0.019111358132500644,0.0204159617424011
27,41,total_gen,weak,ft25+L0,0.040905152714518445,-0.01196577484385164,0.0204159617424011
27,41,total_gen,weak,ft50,0.05786392309019439,0.017502642195845852,0.0204159617424011
27,41,total_gen,weak,ft50+L0,0.031583641663439965,-0.019687262844885978,0.0204159617424011
8,41,total_gen,weak,oracle,0.009648105919116912,0.00041829266901904916,0.0197144150733947
8,41,total_gen,weak,L0,0.040947479802475484,0.023970166453132213,0.0197144150733947
8,41,total_gen,weak,ft5,0.03295702207378015,0.012439752585634012,0.0197144150733947
8,41,total_gen,weak,ft5+L0,0.0389386263472804,0.01435031991092417,0.0197144150733947
8,41,total_gen,weak,ft25,0.0394308348196446,0.010795564559717863,0.0197144150733947
8,41,total_gen,weak,ft25+L0,0.0416837920122517,0.01781672351364849,0.0197144150733947
8,41,total_gen,weak,ft50,0.04133661314121129,0.013345681428127865,0.0197144150733947
8,41,total_gen,weak,ft50+L0,0.045261248576883184,0.021146744972380005,0.0197144150733947
16,41,total_gen,weak,oracle,0.4839242443644858,0.01289553664393972,0.0192372798919677
16,41,total_gen,weak,L0,0.5072708770013636,0.010266345421818479,0.0192372798919677
16,41,total_gen,weak,ft5,0.49001110028610384,0.016648213510194187,0.0192372798919677
16,41,total_gen,weak,ft5+L0,0.5060386995277051,0.009034156168705287,0.0192372798919677
16,41,total_gen,weak,ft25,0.4923817171698165,0.010578678368093342,0.0192372798919677
16,41,total_gen,weak,ft25+L0,0.5049993265959262,0.007994790333460955,0.0192372798919677
16,41,total_gen,weak,ft50,0.496083384876293,0.012559153082313257,0.0192372798919677
16,41,total_gen,weak,ft50+L0,0.5067232090820987,0.00972010523296818,0.0192372798919677
19,23,congestion_price_rt,weak,oracle,0.11086989168599748,0.0175188322955403,0.0190708637237548
19,23,congestion_price_rt,weak,L0,0.11592243506067057,-0.005543749927790387,0.0190708637237548
19,23,congestion_price_rt,weak,ft5,0.11178466749069005,0.026315385751600195,0.0190708637237548
19,23,congestion_price_rt,weak,ft5+L0,0.12745158257353295,0.011750575435552912,0.0190708637237548
19,23,congestion_price_rt,weak,ft25,0.11756349625446416,0.016555607901683422,0.0190708637237548
19,23,congestion_price_rt,weak,ft25+L0,0.12769037721176157,0.007039591790921174,0.0190708637237548
19,23,congestion_price_rt,weak,ft50,0.128151075611192,0.010387669376570985,0.0190708637237548
19,23,congestion_price_rt,weak,ft50+L0,0.12465499297766902,0.005727501823032388,0.0190708637237548
20,23,congestion_price_rt,weak,oracle,0.10175586251320357,0.017521867060590335,0.0186250209808349
20,23,congestion_price_rt,weak,L0,0.12622969649335636,0.0122239737605222,0.0186250209808349
20,23,congestion_price_rt,weak,ft5,0.09877371276912905,0.026368540456143452,0.0186250209808349
20,23,congestion_price_rt,weak,ft5+L0,0.12437048937211659,0.011651030850903354,0.0186250209808349
20,23,congestion_price_rt,weak,ft25,0.10951745257099965,0.01418463148105431,0.0186250209808349
20,23,congestion_price_rt,weak,ft25+L0,0.127728711951001,0.03984795112142869,0.0186250209808349
20,23,congestion_price_rt,weak,ft50,0.1226474957032001,0.009992447216489952,0.0186250209808349
20,23,congestion_price_rt,weak,ft50+L0,0.12527777057906986,0.010374053002319528,0.0186250209808349
31,41,metered_load_mw,weak,oracle,0.10849882182607917,0.013604759666243416,0.0186126828193664
31,41,metered_load_mw,weak,L0,0.12292278292091519,-0.040599268763745755,0.0186126828193664
31,41,metered_load_mw,weak,ft5,0.08906775210439599,0.0053313849010824255,0.0186126828193664
31,41,metered_load_mw,weak,ft5+L0,0.14362968317638058,-0.01918381402540492,0.0186126828193664
31,41,metered_load_mw,weak,ft25,0.10108044186557652,0.010643509351802138,0.0186126828193664
31,41,metered_load_mw,weak,ft25+L0,0.13186408848856634,-0.03410827980716402,0.0186126828193664
31,41,metered_load_mw,weak,ft50,0.1135688942675559,0.0158458997185571,0.0186126828193664
31,41,metered_load_mw,weak,ft50+L0,0.12791125135631398,-0.03204133838278456,0.0186126828193664
18,41,total_gen,weak,oracle,0.1549375226587194,0.014164141737202707,0.0183179378509521
18,41,total_gen,weak,L0,0.20925042362854318,0.02075959317543208,0.0183179378509521
18,41,total_gen,weak,ft5,0.17688091480606982,0.012860112224777676,0.0183179378509521
18,41,total_gen,weak,ft5+L0,0.2124590167352478,0.024622398835568493,0.0183179378509521
18,41,total_gen,weak,ft25,0.18440942852641895,0.01049963516085839,0.0183179378509521
18,41,total_gen,weak,ft25+L0,0.2083353891523505,0.021247344997434414,0.0183179378509521
18,41,total_gen,weak,ft50,0.19095183426510554,0.01578748471035174,0.0183179378509521
18,41,total_gen,weak,ft50+L0,0.20727547293326432,0.020449784601005105,0.0183179378509521
8,39,gross_actual_interchange_mw,weak,oracle,0.06160213346159826,0.015651256817751813,0.0183050632476806
8,39,gross_actual_interchange_mw,weak,L0,0.06459536407622102,-0.010361986255126299,0.0183050632476806
8,39,gross_actual_interchange_mw,weak,ft5,0.047962022734491794,0.009320921598536036,0.0183050632476806
8,39,gross_actual_interchange_mw,weak,ft5+L0,0.07761199775858219,0.0012631704498260454,0.0183050632476806
8,39,gross_actual_interchange_mw,weak,ft25,0.07621259122473734,0.010146053147245815,0.0183050632476806
8,39,gross_actual_interchange_mw,weak,ft25+L0,0.06254136959017242,-0.014274588168903035,0.0183050632476806
8,39,gross_actual_interchange_mw,weak,ft50,0.07279431200018305,0.009737008850655648,0.0183050632476806
8,39,gross_actual_interchange_mw,weak,ft50+L0,0.053396821791998894,-0.023090120202851394,0.0183050632476806
29,41,total_gen,weak,oracle,0.10949972926431395,0.015871709368281195,0.0177324414253234
29,41,total_gen,weak,L0,0.12600917070775786,0.015783445881738745,0.0177324414253234
29,41,total_gen,weak,ft5,0.1206940425239057,0.01608252235251384,0.0177324414253234
29,41,total_gen,weak,ft5+L0,0.12844850801889007,0.019663924242388164,0.0177324414253234
29,41,total_gen,weak,ft25,0.11344372424830451,0.009763553211546872,0.0177324414253234
29,41,total_gen,weak,ft25+L0,0.12302450654674257,0.011979638448687102,0.0177324414253234
29,41,total_gen,weak,ft50,0.12346051129095903,0.015439070812342637,0.0177324414253234
29,41,total_gen,weak,ft50+L0,0.12451779867850421,0.013996609105452307,0.0177324414253234
38,41,da_as_total_mw_primary_reserve,weak,oracle,0.04171571525450113,0.010256589481050571,0.0170269012451171
38,41,da_as_total_mw_primary_reserve,weak,L0,0.04201977878399521,0.008544053462766543,0.0170269012451171
38,41,da_as_total_mw_primary_reserve,weak,ft5,0.041639144582826915,0.01078570402534662,0.0170269012451171
38,41,da_as_total_mw_primary_reserve,weak,ft5+L0,0.04256191291883027,0.00913107414098524,0.0170269012451171
38,41,da_as_total_mw_primary_reserve,weak,ft25,0.04083733629983766,0.007296027906509517,0.0170269012451171
38,41,da_as_total_mw_primary_reserve,weak,ft25+L0,0.03915006523477149,0.004691279166283757,0.0170269012451171
38,41,da_as_total_mw_primary_reserve,weak,ft50,0.03701685389924847,0.009625025799970266,0.0170269012451171
38,41,da_as_total_mw_primary_reserve,weak,ft50+L0,0.0410712317039561,0.006399931110392498,0.0170269012451171
7,22,total_lmp_da,weak,oracle,0.0,-0.003504920889317864,0.0168977975845336
7,22,total_lmp_da,weak,L0,0.01975580624161144,0.007497251885947964,0.0168977975845336
7,22,total_lmp_da,weak,ft5,0.028621777979484286,0.006317346092380327,0.0168977975845336
7,22,total_lmp_da,weak,ft5+L0,0.03334255204932712,0.022436801763631387,0.0168977975845336
7,22,total_lmp_da,weak,ft25,0.0,-0.009061534990561726,0.0168977975845336
7,22,total_lmp_da,weak,ft25+L0,0.02124540610312431,0.00483706661244554,0.0168977975845336
7,22,total_lmp_da,weak,ft50,0.02676509622750345,0.005055834798264769,0.0168977975845336
7,22,total_lmp_da,weak,ft50+L0,0.021641990411865653,0.005056162266675712,0.0168977975845336
30,41,total_gen,weak,oracle,0.10393174866229049,0.011290848594729952,0.0167897343635559
30,41,total_gen,weak,L0,0.14698029595209616,0.01012855203856422,0.0167897343635559
30,41,total_gen,weak,ft5,0.14303616988896484,0.01166267357579065,0.0167897343635559
30,41,total_gen,weak,ft5+L0,0.15140727014694355,0.014516113251932028,0.0167897343635559
30,41,total_gen,weak,ft25,0.14125632923339448,0.009974471356812953,0.0167897343635559
30,41,total_gen,weak,ft25+L0,0.14640330380468192,0.009554521193455567,0.0167897343635559
30,41,total_gen,weak,ft50,0.14586297933702974,0.012600253891067448,0.0167897343635559
30,41,total_gen,weak,ft50+L0,0.14850821715978701,0.011965237287348218,0.0167897343635559
32,41,metered_load_mw,weak,oracle,0.11057740482144507,0.013855889800635013,0.0164347290992736
32,41,metered_load_mw,weak,L0,0.12820271162185803,-0.03815461426465039,0.0164347290992736
32,41,metered_load_mw,weak,ft5,0.08945783119024375,0.005565029593502024,0.0164347290992736
32,41,metered_load_mw,weak,ft5+L0,0.14750057779770476,-0.014965898521039689,0.0164347290992736
32,41,metered_load_mw,weak,ft25,0.10028252257422243,0.00800376870448316,0.0164347290992736
32,41,metered_load_mw,weak,ft25+L0,0.12805292305971827,-0.03171799431963629,0.0164347290992736
32,41,metered_load_mw,weak,ft50,0.11350529297672707,0.01568846577023808,0.0164347290992736
32,41,metered_load_mw,weak,ft50+L0,0.11910013518939755,-0.041774119108820784,0.0164347290992736
23,41,metered_load_mw,weak,oracle,0.03525455708551917,0.0176089800529019,0.0158966183662414
23,41,metered_load_mw,weak,L0,0.04936415361517743,0.006752895597283759,0.0158966183662414
23,41,metered_load_mw,weak,ft5,0.04629301456825896,0.02020583064935777,0.0158966183662414
23,41,metered_load_mw,weak,ft5+L0,0.038957896612751064,-0.003462921957484655,0.0158966183662414
23,41,metered_load_mw,weak,ft25,0.049638259799798634,0.014466219748734632,0.0158966183662414
23,41,metered_load_mw,weak,ft25+L0,0.05379079284089605,0.014514212491101741,0.0158966183662414
23,41,metered_load_mw,weak,ft50,0.04960752028023363,0.01463865573049239,0.0158966183662414
23,41,metered_load_mw,weak,ft50+L0,0.04726754935075872,0.0026370894159168934,0.0158966183662414
26,41,total_lmp_da,weak,oracle,0.06557995085384849,0.0012870453401990778,0.0146517753601074
26,41,total_lmp_da,weak,L0,0.07551055844846066,0.07514291165444253,0.0146517753601074
26,41,total_lmp_da,weak,ft5,0.06685120391974475,-0.003985037600421459,0.0146517753601074
26,41,total_lmp_da,weak,ft5+L0,0.06905530235600088,-0.004140074252184989,0.0146517753601074
26,41,total_lmp_da,weak,ft25,0.06658637154530866,-0.006205915067304502,0.0146517753601074
26,41,total_lmp_da,weak,ft25+L0,0.0,-0.07863653676229854,0.0146517753601074
26,41,total_lmp_da,weak,ft50,0.07092544864198924,-0.0002924616703859906,0.0146517753601074
26,41,total_lmp_da,weak,ft50+L0,0.06709733152495423,-0.01335862640223362,0.0146517753601074
7,28,total_lmp_da,weak,oracle,0.0009300678006172181,-0.0040952457274759935,0.0146198868751525
7,28,total_lmp_da,weak,L0,0.0,-0.012258554355663476,0.0146198868751525
7,28,total_lmp_da,weak,ft5,0.016825089839748397,0.010387851693840489,0.0146198868751525
7,28,total_lmp_da,weak,ft5+L0,0.0,-0.010905750285695737,0.0146198868751525
7,28,total_lmp_da,weak,ft25,0.0,-0.009061534990561726,0.0146198868751525
7,28,total_lmp_da,weak,ft25+L0,0.003213006499397153,-0.013195332991281616,0.0146198868751525
7,28,total_lmp_da,weak,ft50,0.02047937435177216,0.012926401894346462,0.0146198868751525
7,28,total_lmp_da,weak,ft50+L0,0.0,-0.01658582814518994,0.0146198868751525
12,41,gross_actual_interchange_mw,weak,oracle,0.00943279118553697,0.005786589583686941,0.0142625570297241
12,41,gross_actual_interchange_mw,weak,L0,0.04101744142210495,0.006699281003404445,0.0142625570297241
12,41,gross_actual_interchange_mw,weak,ft5,0.011001219826870745,0.007785413316540257,0.0142625570297241
12,41,gross_actual_interchange_mw,weak,ft5+L0,0.03954783873635859,0.004806065211667598,0.0142625570297241
12,41,gross_actual_interchange_mw,weak,ft25,0.016844313433750258,0.0019021931135563275,0.0142625570297241
12,41,gross_actual_interchange_mw,weak,ft25+L0,0.0435469740504284,0.008075042451572312,0.0142625570297241
12,41,gross_actual_interchange_mw,weak,ft50,0.028839757629434137,0.007340427456514864,0.0142625570297241
12,41,gross_actual_interchange_mw,weak,ft50+L0,0.03529667303005901,0.004361917932499404,0.0142625570297241
41,43,total_lmp_da,weak,oracle,0.07147280454013105,0.015029958315880054,0.0142277479171752
41,43,total_lmp_da,weak,L0,0.07825249228922004,-0.0046895170455193425,0.0142277479171752
41,43,total_lmp_da,weak,ft5,0.1021645990981993,-0.005265296826758581,0.0142277479171752
41,43,total_lmp_da,weak,ft5+L0,0.08119284568973117,-0.0010136995842957575,0.0142277479171752
41,43,total_lmp_da,weak,ft25,0.041480938271449164,-0.0015925793595269466,0.0142277479171752
41,43,total_lmp_da,weak,ft25+L0,0.07916105819551955,-0.0024416339333884762,0.0142277479171752
41,43,total_lmp_da,weak,ft50,0.048437852086128275,-0.009378086906053906,0.0142277479171752
41,43,total_lmp_da,weak,ft50+L0,0.07631914858795719,-0.007066064152594698,0.0142277479171752
25,41,total_gen,weak,oracle,0.010144687043660117,0.0009148737935622542,0.0141026973724365
25,41,total_gen,weak,L0,0.04272973623445975,0.027392899495428225,0.0141026973724365
25,41,total_gen,weak,ft5,0.024330468892063584,0.0042236363987175896,0.0141026973724365
25,41,total_gen,weak,ft5+L0,0.039860299625318896,0.015271993188962663,0.0141026973724365
25,41,total_gen,weak,ft25,0.03164663073646412,0.008573673286884187,0.0141026973724365
25,41,total_gen,weak,ft25+L0,0.03889574451240185,0.015028676013798647,0.0141026973724365
25,41,total_gen,weak,ft50,0.03269269627036453,0.008019327954436495,0.0141026973724365
25,41,total_gen,weak,ft50+L0,0.03882144768579476,0.014706944081291584,0.0141026973724365
5,23,net_actual_interchange_mw,weak,oracle,0.011769857141609052,0.005503975995100774,0.0139433145523071
5,23,net_actual_interchange_mw,weak,L0,0.039044146675836,-0.017574748301835696,0.0139433145523071
5,23,net_actual_interchange_mw,weak,ft5,0.01851398977769947,0.012730596694816132,0.0139433145523071
5,23,net_actual_interchange_mw,weak,ft5+L0,0.0,-0.06599735011463514,0.0139433145523071
5,23,net_actual_interchange_mw,weak,ft25,0.000137167721761422,0.000137167721761422,0.0139433145523071
5,23,net_actual_interchange_mw,weak,ft25+L0,0.045738485104554694,-0.01788255793841631,0.0139433145523071
5,23,net_actual_interchange_mw,weak,ft50,0.0048142327074008895,0.0028319824247391434,0.0139433145523071
5,23,net_actual_interchange_mw,weak,ft50+L0,0.028227378076828735,-0.03287684763392695,0.0139433145523071
2,41,gross_actual_interchange_mw,weak,oracle,0.0,-0.00364620160185003,0.0131056904792785
2,41,gross_actual_interchange_mw,weak,L0,0.038531596378388544,0.006322798233424964,0.0131056904792785
2,41,gross_actual_interchange_mw,weak,ft5,0.009355072472963522,0.006383872012322489,0.0131056904792785
2,41,gross_actual_interchange_mw,weak,ft5+L0,0.007828330290108099,-0.021261161687828545,0.0131056904792785
2,41,gross_actual_interchange_mw,weak,ft25,0.021351850659475535,0.007139962969673008,0.0131056904792785
2,41,gross_actual_interchange_mw,weak,ft25+L0,0.0374649913252082,0.0050602432264664765,0.0131056904792785
2,41,gross_actual_interchange_mw,weak,ft50,0.027542204193397923,0.00913513911294117,0.0131056904792785
2,41,gross_actual_interchange_mw,weak,ft50+L0,0.037244962284530336,0.00992346952474743,0.0131056904792785
39,41,da_as_total_mw_primary_reserve,weak,oracle,0.00893030288435337,0.006478212450858223,0.0129069685935974
39,41,da_as_total_mw_primary_reserve,weak,L0,0.021322426223232105,0.007085946566491086,0.0129069685935974
39,41,da_as_total_mw_primary_reserve,weak,ft5,0.004543245069748569,0.004543245069748569,0.0129069685935974
39,41,da_as_total_mw_primary_reserve,weak,ft5+L0,0.019099567431088427,0.0059036444598044024,0.0129069685935974
39,41,da_as_total_mw_primary_reserve,weak,ft25,0.019195493439560396,0.009176580674388535,0.0129069685935974
39,41,da_as_total_mw_primary_reserve,weak,ft25+L0,0.0,-0.01349237513394319,0.0129069685935974
39,41,da_as_total_mw_primary_reserve,weak,ft50,0.022786870768062517,0.010549424125330886,0.0129069685935974
39,41,da_as_total_mw_primary_reserve,weak,ft50+L0,0.021515593060707716,0.008360167375504823,0.0129069685935974
11,41,total_gen,weak,oracle,0.19589119656485587,-0.0036405621544589595,0.0128232240676879
11,41,total_gen,weak,L0,0.23234096635976542,0.0058314120447212625,0.0128232240676879
11,41,total_gen,weak,ft5,0.2097310431876106,0.01084630489272509,0.0128232240676879
11,41,total_gen,weak,ft5+L0,0.23888312528070776,0.015301510242778704,0.0128232240676879
11,41,total_gen,weak,ft25,0.2357373100803105,0.010115957808391585,0.0128232240676879
11,41,total_gen,weak,ft25+L0,0.23192468349651052,0.0057875921469682234,0.0128232240676879
11,41,total_gen,weak,ft50,0.23748203437668358,0.010615176727977627,0.0128232240676879
11,41,total_gen,weak,ft50+L0,0.23765292517390224,0.012134631552453201,0.0128232240676879
15,41,total_gen,weak,oracle,0.3673937767692176,0.014380749507618584,0.0125905871391296
15,41,total_gen,weak,L0,0.38061132929217245,-0.012815084908249452,0.0125905871391296
15,41,total_gen,weak,ft5,0.37354753933095297,0.014664754154285253,0.0125905871391296
15,41,total_gen,weak,ft5+L0,0.3876046878019531,-0.00153604811969843,0.0125905871391296
