target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,9,2.118834972381592,0.9643233533052582
gross_actual_interchange_mw,11,2.259721040725708,0.9423768695655287
total_gen,28,3.022921562194824,0.9071836836436795
metered_load_mw,27,3.0140585899353027,0.9145047866368953
total_losses,19,2.7266879081726074,0.9260466688104104
congestion_price_da,8,2.0091238021850586,0.9661843153147877
congestion_price_rt,11,2.139171600341797,0.8921038481573716
marginal_loss_price_da,21,2.8760159015655518,0.9446525556619402
total_lmp_da,32,3.2474231719970703,0.9370082611816162
da_as_total_mw_primary_reserve,11,2.1310176849365234,0.8887034013164394
da_as_total_mw_synchronized_reserve,8,1.7966532707214355,0.8640075879555839
da_as_total_mw_thirty_minutes_reserve,18,2.7418711185455322,0.9486223047450746
