confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9878870844841003,0.012637241743505001,True
total_gen,0.9861482977867126,0.014592139050364494,True
total_lmp_da,0.97740638256073,0.02582869865000248,True
da_as_total_mw_primary_reserve,0.9468857645988464,0.055790212005376816,True
da_as_total_mw_synchronized_reserve,0.9092661142349243,0.09361571818590164,True
da_as_total_mw_thirty_minutes_reserve,0.8070018291473389,0.20064730942249298,True
total_losses,0.7781097888946533,0.22153256833553314,True
net_actual_interchange_mw,0.7479766607284546,0.25558972358703613,True
gross_actual_interchange_mw,0.7276989221572876,0.28373202681541443,True
marginal_loss_price_da,0.7167049050331116,0.27845972776412964,True
congestion_price_rt,0.5451282262802124,0.5088956952095032,True
congestion_price_da,0.33975011110305786,0.7172871232032776,True
