epoch,train_mse,test_mse
1,0.3646058706571968,0.2134152352809906
2,0.15629301757419206,0.1562635898590088
3,0.12476831749260205,0.13893522322177887
4,0.11955593127613624,0.15671077370643616
5,0.10651142950098508,0.14026516675949097
6,0.09549235312098069,0.12655630707740784
7,0.1008095478561481,0.11669233441352844
8,0.08866153098115165,0.110664963722229
9,0.08631781850551619,0.10754900425672531
10,0.08412150519103052,0.10366568714380264
11,0.08377887684292563,0.11151893436908722
12,0.0776315305855285,0.09777577221393585
13,0.06795517790808504,0.10492764413356781
14,0.08775724788998228,0.09271028637886047
15,0.07211698400939205,0.09991222620010376
16,0.06467341764215732,0.09640833735466003
17,0.07556085791751356,0.08595836907625198
18,0.06868769756606992,0.08002611249685287
19,0.05495566441897708,0.07469898462295532
20,0.07650634469446156,0.08886764943599701
21,0.06519127994821232,0.07438617199659348
22,0.05629838077567792,0.09926377236843109
23,0.056195278230491974,0.06636151671409607
24,0.06161056592083102,0.07569892704486847
25,0.05253019746767199,0.08021407574415207
26,0.053398194779859284,0.07813993096351624
27,0.06179490906674895,0.07177149504423141
28,0.06056601859711956,0.07216519862413406
29,0.05499467848400115,0.06111076846718788
30,0.05336970933095046,0.0662752091884613
31,0.05606982864213811,0.07174932956695557
32,0.05590989255916841,0.06714407354593277
33,0.056432345620256855,0.06349854916334152
34,0.049649215328729755,0.0679328590631485
35,0.04746443613808408,0.06851282715797424
36,0.044636748062223876,0.07213809341192245
37,0.05250902175513662,0.07930121570825577
38,0.044965955962326096,0.07712174206972122
39,0.04680471370915204,0.0617186613380909
40,0.04859961782971559,0.06762239336967468
41,0.04471440470720018,0.07151595503091812
42,0.06237825203348438,0.062424495816230774
43,0.04887049254350645,0.057302072644233704
44,0.04873444682393466,0.05752034857869148
45,0.051346298355075835,0.05064191296696663
46,0.04877290206740731,0.06996160000562668
47,0.045291867411573046,0.065145343542099
48,0.048236979332773426,0.06402816623449326
49,0.03380232967726934,0.07801014930009842
50,0.04444570709275612,0.059716057032346725
51,0.04328769391029586,0.0593360997736454
52,0.04204239694397157,0.058050598949193954
53,0.046437601529842734,0.06819960474967957
54,0.042155091014140104,0.049786586314439774
55,0.045933107301790906,0.06319677829742432
56,0.035370125412765636,0.08239492774009705
57,0.04235226400220906,0.0602223202586174
58,0.043808435171673724,0.06788114458322525
59,0.04567587124717524,0.06497738510370255
60,0.036407496716025924,0.0651601105928421
61,0.04283784278139787,0.11461397260427475
62,0.03979529491383205,0.04967930540442467
63,0.04157592191493415,0.0844009593129158
64,0.03692801016400935,0.07529855519533157
65,0.03733629921902159,0.06558331847190857
66,0.035891553579033474,0.06177192181348801
67,0.052525488434468616,0.06672880053520203
68,0.036714930356029435,0.05883080139756203
69,0.03603869387269098,0.05376434698700905
70,0.03987599639305234,0.08592473715543747
71,0.039612308000883105,0.05555954575538635
72,0.038593469887783546,0.05988772585988045
73,0.03801021651391449,0.0717751681804657
74,0.0398148038231955,0.0523097962141037
75,0.03929091094917762,0.05053718760609627
76,0.04237525824698508,0.051586516201496124
77,0.03810267491920838,0.04682977497577667
78,0.04097653987926449,0.051738440990448
79,0.030500720921756916,0.05286814644932747
