field,conf,M0,M1,M2,M3,W1,W2,W3
dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,dam_as_total_procured__mw__ru__as_caiso,0.11687076091766357,0.17310941219329834,0.23093461990356445,0.23899143934249878,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,"actual_load__mw__pace,actual_renewable_generation__mw__sp15__wind","actual_load__mw__pace,actual_renewable_generation__mw__zp26__wind,dam_renewable_forecast__mw__np15__wind"
dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,dam_as_total_procured__mw__rd__as_caiso,0.23684418201446533,0.30987221002578735,0.34697163105010986,0.34697163105010986,actual_load__mw__pace,"actual_load__mw__pace,dam_renewable_forecast__mw__sp15__wind","actual_load__mw__pace,dam_renewable_forecast__mw__sp15__wind"
dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,dam_as_total_procured__mw__sr__as_caiso,0.01981908082962036,0.06707870960235596,0.08191007375717163,0.09059035778045654,dam_load_forecast__mw__ca_iso_tac,"dam_load_forecast__mw__ca_iso_tac,dam_renewable_forecast__mw__sp15__wind","dam_schedule__mw__load__tac_north,dam_as_requirement__mw__as_caiso__regulation_up__minimum,rtpd_eim_transfer__mw__export__banc__ranchoseco"
dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,dam_as_total_procured__mw__nr__as_caiso,0.02030545473098755,0.06890392303466797,0.10251051187515259,0.10962045192718506,actual_load__mw__nevp,"actual_load__mw__nevp,actual_load__mw__bpat","actual_load__mw__nevp,actual_renewable_generation__mw__zp26__wind,actual_load__mw__bpat"
dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,actual_load__mw__ca_iso_tac,0.10629880428314209,0.3829670548439026,0.44453608989715576,0.45074987411499023,dam_renewable_forecast__mw__sp15__solar,"actual_renewable_generation__mw__sp15__wind,dam_renewable_forecast__mw__zp26__solar","actual_renewable_generation__mw__sp15__wind,dam_renewable_forecast__mw__np15__wind,dam_renewable_forecast__mw__sp15__solar"
dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,dam_schedule__mw__generation__caiso_totals,0.10774117708206177,0.41159874200820923,0.5128505229949951,0.5128505229949951,dam_renewable_forecast__mw__zp26__solar,"dam_renewable_forecast__mw__sp15__wind,dam_renewable_forecast__mw__zp26__solar","dam_renewable_forecast__mw__sp15__wind,dam_renewable_forecast__mw__zp26__solar"
dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,dam_schedule__mw__import__caiso_totals,0.2869560718536377,0.3244837522506714,0.3545956611633301,0.36310088634490967,actual_load__mw__pace,"actual_load__mw__pace,dam_renewable_forecast__mw__np15__wind","actual_load__mw__pace,actual_renewable_generation__mw__np15__wind,dam_renewable_forecast__mw__zp26__wind"
dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,dam_schedule__mw__export__caiso_totals,0.0806119441986084,0.21595555543899536,0.2664337158203125,0.2776431441307068,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,"dam_renewable_forecast__mw__sp15__wind,dam_renewable_forecast__mw__zp26__solar","dam_renewable_forecast__mw__np15__wind,dam_renewable_forecast__mw__sp15__wind,dam_renewable_forecast__mw__zp26__solar"
dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.9595754742622375,0.9595754742622375,0.9595754742622375,0.9595754742622375,∅,∅,∅
dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.4215850234031677,0.6240570545196533,0.6240570545196533,0.6240570545196533,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd
dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.36869198083877563,0.42193514108657837,0.4428507089614868,0.4428507089614868,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,"rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum","rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum"
dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.32669609785079956,0.5085560083389282,0.5134625434875488,0.5134625434875488,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,"dam_renewable_forecast__mw__sp15__wind,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd","dam_renewable_forecast__mw__sp15__wind,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd"
dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,dam_as_total_procured__mw__ru__as_caiso,0.15884673595428467,0.21610337495803833,0.2786303162574768,0.2786303162574768,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,"actual_load__mw__pace,dam_renewable_forecast__mw__sp15__wind","actual_load__mw__pace,dam_renewable_forecast__mw__sp15__wind"
dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,dam_as_total_procured__mw__rd__as_caiso,0.41597968339920044,0.4718768000602722,0.5069671869277954,0.5069671869277954,actual_load__mw__nevp,"actual_load__mw__nevp,actual_renewable_generation__mw__sp15__wind","actual_load__mw__nevp,actual_renewable_generation__mw__sp15__wind"
dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,dam_as_total_procured__mw__sr__as_caiso,0.04084932804107666,0.10334020853042603,0.11034148931503296,0.11430686712265015,dam_load_forecast__mw__ca_iso_tac,"dam_renewable_forecast__mw__sp15__wind,dam_schedule__mw__load__tac_north","dam_load_forecast__mw__ca_iso_tac,dam_renewable_forecast__mw__sp15__wind,actual_load__mw__bpat"
dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,dam_as_total_procured__mw__nr__as_caiso,0.019513607025146484,0.059716641902923584,0.09020382165908813,0.11221987009048462,dam_renewable_forecast__mw__np15__wind,"dam_renewable_forecast__mw__sp15__wind,dam_renewable_forecast__mw__zp26__solar","actual_renewable_generation__mw__sp15__solar,dam_renewable_forecast__mw__np15__wind,dam_renewable_forecast__mw__sp15__wind"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,actual_load__mw__ca_iso_tac,0.07677900791168213,0.2335790991783142,0.27104681730270386,0.2902832627296448,dam_renewable_forecast__mw__np15__solar,"dam_renewable_forecast__mw__np15__solar,dam_renewable_forecast__mw__np15__wind","dam_renewable_forecast__mw__np15__solar,dam_renewable_forecast__mw__np15__wind,rtpd_eim_transfer__mw__export__banc__ranchoseco"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,dam_schedule__mw__generation__caiso_totals,0.07809227705001831,0.24321383237838745,0.288058340549469,0.31359219551086426,dam_renewable_forecast__mw__np15__solar,"actual_renewable_generation__mw__sp15__wind,dam_renewable_forecast__mw__np15__solar","actual_renewable_generation__mw__sp15__wind,dam_renewable_forecast__mw__np15__solar,rtpd_eim_transfer__mw__export__banc__ranchoseco"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,dam_schedule__mw__import__caiso_totals,0.10305476188659668,0.13268768787384033,0.16180962324142456,0.1828674077987671,actual_load__mw__pace,"actual_load__mw__pace,actual_load__mw__bpat","actual_load__mw__pace,actual_load__mw__nevp,actual_load__mw__bpat"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,dam_schedule__mw__export__caiso_totals,0.02733975648880005,0.13484179973602295,0.15934395790100098,0.16329455375671387,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,"rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd","actual_renewable_generation__mw__zp26__wind,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.5396596193313599,0.5512536764144897,0.5558437705039978,0.5558437705039978,dam_renewable_forecast__mw__np15__wind,"actual_renewable_generation__mw__zp26__wind,dam_renewable_forecast__mw__np15__wind","actual_renewable_generation__mw__zp26__wind,dam_renewable_forecast__mw__np15__wind"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.05180513858795166,0.18520861864089966,0.20038646459579468,0.2060127854347229,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,"actual_load__mw__nevp,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd","actual_load__mw__azps,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,rtpd_eim_transfer__mw__import__ladwp__sylmar"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.31503862142562866,0.3294113874435425,0.3387429714202881,0.3392501473426819,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum,"dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum,rtpd_eim_transfer__mw__export__banc__ranchoseco","dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum,dam_as_requirement__mw__as_caiso__regulation_up__minimum,rtpd_eim_transfer__mw__export__banc__ranchoseco"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.039993882179260254,0.377821683883667,0.4034010171890259,0.4034010171890259,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,"rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum","rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,dam_as_total_procured__mw__ru__as_caiso,0.08827722072601318,0.12244844436645508,0.14963525533676147,0.16410714387893677,actual_load__mw__pace,"actual_load__mw__pace,actual_renewable_generation__mw__sp15__wind","actual_load__mw__pace,actual_renewable_generation__mw__sp15__wind,dam_renewable_forecast__mw__np15__wind"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,dam_as_total_procured__mw__rd__as_caiso,0.14804399013519287,0.21322953701019287,0.22913682460784912,0.2346588373184204,actual_load__mw__pace,"actual_load__mw__pace,actual_renewable_generation__mw__sp15__wind","actual_load__mw__pace,actual_renewable_generation__mw__sp15__wind,actual_renewable_generation__mw__zp26__wind"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,dam_as_total_procured__mw__sr__as_caiso,0.00963747501373291,0.03886979818344116,0.04986095428466797,0.06130033731460571,dam_load_forecast__mw__ca_iso_tac,"dam_load_forecast__mw__sce_tac,actual_load__mw__pace","dam_schedule__mw__load__tac_north,dam_as_requirement__mw__as_caiso__regulation_up__minimum,rtpd_eim_transfer__mw__export__banc__ranchoseco"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,dam_as_total_procured__mw__nr__as_caiso,0.008508265018463135,0.05456298589706421,0.07203817367553711,0.08287960290908813,actual_load__mw__pace,"actual_load__mw__nevp,actual_load__mw__bpat","actual_load__mw__nevp,actual_renewable_generation__mw__zp26__wind,actual_load__mw__bpat"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,actual_load__mw__ca_iso_tac,0.08534657955169678,0.3212956190109253,0.3471316695213318,0.3539190888404846,dam_renewable_forecast__mw__sp15__solar,"actual_renewable_generation__mw__sp15__wind,dam_renewable_forecast__mw__sp15__solar","actual_renewable_generation__mw__sp15__wind,dam_renewable_forecast__mw__sp15__solar,rtpd_eim_transfer__mw__export__banc__ranchoseco"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,dam_schedule__mw__generation__caiso_totals,0.0674818754196167,0.2912805676460266,0.3487952947616577,0.36315178871154785,dam_renewable_forecast__mw__zp26__solar,"dam_renewable_forecast__mw__sp15__wind,dam_renewable_forecast__mw__zp26__solar","actual_renewable_generation__mw__sp15__wind,dam_renewable_forecast__mw__zp26__solar,rtpd_eim_transfer__mw__export__banc__ranchoseco"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,dam_schedule__mw__import__caiso_totals,0.22433233261108398,0.2586829662322998,0.2736099362373352,0.2905200719833374,actual_load__mw__pace,"actual_load__mw__pace,actual_renewable_generation__mw__np15__wind","actual_load__mw__pace,actual_renewable_generation__mw__sp15__wind,dam_renewable_forecast__mw__zp26__wind"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,dam_schedule__mw__export__caiso_totals,0.0502626895904541,0.15079957246780396,0.1678760051727295,0.1678760051727295,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,"dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,rtpd_eim_transfer__mw__export__banc__ranchoseco","dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,rtpd_eim_transfer__mw__export__banc__ranchoseco"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.8661433458328247,0.8661433458328247,0.8661433458328247,0.8661433458328247,∅,∅,∅
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.38569462299346924,0.5129367709159851,0.5129367709159851,0.5129367709159851,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.31353914737701416,0.38003748655319214,0.39065641164779663,0.39065641164779663,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,"rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum","rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.42790544033050537,0.7657332420349121,0.7822819948196411,0.7866129279136658,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,"actual_renewable_generation__mw__zp26__wind,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd","rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,actual_load__mw__bpat,rtpd_eim_transfer__mw__export__banc__ranchoseco"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,dam_as_total_procured__mw__ru__as_caiso,0.15146547555923462,0.19760268926620483,0.24351394176483154,0.24351394176483154,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,"actual_load__mw__pace,dam_renewable_forecast__mw__sp15__wind","actual_load__mw__pace,dam_renewable_forecast__mw__sp15__wind"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,dam_as_total_procured__mw__rd__as_caiso,0.3655633330345154,0.4091982841491699,0.4487801194190979,0.4487801194190979,actual_load__mw__pace,"actual_load__mw__nevp,dam_renewable_forecast__mw__sp15__wind","actual_load__mw__nevp,dam_renewable_forecast__mw__sp15__wind"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,dam_as_total_procured__mw__sr__as_caiso,0.02016746997833252,0.05710715055465698,0.07166248559951782,0.07852822542190552,dam_load_forecast__mw__ca_iso_tac,"dam_load_forecast__mw__sce_tac,actual_load__mw__bpat","dam_load_forecast__mw__ca_iso_tac,actual_renewable_generation__mw__np15__wind,actual_load__mw__bpat"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,dam_as_total_procured__mw__nr__as_caiso,0.00662076473236084,0.04159104824066162,0.05884194374084473,0.0738457441329956,actual_load__mw__pace,"actual_load__mw__bpat,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_down__minimum","actual_renewable_generation__mw__np15__solar,actual_load__mw__bpat,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_down__minimum"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,actual_load__mw__ca_iso_tac,0.07226234674453735,0.28047406673431396,0.3124977946281433,0.31726354360580444,dam_renewable_forecast__mw__zp26__solar,"actual_renewable_generation__mw__sp15__wind,dam_renewable_forecast__mw__zp26__solar","actual_renewable_generation__mw__sp15__wind,dam_renewable_forecast__mw__sp15__solar,dam_renewable_forecast__mw__zp26__solar"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,dam_schedule__mw__generation__caiso_totals,0.06133550405502319,0.2861948609352112,0.3282281756401062,0.3477679491043091,dam_renewable_forecast__mw__np15__solar,"actual_renewable_generation__mw__sp15__wind,dam_renewable_forecast__mw__zp26__solar","actual_renewable_generation__mw__sp15__wind,dam_renewable_forecast__mw__zp26__solar,rtpd_eim_transfer__mw__export__banc__ranchoseco"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,dam_schedule__mw__import__caiso_totals,0.2178947925567627,0.25045347213745117,0.2710133194923401,0.2776586413383484,actual_load__mw__pace,"actual_load__mw__pace,actual_renewable_generation__mw__np15__wind","actual_load__mw__pace,actual_renewable_generation__mw__np15__wind,dam_renewable_forecast__mw__np15__wind"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,dam_schedule__mw__export__caiso_totals,0.056547582149505615,0.12692636251449585,0.15477967262268066,0.19310623407363892,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,"rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd","dam_renewable_forecast__mw__np15__wind,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,rtpd_eim_transfer__mw__import__ladwp__sylmar"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.8122109770774841,0.8122109770774841,0.8122109770774841,0.8122109770774841,∅,∅,∅
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.3379954695701599,0.4713989496231079,0.4743850827217102,0.4743850827217102,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,"actual_load__mw__nevp,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd","actual_load__mw__nevp,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.30862754583358765,0.35343778133392334,0.36387622356414795,0.36387622356414795,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,"rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum","rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.3486071825027466,0.6399739980697632,0.6442267894744873,0.6480353474617004,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,"dam_renewable_forecast__mw__sp15__wind,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd","rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,actual_load__mw__bpat,rtpd_eim_transfer__mw__export__banc__ranchoseco"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,dam_as_total_procured__mw__ru__as_caiso,0.12832951545715332,0.17246556282043457,0.21204102039337158,0.21204102039337158,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,"actual_load__mw__pace,dam_renewable_forecast__mw__sp15__wind","actual_load__mw__pace,dam_renewable_forecast__mw__sp15__wind"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,dam_as_total_procured__mw__rd__as_caiso,0.33734130859375,0.36602818965911865,0.3888399004936218,0.3888399004936218,actual_load__mw__pace,"actual_load__mw__nevp,dam_renewable_forecast__mw__sp15__wind","actual_load__mw__nevp,dam_renewable_forecast__mw__sp15__wind"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,dam_as_total_procured__mw__sr__as_caiso,0.024302303791046143,0.05849510431289673,0.0698542594909668,0.08076614141464233,dam_load_forecast__mw__sce_tac,"actual_load__mw__bpat,dam_schedule__mw__load__tac_ecntr","dam_load_forecast__mw__ca_iso_tac,actual_renewable_generation__mw__np15__wind,actual_load__mw__bpat"
rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,dam_as_total_procured__mw__nr__as_caiso,0.008400976657867432,0.05469810962677002,0.06862539052963257,0.08213132619857788,actual_load__mw__pace,"actual_load__mw__pace,actual_load__mw__bpat","actual_renewable_generation__mw__np15__solar,actual_load__mw__bpat,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_down__minimum"
rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,actual_load__mw__ca_iso_tac,0.007322788238525391,0.14859122037887573,0.18436264991760254,0.18606287240982056,dam_renewable_forecast__mw__sp15__solar,"dam_renewable_forecast__mw__sp15__solar,rtpd_eim_transfer__mw__export__banc__ranchoseco","actual_renewable_generation__mw__sp15__solar,actual_renewable_generation__mw__sp15__wind,rtpd_eim_transfer__mw__export__banc__ranchoseco"
rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,dam_schedule__mw__generation__caiso_totals,0.019787311553955078,0.1690831184387207,0.18569862842559814,0.20199233293533325,actual_renewable_generation__mw__sp15__solar,"dam_renewable_forecast__mw__sp15__solar,rtpd_eim_transfer__mw__export__banc__ranchoseco","dam_renewable_forecast__mw__sp15__solar,actual_load__mw__bpat,rtpd_eim_transfer__mw__export__banc__ranchoseco"
rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,dam_schedule__mw__import__caiso_totals,0.12862122058868408,0.16665607690811157,0.176419198513031,0.17920589447021484,actual_load__mw__bpat,"actual_load__mw__pace,actual_renewable_generation__mw__np15__wind","actual_load__mw__pace,dam_renewable_forecast__mw__np15__wind,rtpd_eim_transfer__mw__export__banc__ranchoseco"
rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,dam_schedule__mw__export__caiso_totals,0.029987037181854248,0.11637485027313232,0.14300495386123657,0.184698224067688,actual_renewable_generation__mw__sp15__solar,"actual_renewable_generation__mw__sp15__solar,actual_load__mw__bpat","actual_renewable_generation__mw__sp15__wind,actual_load__mw__bpat,rtpd_eim_transfer__mw__export__banc__ranchoseco"
rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.27242255210876465,0.3110135793685913,0.32539933919906616,0.333739697933197,actual_load__mw__pace,"actual_load__mw__pace,dam_renewable_forecast__mw__sp15__wind","actual_renewable_generation__mw__sp15__wind,actual_renewable_generation__mw__zp26__wind,actual_load__mw__bpat"
rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.21452713012695312,0.233332097530365,0.2504478096961975,0.2579824924468994,actual_load__mw__nevp,"actual_load__mw__nevp,dam_renewable_forecast__mw__sp15__wind","actual_load__mw__nevp,actual_renewable_generation__mw__zp26__wind,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd"
rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.07149702310562134,0.15445196628570557,0.16852903366088867,0.17806828022003174,actual_renewable_generation__mw__zp26__solar,"actual_renewable_generation__mw__zp26__solar,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum","actual_renewable_generation__mw__sp15__solar,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,rtpd_eim_transfer__mw__import__ladwp__sylmar"
rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.1543615460395813,0.17776405811309814,0.21093183755874634,0.23268789052963257,actual_load__mw__nevp,"actual_load__mw__nevp,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd","actual_load__mw__nevp,actual_renewable_generation__mw__zp26__wind,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd"
rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,dam_as_total_procured__mw__ru__as_caiso,0.10710263252258301,0.126417875289917,0.1309800148010254,0.1330106258392334,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,"actual_load__mw__pace,dam_renewable_forecast__mw__sp15__wind","actual_renewable_generation__mw__sp15__wind,dam_renewable_forecast__mw__zp26__wind,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum"
rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,dam_as_total_procured__mw__rd__as_caiso,0.3103266954421997,0.35626548528671265,0.3664454221725464,0.37426215410232544,actual_load__mw__nevp,"actual_load__mw__nevp,actual_renewable_generation__mw__zp26__wind","actual_load__mw__nevp,actual_renewable_generation__mw__zp26__wind,dam_renewable_forecast__mw__zp26__wind"
rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,dam_as_total_procured__mw__sr__as_caiso,0.006260573863983154,0.026779472827911377,0.05222976207733154,0.06206226348876953,dam_schedule__mw__load__tac_north,"dam_load_forecast__mw__ca_iso_tac,actual_load__mw__bpat","dam_renewable_forecast__mw__sp15__wind,actual_load__mw__bpat,dam_schedule__mw__load__tac_north"
