field,conf,M0,M1,M2,M3,W1,W2,W3
gen_fuel_coal_mw,net_actual_interchange_mw,0.1836608648300171,0.2938331961631775,0.47788888216018677,0.48647212982177734,marginal_loss_price_rt,"gen_fuel_coal_pct,forecast_load_mw_latest_available","gen_fuel_coal_pct,forecast_load_mw_latest_available,forecast_load_mw_day_ahead"
gen_fuel_coal_mw,gross_actual_interchange_mw,0.14203596115112305,0.17220771312713623,0.20077139139175415,0.21211445331573486,gen_fuel_multiple_fuels_pct,"gen_fuel_wind_mw,gen_fuel_multiple_fuels_pct","gen_fuel_wind_mw,gen_fuel_multiple_fuels_pct,total_pjm_rmpcp_cr"
gen_fuel_coal_mw,total_gen,0.7638647556304932,0.7925621867179871,0.7925621867179871,0.7925621867179871,gen_fuel_solar_mw,gen_fuel_solar_mw,gen_fuel_solar_mw
gen_fuel_coal_mw,metered_load_mw,0.7498944401741028,0.7793091535568237,0.7793091535568237,0.7793091535568237,gen_fuel_solar_mw,gen_fuel_solar_mw,gen_fuel_solar_mw
gen_fuel_coal_mw,total_losses,0.5056638121604919,0.6099749207496643,0.6213575601577759,0.623120903968811,gen_fuel_wind_pct,"gen_fuel_multiple_fuels_pct,gen_fuel_wind_pct","gen_fuel_multiple_fuels_pct,gen_fuel_wind_pct,net_inadv_interchange_mw"
gen_fuel_coal_mw,congestion_price_da,0.09561830759048462,0.17004919052124023,0.24518883228302002,0.27119702100753784,system_energy_price_da,"gen_fuel_solar_mw,system_energy_price_da","gen_fuel_solar_mw,da_as_ss_mw_primary_reserve,system_energy_price_da"
gen_fuel_coal_mw,congestion_price_rt,0.03428328037261963,0.08944600820541382,0.12020200490951538,0.19274067878723145,gen_fuel_coal_pct,"gen_fuel_nuclear_mw,gen_fuel_coal_pct","rmccp,total_pjm_loc_credit,marginal_loss_price_rt"
gen_fuel_coal_mw,marginal_loss_price_da,0.3488037586212158,0.42277204990386963,0.4822691082954407,0.5153368711471558,gross_sched_interchange_mw,"total_pjm_self_sched_reg,total_pjm_assigned_reg","gen_fuel_solar_mw,total_pjm_self_sched_reg,total_pjm_assigned_reg"
gen_fuel_coal_mw,total_lmp_da,0.36921387910842896,0.4852578043937683,0.5072413682937622,0.515017569065094,gen_fuel_coal_pct,"gen_fuel_coal_pct,da_as_as_req_mw_thirty_minutes_reserve","gen_fuel_solar_mw,gen_fuel_coal_pct,da_as_as_req_mw_primary_reserve"
gen_fuel_coal_mw,da_as_total_mw_primary_reserve,0.10026103258132935,0.15962207317352295,0.18861883878707886,0.20487076044082642,system_energy_price_da,"gen_fuel_multiple_fuels_mw,system_energy_price_da","gen_fuel_multiple_fuels_mw,gen_fuel_wind_mw,system_energy_price_da"
gen_fuel_coal_mw,da_as_total_mw_synchronized_reserve,0.09860938787460327,0.1377512812614441,0.17085522413253784,0.18531042337417603,gen_fuel_multiple_fuels_mw,"gen_fuel_multiple_fuels_mw,total_pjm_reg_purchases","gen_fuel_multiple_fuels_mw,gen_fuel_gas_pct,total_lmp_rt"
gen_fuel_coal_mw,da_as_total_mw_thirty_minutes_reserve,0.09868079423904419,0.3021544814109802,0.3378627300262451,0.3690606355667114,gen_fuel_coal_pct,"gen_fuel_coal_pct,da_as_as_req_mw_primary_reserve","gen_fuel_solar_mw,gen_fuel_coal_pct,da_as_as_req_mw_primary_reserve"
gen_fuel_gas_mw,net_actual_interchange_mw,0.12761658430099487,0.34195321798324585,0.5724344253540039,0.5765007734298706,system_energy_price_da,"gen_fuel_gas_pct,forecast_load_mw_latest_available","gen_fuel_gas_pct,forecast_load_mw_latest_available,net_inadv_interchange_mw"
gen_fuel_gas_mw,gross_actual_interchange_mw,0.15935534238815308,0.20110857486724854,0.24486905336380005,0.2571922540664673,gen_fuel_wind_mw,"gen_fuel_wind_mw,gen_fuel_multiple_fuels_pct","gen_fuel_wind_mw,gen_fuel_multiple_fuels_pct,rmpcp"
gen_fuel_gas_mw,total_gen,0.8728023171424866,0.8816493153572083,0.8816493153572083,0.8816493153572083,gen_fuel_solar_mw,gen_fuel_solar_mw,gen_fuel_solar_mw
gen_fuel_gas_mw,metered_load_mw,0.8441800475120544,0.8514222502708435,0.8514222502708435,0.8514222502708435,gen_fuel_solar_mw,gen_fuel_solar_mw,gen_fuel_solar_mw
gen_fuel_gas_mw,total_losses,0.24349850416183472,0.4758119583129883,0.5669103264808655,0.5754368901252747,gen_fuel_wind_mw,"gen_fuel_solar_mw,gen_fuel_gas_pct","gen_fuel_solar_mw,gen_fuel_gas_pct,total_pjm_rmpcp_cr"
gen_fuel_gas_mw,congestion_price_da,0.11695921421051025,0.13345521688461304,0.19727027416229248,0.2528195381164551,gen_fuel_wind_mw,"gen_fuel_solar_mw,system_energy_price_da","gen_fuel_multiple_fuels_mw,gen_fuel_solar_pct,system_energy_price_da"
gen_fuel_gas_mw,congestion_price_rt,0.07165217399597168,0.1290123462677002,0.1471511721611023,0.2038077712059021,gen_fuel_nuclear_mw,"gen_fuel_nuclear_mw,gen_fuel_solar_mw","rmccp,total_pjm_loc_credit,marginal_loss_price_rt"
gen_fuel_gas_mw,marginal_loss_price_da,0.22103917598724365,0.41940033435821533,0.5182437300682068,0.5228195190429688,gen_fuel_gas_pct,"gen_fuel_solar_mw,gen_fuel_gas_pct","gen_fuel_solar_mw,gen_fuel_gas_pct,gen_fuel_multiple_fuels_pct"
gen_fuel_gas_mw,total_lmp_da,0.42549753189086914,0.5576202273368835,0.5718978047370911,0.59135502576828,gen_fuel_nuclear_mw,"gen_fuel_solar_mw,gen_fuel_gas_pct","gen_fuel_solar_mw,gen_fuel_gas_pct,da_as_as_req_mw_primary_reserve"
gen_fuel_gas_mw,da_as_total_mw_primary_reserve,0.12477046251296997,0.25989627838134766,0.3197683095932007,0.3349692225456238,gen_fuel_multiple_fuels_mw,"gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw","gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,marginal_loss_price_rt"
gen_fuel_gas_mw,da_as_total_mw_synchronized_reserve,0.10818326473236084,0.18878841400146484,0.20266979932785034,0.2214553952217102,gen_fuel_multiple_fuels_mw,"gen_fuel_multiple_fuels_mw,system_energy_price_da","gen_fuel_multiple_fuels_mw,da_as_mcp_primary_reserve,system_energy_price_da"
gen_fuel_gas_mw,da_as_total_mw_thirty_minutes_reserve,0.3112059235572815,0.3474404811859131,0.3630741834640503,0.4135277271270752,da_as_as_req_mw_primary_reserve,"gen_fuel_other_renewables_mw,da_as_as_req_mw_primary_reserve","gen_fuel_solar_mw,gen_fuel_wind_mw,gen_fuel_nuclear_pct"
gen_fuel_hydro_mw,net_actual_interchange_mw,0.02160125970840454,0.1482243537902832,0.35432201623916626,0.3544289469718933,gen_fuel_hydro_pct,"gen_fuel_hydro_pct,forecast_load_mw_latest_available","gen_fuel_hydro_pct,forecast_load_mw_latest_available,forecast_load_mw_day_ahead"
gen_fuel_hydro_mw,gross_actual_interchange_mw,0.04059791564941406,0.13879650831222534,0.16329270601272583,0.17944800853729248,gen_fuel_hydro_pct,"gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct","gen_fuel_solar_mw,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct"
gen_fuel_hydro_mw,total_gen,0.28933411836624146,0.8245788216590881,0.8245788216590881,0.8245788216590881,gen_fuel_hydro_pct,gen_fuel_hydro_pct,gen_fuel_hydro_pct
gen_fuel_hydro_mw,metered_load_mw,0.3006879687309265,0.7905735969543457,0.7908578515052795,0.7908578515052795,gen_fuel_hydro_pct,"gen_fuel_storage_mw,gen_fuel_hydro_pct","gen_fuel_storage_mw,gen_fuel_hydro_pct"
gen_fuel_hydro_mw,total_losses,0.06550145149230957,0.35194915533065796,0.48291337490081787,0.48875218629837036,gen_fuel_hydro_pct,"gen_fuel_hydro_pct,gen_fuel_wind_pct","gen_fuel_hydro_pct,gen_fuel_wind_pct,total_pjm_self_sched_reg"
gen_fuel_hydro_mw,congestion_price_da,0.07847428321838379,0.11190354824066162,0.13025498390197754,0.1927756667137146,gen_fuel_hydro_pct,"gen_fuel_hydro_pct,da_as_ss_mw_primary_reserve","gen_fuel_solar_mw,gen_fuel_hydro_pct,system_energy_price_da"
gen_fuel_hydro_mw,congestion_price_rt,0.06762754917144775,0.09067463874816895,0.11214756965637207,0.11900293827056885,gen_fuel_other_renewables_mw,"gen_fuel_nuclear_mw,gen_fuel_hydro_pct","gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gross_sched_interchange_mw"
gen_fuel_hydro_mw,marginal_loss_price_da,0.17415523529052734,0.33255767822265625,0.4042944312095642,0.438645601272583,gen_fuel_hydro_pct,"gen_fuel_wind_mw,gen_fuel_hydro_pct","gen_fuel_hydro_pct,total_pjm_self_sched_reg,gross_sched_interchange_mw"
gen_fuel_hydro_mw,total_lmp_da,0.26715022325515747,0.44681698083877563,0.47881782054901123,0.49520331621170044,gen_fuel_hydro_pct,"gen_fuel_solar_mw,gen_fuel_hydro_pct","gen_fuel_solar_mw,gen_fuel_wind_mw,gen_fuel_hydro_pct"
gen_fuel_hydro_mw,da_as_total_mw_primary_reserve,0.0433957576751709,0.16110360622406006,0.2380601167678833,0.24492663145065308,gen_fuel_hydro_pct,"gen_fuel_multiple_fuels_mw,gen_fuel_hydro_pct","gen_fuel_multiple_fuels_mw,gen_fuel_solar_mw,gen_fuel_hydro_pct"
gen_fuel_hydro_mw,da_as_total_mw_synchronized_reserve,0.10726124048233032,0.13520419597625732,0.1509643793106079,0.1629907488822937,gen_fuel_multiple_fuels_mw,"gen_fuel_multiple_fuels_mw,total_pjm_reg_purchases","gen_fuel_other_renewables_mw,total_pjm_rmpcp_cr,gross_sched_interchange_mw"
gen_fuel_hydro_mw,da_as_total_mw_thirty_minutes_reserve,0.13097089529037476,0.25371474027633667,0.3233456015586853,0.3233456015586853,gen_fuel_hydro_pct,"gen_fuel_hydro_pct,gen_fuel_nuclear_pct","gen_fuel_hydro_pct,gen_fuel_nuclear_pct"
gen_fuel_multiple_fuels_mw,net_actual_interchange_mw,0.05690038204193115,0.2431613802909851,0.25688058137893677,0.25978171825408936,gen_fuel_gas_mw,"gen_fuel_gas_mw,gen_fuel_wind_pct","gen_fuel_multiple_fuels_pct,system_energy_price_da,marginal_loss_price_rt"
gen_fuel_multiple_fuels_mw,gross_actual_interchange_mw,0.039069175720214844,0.1475750207901001,0.17025405168533325,0.186936616897583,gen_fuel_multiple_fuels_pct,"gen_fuel_wind_mw,gen_fuel_multiple_fuels_pct","gen_fuel_solar_mw,gen_fuel_multiple_fuels_pct,total_pjm_assigned_reg"
gen_fuel_multiple_fuels_mw,total_gen,0.193498432636261,0.8219245076179504,0.8219245076179504,0.8219245076179504,gen_fuel_multiple_fuels_pct,gen_fuel_multiple_fuels_pct,gen_fuel_multiple_fuels_pct
gen_fuel_multiple_fuels_mw,metered_load_mw,0.23286974430084229,0.7860425114631653,0.7860425114631653,0.7860425114631653,gen_fuel_multiple_fuels_pct,gen_fuel_multiple_fuels_pct,gen_fuel_multiple_fuels_pct
gen_fuel_multiple_fuels_mw,total_losses,0.035571932792663574,0.3370327353477478,0.4517608880996704,0.4517608880996704,gen_fuel_multiple_fuels_pct,"gen_fuel_multiple_fuels_pct,gen_fuel_wind_pct","gen_fuel_multiple_fuels_pct,gen_fuel_wind_pct"
gen_fuel_multiple_fuels_mw,congestion_price_da,0.03375595808029175,0.12571871280670166,0.16146063804626465,0.21228688955307007,gen_fuel_multiple_fuels_pct,"gen_fuel_other_renewables_mw,gen_fuel_wind_mw","gen_fuel_solar_mw,gen_fuel_multiple_fuels_pct,system_energy_price_da"
gen_fuel_multiple_fuels_mw,congestion_price_rt,0.12061256170272827,0.13209247589111328,0.15496402978897095,0.16688621044158936,gen_fuel_wind_mw,"gen_fuel_wind_mw,gen_fuel_coal_pct","gen_fuel_wind_mw,da_as_ss_mw_primary_reserve,gross_sched_interchange_mw"
gen_fuel_multiple_fuels_mw,marginal_loss_price_da,0.15568524599075317,0.353770911693573,0.4198310375213623,0.4784412980079651,gen_fuel_multiple_fuels_pct,"gen_fuel_wind_mw,gen_fuel_multiple_fuels_pct","gen_fuel_multiple_fuels_pct,gen_fuel_wind_pct,gross_sched_interchange_mw"
gen_fuel_multiple_fuels_mw,total_lmp_da,0.2126522660255432,0.4577564001083374,0.5151327848434448,0.550738513469696,gen_fuel_multiple_fuels_pct,"gen_fuel_wind_mw,gen_fuel_multiple_fuels_pct","gen_fuel_solar_mw,gen_fuel_wind_mw,gen_fuel_multiple_fuels_pct"
gen_fuel_multiple_fuels_mw,da_as_total_mw_primary_reserve,0.016469895839691162,0.15159571170806885,0.21531891822814941,0.22039294242858887,gen_fuel_gas_mw,"gen_fuel_hydro_mw,gen_fuel_multiple_fuels_pct","gen_fuel_hydro_mw,gen_fuel_multiple_fuels_pct,total_lmp_rt"
gen_fuel_multiple_fuels_mw,da_as_total_mw_synchronized_reserve,0.0,0.12131589651107788,0.13367676734924316,0.14593207836151123,gen_fuel_multiple_fuels_pct,"gen_fuel_solar_mw,gen_fuel_multiple_fuels_pct","gen_fuel_multiple_fuels_pct,da_as_mcp_primary_reserve,system_energy_price_da"
gen_fuel_multiple_fuels_mw,da_as_total_mw_thirty_minutes_reserve,0.22488880157470703,0.2842310667037964,0.3157370686531067,0.32361119985580444,gen_fuel_coal_mw,"gen_fuel_coal_mw,gross_inadv_interchange_mw","gen_fuel_coal_mw,gen_fuel_solar_pct,gross_inadv_interchange_mw"
gen_fuel_nuclear_mw,net_actual_interchange_mw,0.277508020401001,0.3370324373245239,0.5519123077392578,0.5539174675941467,marginal_loss_price_rt,"gen_fuel_nuclear_pct,forecast_load_mw_latest_available","gen_fuel_nuclear_pct,forecast_load_mw_latest_available,net_inadv_interchange_mw"
gen_fuel_nuclear_mw,gross_actual_interchange_mw,0.15867304801940918,0.23754578828811646,0.2641632556915283,0.2716858983039856,gen_fuel_multiple_fuels_pct,"gen_fuel_wind_mw,gen_fuel_multiple_fuels_pct","gen_fuel_wind_mw,gen_fuel_multiple_fuels_pct,da_as_mcp_synchronized_reserve"
gen_fuel_nuclear_mw,total_gen,0.496759295463562,0.5806277990341187,0.5871644020080566,0.5876476168632507,gen_fuel_multiple_fuels_pct,"gen_fuel_multiple_fuels_pct,total_pjm_self_sched_reg","gen_fuel_multiple_fuels_pct,total_pjm_self_sched_reg,net_inadv_interchange_mw"
gen_fuel_nuclear_mw,metered_load_mw,0.4444804787635803,0.544090211391449,0.5516303181648254,0.552132785320282,gen_fuel_multiple_fuels_pct,"gen_fuel_multiple_fuels_pct,total_pjm_self_sched_reg","gen_fuel_multiple_fuels_pct,total_pjm_self_sched_reg,net_inadv_interchange_mw"
gen_fuel_nuclear_mw,total_losses,0.43684571981430054,0.4919196367263794,0.5509369373321533,0.5516909956932068,gen_fuel_wind_pct,"gen_fuel_multiple_fuels_pct,gen_fuel_wind_pct","gen_fuel_multiple_fuels_pct,gen_fuel_wind_pct,total_pjm_self_sched_reg"
gen_fuel_nuclear_mw,congestion_price_da,0.06995886564254761,0.15153926610946655,0.2455795407295227,0.2755945920944214,total_pjm_rmccp_cr,"gen_fuel_solar_mw,system_energy_price_da","gen_fuel_multiple_fuels_mw,gen_fuel_solar_pct,system_energy_price_da"
gen_fuel_nuclear_mw,congestion_price_rt,0.02731996774673462,0.08468014001846313,0.11398828029632568,0.20063769817352295,gen_fuel_gas_mw,"gen_fuel_gas_mw,gen_fuel_coal_pct","rmccp,total_pjm_loc_credit,marginal_loss_price_rt"
