conf,field,a,M1,M2,shapley,loo,sage_s0,sage_s1,sage_s2
dam_as_total_procured__mw__rd__as_caiso,负荷预测_ca_iso_tac,0.11473006010055542,0.3059201240539551,0.3059201240539551,0.025966020310701648,0.00019919872,-0.0010484748729088552,-0.0008849447397297015,-0.0011972321093393322
dam_as_total_procured__mw__rd__as_caiso,负荷计划_tac_north,0.09260988235473633,0.1877903938293457,0.1877903938293457,0.021864631338850592,0.0,0.006019820139442245,0.0032491959504909775,0.004790989890858355
dam_as_total_procured__mw__rd__as_caiso,负荷计划_tac_ecntr,0.05443227291107178,0.21289479732513428,0.21289479732513428,0.020203297814580017,0.00019919872,-1.965046229988562e-05,-0.0003738989799847624,0.0017494309218454645
dam_as_total_procured__mw__rd__as_caiso,负荷计划_tac_south,0.2278854250907898,0.35402071475982666,0.35402071475982666,0.03563546090044442,0.0,-0.0033751945408802032,-0.0032127278049456235,-0.005952114540658096
dam_as_total_procured__mw__rd__as_caiso,日前energy_sp15,0.34280073642730713,0.3998008370399475,0.3998008370399475,0.05267064501729414,0.0,0.033237514827879726,0.032757393495761886,0.035260148947664265
dam_as_total_procured__mw__rd__as_caiso,日前lmp_np15,0.23644065856933594,0.2704543471336365,0.2704543471336365,0.03860446559921704,0.00019919872,-0.015180067932060438,-0.01386061246872918,-0.01793859737825678
dam_as_total_procured__mw__rd__as_caiso,日前lmp_zp26,0.41768068075180054,0.4610404372215271,0.4610404372215271,0.06732068379898672,0.00019919872,0.0329941702305521,0.03435197815270897,0.04121895608047577
dam_as_total_procured__mw__rd__as_caiso,实时lmp_sp15,0.3631725311279297,0.402940571308136,0.402940571308136,0.04784137285656179,0.0,-0.0007552889584568725,0.0036653876739636327,-0.0017500418223145382
dam_as_total_procured__mw__rd__as_caiso,光伏实际_sp15__solar,0.7312471866607666,0.7312471866607666,0.7312471866607666,0.134932068692604,0.0,0.025708060409678858,0.025121630654144255,0.01989438290408894
dam_as_total_procured__mw__rd__as_caiso,光伏预测_sp15__solar,0.7303438186645508,0.7307274341583252,0.7307274341583252,0.13748924779166372,0.00026792288,0.05528791767965472,0.0379249043737044,0.05064687516917827
dam_as_total_procured__mw__rd__as_caiso,需求_regulation_down,0.9776241779327393,0.9776241779327393,0.9776241779327393,0.3055138661455117,0.13719416,0.8478213491410994,0.8574104429674092,0.8511954273969402
dam_as_total_procured__mw__sr__as_caiso,负荷预测_pge_tac,0.04765361547470093,0.08983016014099121,0.09591978788375854,0.01728289059782712,0.0014306307,0.005827143563389555,0.0021325399754499675,0.002661356893776922
dam_as_total_procured__mw__sr__as_caiso,负荷预测_sce_tac,0.09582275152206421,0.14887654781341553,0.14887654781341553,0.0271400379536154,0.0011066794,0.05310953095735588,0.05816141573993643,0.06509133751301158
dam_as_total_procured__mw__sr__as_caiso,负荷预测_sdge_tac,0.06462782621383667,0.10107463598251343,0.10295355319976807,0.02363998986038821,0.006864786,0.014608161241057644,0.014104792416816895,0.012116109720146012
dam_as_total_procured__mw__sr__as_caiso,负荷预测_ca_iso_tac,0.06816220283508301,0.12550127506256104,0.12550127506256104,0.022176755157754614,0.0,0.012784903892396032,0.01365751415534107,0.010791937747195087
dam_as_total_procured__mw__sr__as_caiso,负荷计划_tac_north,0.0402260422706604,0.08941835165023804,0.09890693426132202,0.017880230032851278,0.002009809,0.013978823446310493,0.011358338530756447,0.015070349529496395
dam_as_total_procured__mw__sr__as_caiso,负荷计划_tac_ecntr,0.09119409322738647,0.14330977201461792,0.1460859179496765,0.028715096856376996,0.00057315826,0.029857682398744645,0.03333641375830705,0.029646917294517787
dam_as_total_procured__mw__sr__as_caiso,负荷计划_tac_south,0.03613436222076416,0.07632523775100708,0.07632523775100708,0.02032958436225976,0.009727061,0.01841220926191135,0.020345137554038537,0.016371447195758292
dam_as_total_procured__mw__sr__as_caiso,日前energy_sp15,0.027077019214630127,0.08091717958450317,0.08205157518386841,0.015689746273326147,0.00057315826,0.020762182293317714,0.016588076340270923,0.017626448495001112
dam_as_total_procured__mw__sr__as_caiso,日前lmp_np15,0.01992279291152954,0.06241518259048462,0.06601446866989136,0.014372984005411378,0.0039331913,0.006719022468915056,0.00922758704646207,0.01820026264016407
dam_as_total_procured__mw__sr__as_caiso,日前lmp_zp26,0.040326714515686035,0.09766578674316406,0.09766578674316406,0.017312142313294202,0.0011066794,0.019218603136444412,0.010818818588839853,0.011699912268103966
dam_as_total_procured__mw__sr__as_caiso,实时lmp_sp15,0.019731223583221436,0.053835511207580566,0.05650144815444946,0.007137847002126302,0.0,0.008463441266020095,0.004714079273337195,0.00501382044727496
dam_as_total_procured__mw__sr__as_caiso,光伏实际_sp15__solar,0.0950576663017273,0.11891031265258789,0.11891031265258789,0.023793710325604324,0.0,0.015041221624170197,0.029053645779407986,0.02104629199996954
dam_as_total_procured__mw__sr__as_caiso,光伏预测_sp15__solar,0.09381192922592163,0.12415051460266113,0.12415051460266113,0.026997581765242504,0.0030005574,0.04832098261555659,0.03754418712733308,0.03315409458144046
dam_as_total_procured__mw__sr__as_caiso,需求_regulation_down,0.08336097002029419,0.08694201707839966,0.08694201707839966,0.023841241788905156,0.0066396594,0.021249654189451805,0.02217112873582788,0.029351808572367247
dam_as_total_procured__mw__nr__as_caiso,负荷预测_pge_tac,0.20709848403930664,0.22121703624725342,0.22580093145370483,0.050785300258341645,0.008220196,0.11325696352925098,0.10353640613872589,0.1190667233083431
dam_as_total_procured__mw__nr__as_caiso,负荷预测_sce_tac,0.18469393253326416,0.2121310830116272,0.2121310830116272,0.03864698277877141,0.0049387217,0.018382599242573266,0.031414505338011205,0.011608655544163092
dam_as_total_procured__mw__nr__as_caiso,负荷预测_sdge_tac,0.14062875509262085,0.1649177074432373,0.1649177074432373,0.02907015989892327,0.005215466,0.025553046445104706,0.03779089847803533,0.040665813211179076
dam_as_total_procured__mw__nr__as_caiso,负荷预测_ca_iso_tac,0.21103334426879883,0.22570037841796875,0.22952979803085327,0.045299789834325484,0.0,0.05774898343917117,0.05096839099861113,0.061996603552125995
dam_as_total_procured__mw__nr__as_caiso,负荷计划_tac_north,0.18796873092651367,0.20343554019927979,0.21052783727645874,0.03955680396639804,0.005218625,-0.005455704578047043,0.004953183091160532,0.0008919605967709666
dam_as_total_procured__mw__nr__as_caiso,负荷计划_tac_ecntr,0.17549264430999756,0.20865470170974731,0.20865470170974731,0.03531032005400023,0.0,0.04249322690687455,0.023548958956606428,0.012083883256709246
dam_as_total_procured__mw__nr__as_caiso,负荷计划_tac_south,0.09916836023330688,0.13611847162246704,0.13611847162246704,0.0407651545623588,0.020895422,0.04081318372146634,0.037728197038676484,0.04364363655178353
dam_as_total_procured__mw__nr__as_caiso,日前energy_sp15,0.03448152542114258,0.06523686647415161,0.07344073057174683,0.012901291137054453,0.0,0.012131572192650004,0.011020184566236553,0.014939723379280647
dam_as_total_procured__mw__nr__as_caiso,日前lmp_np15,0.01951974630355835,0.052681803703308105,0.05585134029388428,0.014595677037458196,0.0013272762,0.019570243346537668,0.02747106881143787,0.022446668275070348
dam_as_total_procured__mw__nr__as_caiso,日前lmp_zp26,0.01973170042037964,0.047172605991363525,0.049595415592193604,0.010528576205508212,0.0007869005,0.00467043619833243,0.003267630374164311,0.002230369558092457
dam_as_total_procured__mw__nr__as_caiso,实时lmp_sp15,0.008038103580474854,0.033817410469055176,0.03571289777755737,0.008488098618715322,0.0029920936,0.008596265909144876,0.006908763599079498,0.005345534692131887
dam_as_total_procured__mw__nr__as_caiso,光伏实际_sp15__solar,0.018922924995422363,0.04951369762420654,0.05549275875091553,0.011487301396290155,0.0,0.011727753260090922,0.012788546237528469,0.016937847025109407
dam_as_total_procured__mw__nr__as_caiso,光伏预测_sp15__solar,0.02411186695098877,0.061061978340148926,0.06672531366348267,0.01879372256804348,0.0056197047,0.01535963204499419,0.012324910173175049,0.02222882065802515
dam_as_total_procured__mw__nr__as_caiso,需求_regulation_down,0.04673868417739868,0.0597536563873291,0.062225520610809326,0.01782984315674186,0.009003758,0.008636827085600107,0.00873180735516805,0.0042849394950661215
