target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,7,1.9314296245574951,0.9925584824639268
gross_actual_interchange_mw,10,2.252584934234619,0.9782852069564945
total_gen,23,3.1068477630615234,0.9908638157512476
metered_load_mw,21,3.0176424980163574,0.9911710489060592
total_losses,14,2.623912811279297,0.9942613909269756
congestion_price_da,4,1.3776779174804688,0.9937845497456534
congestion_price_rt,9,2.1859569549560547,0.9948718840593778
marginal_loss_price_da,16,2.758409023284912,0.994885754659128
total_lmp_da,25,3.1996352672576904,0.9940225846980916
da_as_total_mw_primary_reserve,8,2.018765926361084,0.9708211968922501
da_as_total_mw_synchronized_reserve,7,1.8933790922164917,0.9730043769675984
da_as_total_mw_thirty_minutes_reserve,15,2.6923208236694336,0.9941916226566352
