,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,forecast_load_mw_day_ahead,rmccp,rmpcp,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_ss_mw_synchronized_reserve,da_as_ss_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw,net_actual_interchange_mw,gross_actual_interchange_mw,total_gen,metered_load_mw,total_losses,congestion_price_da,congestion_price_rt,marginal_loss_price_da,total_lmp_da,da_as_total_mw_primary_reserve,da_as_total_mw_synchronized_reserve,da_as_total_mw_thirty_minutes_reserve
gen_fuel_coal_mw,0.2,0.19735315,0.2,0.2,0.20125195,0.20130408,0.19832487,0.2,0.2,0.2,0.20227845,0.2,0.2,0.2,0.19981699,0.20132819,0.19983368,0.2,0.2,0.19979054,0.19943987,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20087996,0.19993225,0.19936582,0.2,0.19813097,0.20046668,0.2,0.19947538,0.19936791,0.19928102,0.1994934,0.2,0.2,0.19959594,0.19957535,0.2,0.2,0.2
gen_fuel_gas_mw,0.1999071,0.2,0.19988382,0.20014569,0.2001044,0.19998449,0.2,0.2,0.2,0.20028915,0.20002162,0.19980223,0.2,0.2,0.20006236,0.20000221,0.20019346,0.2,0.20031068,0.19981764,0.19977187,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19996768,0.19996195,0.19997628,0.2,0.2,0.2,0.2,0.20000258,0.2002636,0.19994177,0.20001447,0.2,0.19993976,0.2,0.2,0.20014428,0.20014136,0.20007193,0.2,0.2,0.20007613,0.20008266,0.2,0.20008408,0.2
gen_fuel_hydro_mw,0.2,0.19838281,0.2,0.2,0.2,0.1988003,0.2,0.2,0.20138286,0.2,0.2,0.2,0.20128927,0.2,0.20143346,0.1991916,0.2,0.2,0.2,0.19890583,0.1989185,0.2,0.20086837,0.2003587,0.20105615,0.2,0.2,0.2,0.20025253,0.1996818,0.19829652,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19661239,0.20012078,0.2,0.2,0.2,0.2,0.2,0.2,0.20051305,0.20059107,0.2,0.2,0.2,0.20057572,0.20080616,0.2,0.2,0.2
gen_fuel_multiple_fuels_mw,0.2,0.20095313,0.2,0.2,0.2,0.19943614,0.2,0.2,0.2,0.20083252,0.2,0.19919173,0.2,0.20165896,0.19984542,0.19907092,0.20054145,0.2,0.20116958,0.20245184,0.20222129,0.2,0.2,0.2,0.2,0.2,0.2,0.19965325,0.20088911,0.2,0.2,0.2,0.2,0.2,0.20081535,0.20075557,0.20076548,0.2,0.1990128,0.19997612,0.19973736,0.2,0.2,0.2,0.2,0.2,0.20022687,0.20032845,0.2,0.2,0.19796117,0.2,0.19963878,0.2,0.2,0.19814007
gen_fuel_nuclear_mw,0.20808734,0.19418381,0.2,0.2,0.2,0.2,0.1988967,0.2,0.2,0.2,0.213902,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19436868,0.1924144,0.2,0.2,0.2,0.2,0.2015993,0.2,0.2,0.2,0.2,0.2,0.203496,0.20346841,0.20116132,0.2,0.2,0.2,0.20227793,0.2,0.2,0.2,0.2,0.2028244,0.20139617,0.19937308,0.1986992,0.20063132,0.20051691,0.20026314,0.2,0.2,0.2,0.2,0.19960152,0.2,0.20030941
gen_fuel_oil_mw,0.19870315,0.19865206,0.20089734,0.20054455,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19877566,0.2,0.2005052,0.19976822,0.20002271,0.200173,0.2,0.20064971,0.19982807,0.19996223,0.20021771,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20022424,0.20061322,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20084718,0.19992022,0.1999976,0.2,0.2,0.2,0.2,0.2,0.20001057,0.20002721,0.2,0.2,0.20015901,0.20002593,0.20002751,0.2,0.2,0.20015
gen_fuel_other_renewables_mw,0.20021132,0.2,0.2,0.2,0.19999252,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19990666,0.2,0.2,0.20002598,0.19996543,0.2,0.2,0.2,0.2,0.19989626,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
gen_fuel_solar_mw,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19999698,0.2,0.2,0.2,0.2,0.2,0.2,0.20001195,0.2,0.2000133,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19999649,0.2,0.20000128,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
gen_fuel_storage_mw,0.2,0.2,0.20024501,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20032738,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20029561,0.2,0.2,0.2,0.2,0.1997558,0.19944738,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19952677,0.20131621,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20017749,0.2,0.2,0.2
gen_fuel_wind_mw,0.2,0.20001704,0.2,0.20000906,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2000167,0.2,0.19999836,0.2,0.2,0.2,0.2,0.1999813,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
gen_fuel_coal_pct,0.20237648,0.1965212,0.2,0.2,0.20192033,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19936316,0.2,0.19923952,0.2,0.2,0.19941907,0.19875184,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19916831,0.1968663,0.19268326,0.2,0.2,0.20085737,0.2,0.19799656,0.1983475,0.19812445,0.19844785,0.2,0.2,0.19875887,0.1986292,0.2,0.2,0.2
gen_fuel_gas_pct,0.2,0.1998196,0.2,0.19991037,0.2,0.20004167,0.2,0.2,0.2,0.2000561,0.2,0.2,0.2,0.2,0.2000356,0.2000527,0.20006877,0.19987494,0.2000696,0.19989933,0.19989519,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1999821,0.2,0.19998148,0.19998652,0.19998637,0.19998504,0.2,0.2,0.1999251,0.19984129,0.19997501,0.2,0.2,0.2,0.2,0.19996813,0.19996996,0.2,0.2,0.2,0.2,0.1999732,0.2,0.2,0.2
