target_idx,target_field,source_idx,source_field,edge_weight,dominant_metric,dominant_alpha,alpha_pearson,corr_pearson,alpha_spearman,corr_spearman,alpha_kendall,corr_kendall,alpha_nmi,corr_nmi,alpha_distance_corr,corr_distance_corr
49,congestion_price_da,52,total_lmp_da,0.3470499813556671,distance_corr,0.20397469401359558,0.20095060765743256,0.4613504707813263,0.19926634430885315,0.29018691182136536,0.1978154182434082,0.2076619416475296,0.1979929804801941,0.21505770087242126,0.20397469401359558,0.5532950162887573
49,congestion_price_da,38,system_energy_price_da,0.2730375826358795,kendall,0.22761893272399902,0.18233436346054077,0.388834685087204,0.21339824795722961,0.19425344467163086,0.22761893272399902,0.13705527782440186,0.20478299260139465,0.2259063422679901,0.1718655526638031,0.48426321148872375
49,congestion_price_da,19,forecast_load_mw_latest_available,0.26940906047821045,distance_corr,0.23162005841732025,0.22078415751457214,0.35352468490600586,0.19276216626167297,0.2318982034921646,0.17653371393680573,0.14451201260089874,0.1782999038696289,0.15798461437225342,0.23162005841732025,0.4014131426811218
49,congestion_price_da,51,marginal_loss_price_da,0.26414328813552856,distance_corr,0.2056138664484024,0.20047420263290405,0.31557369232177734,0.1997939497232437,0.24942809343338013,0.19787228107452393,0.16413700580596924,0.19624567031860352,0.10439097881317139,0.2056138664484024,0.4770117700099945
49,congestion_price_da,40,marginal_loss_price_rt,0.25722795724868774,kendall,0.22417300939559937,0.19162005186080933,0.3099381625652313,0.21317945420742035,0.17911888659000397,0.22417300939559937,0.13185171782970428,0.18985433876514435,0.3215057849884033,0.18117308616638184,0.38116180896759033
50,congestion_price_rt,39,total_lmp_rt,0.544446587562561,spearman,0.22799061238765717,0.20052649080753326,0.551084578037262,0.22799061238765717,0.6060451865196228,0.16321799159049988,0.4237808585166931,0.18209506571292877,0.4952596426010132,0.2261698693037033,0.6031481027603149
50,congestion_price_rt,40,marginal_loss_price_rt,0.5289245843887329,distance_corr,0.24302677810192108,0.19016693532466888,0.49367573857307434,0.20823386311531067,0.5644955635070801,0.17669783532619476,0.4334668815135956,0.18187452852725983,0.45772281289100647,0.24302677810192108,0.6487181782722473
50,congestion_price_rt,27,total_pjm_rmccp_cr,0.4496515095233917,kendall,0.21630389988422394,0.21401061117649078,0.2986759841442108,0.20620810985565186,0.3606615364551544,0.21630389988422394,0.2802852988243103,0.16463318467140198,1.0,0.19884417951107025,0.4330042600631714
50,congestion_price_rt,21,rmccp,0.4079136252403259,kendall,0.22075451910495758,0.21049368381500244,0.31632015109062195,0.2042638063430786,0.36091718077659607,0.22075451910495758,0.2560354471206665,0.16557535529136658,0.7817705273628235,0.1989126354455948,0.41045671701431274
50,congestion_price_rt,52,total_lmp_da,0.3445160388946533,nmi,0.2121666520833969,0.19773194193840027,0.4078725576400757,0.19408878684043884,0.48755285143852234,0.1998051404953003,0.329294353723526,0.2121666520833969,0.0783608928322792,0.19620747864246368,0.44247952103614807
50,congestion_price_rt,3,gen_fuel_multiple_fuels_mw,0.3067290186882019,spearman,0.22394387423992157,0.21869301795959473,0.3718937039375305,0.22394387423992157,0.39785197377204895,0.17897340655326843,0.2569660544395447,0.16352955996990204,0.08241724222898483,0.214860200881958,0.3576008975505829
50,congestion_price_rt,15,gen_fuel_oil_pct,0.2766256332397461,nmi,0.23721429705619812,0.1860331892967224,0.3720622956752777,0.18886582553386688,0.35019150376319885,0.20122280716896057,0.2665393650531769,0.23721429705619812,0.0805714949965477,0.18666395545005798,0.3670981824398041
50,congestion_price_rt,5,gen_fuel_oil_mw,0.27339333295822144,nmi,0.23319946229457855,0.19066399335861206,0.33530130982398987,0.19035013020038605,0.3377348780632019,0.20057521760463715,0.2680465579032898,0.23319946229457855,0.09090766310691833,0.18521122634410858,0.3790939748287201
50,congestion_price_rt,47,metered_load_mw,0.2662084400653839,spearman,0.20906029641628265,0.2021530717611313,0.288799524307251,0.20906029641628265,0.3562462627887726,0.19596998393535614,0.24285390973091125,0.1849273443222046,0.07835061103105545,0.20788930356502533,0.34281957149505615
50,congestion_price_rt,38,system_energy_price_da,0.2652203440666199,nmi,0.4171411693096161,0.1403319537639618,0.4089517295360565,0.12885528802871704,0.47434085607528687,0.17389339208602905,0.3167056739330292,0.4171411693096161,0.08182870596647263,0.13977816700935364,0.411386638879776
31,da_as_as_req_mw_primary_reserve,32,da_as_as_req_mw_synchronized_reserve,1.0,pearson,0.20000000298023224,0.20000000298023224,1.0,0.20000000298023224,1.0,0.20000000298023224,1.0,0.20000000298023224,1.0,0.20000000298023224,1.0
31,da_as_as_req_mw_primary_reserve,33,da_as_as_req_mw_thirty_minutes_reserve,0.9674781560897827,nmi,0.20029951632022858,0.2001761943101883,0.9881067872047424,0.19998309016227722,0.9632535576820374,0.19934692978858948,0.8958373069763184,0.20029951632022858,1.0,0.20019429922103882,0.9898701906204224
31,da_as_as_req_mw_primary_reserve,53,da_as_total_mw_primary_reserve,0.7373315095901489,kendall,0.20041069388389587,0.20010153949260712,0.6842646598815918,0.20004545152187347,0.7084909677505493,0.20041069388389587,0.5690619945526123,0.19939477741718292,0.9926483035087585,0.20004750788211823,0.7333440780639648
31,da_as_as_req_mw_primary_reserve,54,da_as_total_mw_synchronized_reserve,0.7088227272033691,kendall,0.20072956383228302,0.19990390539169312,0.7296307682991028,0.1998700648546219,0.7394118309020996,0.20072956383228302,0.5557708144187927,0.1995861679315567,0.7947388887405396,0.19991032779216766,0.7253347635269165
