metric,mean,std,min,q05,q25,median,q75,q95,max
pearson,0.19987189769744873,0.007502883207052946,0.12755940854549408,0.19502748921513557,0.1997382566332817,0.19999948143959045,0.2002212479710579,0.2038920670747757,0.3352770507335663
spearman,0.19956164062023163,0.0063088638707995415,0.12885528802871704,0.1953396424651146,0.19969559088349342,0.19999460130929947,0.20014218986034393,0.20350579172372818,0.2455318719148636
kendall,0.19972853362560272,0.005177468527108431,0.13732200860977173,0.1967972293496132,0.19982681050896645,0.20000183582305908,0.2001527175307274,0.20218152180314064,0.24713701009750366
nmi,0.20113910734653473,0.016983211040496826,0.1247122660279274,0.1901598758995533,0.19950000941753387,0.20001111924648285,0.20074434205889702,0.21179966256022453,0.4494817554950714
distance_corr,0.199698805809021,0.005989298690110445,0.12775397300720215,0.19554343074560165,0.19968658685684204,0.1999945193529129,0.20020128786563873,0.20325904339551926,0.24302677810192108
